No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	10716	H	24500			K1	0	3	0	0	3
	10747	H	25000			K1	0	8	0	2	10
	10747	V	25000			K1	0	16	0	1	17
	10778	H	25000			K1	0	6	0	0	6
	10778	V	25000			K1	0	14	0	0	14
	10809	H	25000			K1	0	5	0	0	5
	10809	V	25000			K1	0	4	1	0	5
	10841	H	25000			K1	0	10	0	0	10
	10872	H	25000			K1	0	13	0	0	13
	10872	V	25000			K1	0	6	0	0	6
	10903	H	25000			K1	0	6	0	0	6
	10934	H	25000			K1	0	7	0	0	7
	10934	V	25000			K1	0	9	0	0	9
	10987	V	5632			Spot1	0	0	0	1	1
	11002	V	1950			Spot1	0	1	0	0	1
	11015	H	26087			Spot2	0	0	0	1	1
	11045	H	2500			Spot2	0	0	0	1	1
	11048	H	3100			Spot2	0	0	0	1	1
	11065	H	1500			Spot2	0	1	0	0	1
	11077	H	2112			Spot2	0	0	1	0	1
	11105	H	3600			Spot2	0	0	0	1	1
	11136	H	26087			Spot2	0	0	0	1	1
	11172	V	6111			Spot1	0	0	0	1	1
	11216	V	25000			T1Nordic	0	19	0	0	19
	11229	H	25000			T1Nordic	0	10	0	0	10
	11247	V	24500			T1Nordic	0	9	0	0	9
	11261	H	25000			T1Nordic	0	11	0	0	11
	11278	V	25000			T1Nordic	0	7	0	0	7
	11293	H	25000			T1Nordic	0	8	1	0	9
	11309	V	25000			T1Nordic	0	1	0	0	1
	11325	H	25000			T1Nordic	0	7	0	2	9
	11341	V	25000			T1Nordic	0	14	0	0	14
	11357	H	24500			T1Nordic	0	5	0	0	5
	11372	V	25000			T1Nordic	0	1	0	0	1
	11389	H	24500			T1Nordic	5	3	0	0	8
	11403	V	25000			T1Nordic	0	9	0	0	9
	11421	H	25000			T1Nordic	0	18	0	1	19
	11481	V	6111			Spot1	0	1	0	0	1
	11491	V	6111			Spot1	0	0	0	1	1
	11497	V	3333			Spot1	0	0	0	1	1
	11502	V	3200			Spot1	0	0	0	1	1
	11508	V	3200			Spot1	0	0	0	1	1
	11517	V	6111			Spot1	0	0	0	1	1
	11536	V	6111			Spot1	0	0	0	1	1
	11545	V	6111			Spot1	0	0	0	1	1
	11553	V	6111			Spot1	0	0	0	1	1
	11604	H	10950			Spot2	0	0	0	1	1
	11606	H	7750			Spot2	0	0	0	1	1
	11612	H	5650			Spot2	0	0	0	1	1
	11619	V	5632			Spot1	0	0	0	1	1
	11630	V	3200			Spot1	0	0	0	1	1
	11634	V	3255			Spot1	0	0	0	1	1
	11644	V	3000			Spot1	0	0	0	1	1
	11655	V	5632			Spot1	0	0	0	1	1
	11662	V	4000			Spot1	0	0	0	1	1
	11666	H	15830			Spot2	0	0	0	1	1
	11670	V	3207			Spot1	0	0	0	1	1
	11675	V	3207			Spot1	0	0	0	1	1
	11727	V	28000			K2	0	14	0	2	16
	11747	H	28000			K2	1	9	1	1	12
	11766	V	28000			K2	0	15	0	0	15
	11785	H	28000			T2	0	13	0	1	14
	11804	V	30000			K2	0	21	0	0	21
	11823	H	30000			K2	0	8	0	0	8
	11843	V	30000			K2	0	13	0	0	13
	11862	H	28000			T2	2	15	0	0	17
	11900	H	28000			K2	12	14	0	0	26
	11919	V	28000			K2	0	17	0	0	17
	11938	H	28000			T2	0	15	0	0	15
	11958	V	28000			K2	0	16	0	0	16
	11977	H	30000			K2	0	9	0	1	10
	11996	V	28000			K2	0	13	0	0	13
	12015	H	30000			T2	0	4	0	0	4
	12034	V	30000			K2	0	13	10	0	23
	12054	H	30000			K2	0	14	0	0	14
	12073	V	28000			K2	0	12	0	0	12
	12092	H	28000			K2	0	11	0	0	11
	12111	V	30000			CEE	0	5	0	0	5
	12149	V	28000			CEE	13	1	0	0	14
	12169	H	30000			Spot1	0	16	0	0	16
	12188	V	28000			T2	2	16	0	0	18
	12207	H	30000			CEE	0	10	0	0	10
	12226	V	27500			K2	0	11	0	0	11
	12245	H	30000			CEE	0	8	0	0	8
	12265	V	28000			T2	0	17	0	0	17
	12303	V	27500			K2	0	23	0	0	23
	12322	H	30000			CEE	0	0	5	0	5
	12380	V	30000			K2	0	3	0	0	3
	12399	H	30000			Spot3	0	0	5	0	5
	12418	V	28000			T2	1	8	0	0	9
	12456	V	30000			K2	0	1	0	0	1
	12476	H	30000			CEE	0	3	0	0	3
	12511	V	3300			Spot3	0	0	0	1	1
	12515	V	3300			Spot3	0	0	0	1	1
	12520	V	3700			Spot3	0	0	0	1	1
	12524	V	3750			Spot3	0	0	0	1	1
	12527	H	27500			Spot3	0	3	0	0	3
	12529	V	4750			Spot3	0	0	0	1	1
	12563	H	27500			Spot3	5	0	0	0	5
	12563	V	27500			Spot3	1	0	0	0	1
	12607	H	30000			Spot3	0	24	0	0	24
	12643	H	27500			Spot3	3	5	0	0	8
	12643	V	28800			Spot3	0	8	1	0	9
	12687	H	27500			Spot3	2	13	0	0	15
	12687	V	28800			Spot3	0	6	0	0	6
	12723	H	27500			Spot3	3	10	0	0	13
