Freq	Pol	SR	Beam	Type	Channel	T	Encryption	FTA	Package	Res	Compression	V_PID	A_PID	SID	Owner	Date	Row
10775	H	29900	Wide	TV	iFilm TV	TV	FTA	Yes		SD	MPEG-4	1140	1141[per]|1142[ara]	1514	Tanea	18-Feb-20	82	
10775	H	29900	Wide	TV	IRIB Nasim	TV	FTA	Yes		SD	MPEG-4	1200	1201[per]	1520	Tanea	18-Feb-20	84	
10775	H	29900	Wide	TV	Jame-Jam TV Network	TV	FTA	Yes		SD	MPEG-4	1210	1211[per]|1212[per]	1521	Tanea	18-Feb-20	86	
10775	H	29900	Wide	TV	Jame-Jam TV 2	TV	FTA	Yes		SD	MPEG-4	1220	1221[per]	1522	Tanea	18-Feb-20	88	
10775	H	29900	Wide	TV	Jame-Jam TV 3	TV	FTA	Yes		SD	MPEG-4	1230	1231[per]	1523	Tanea	18-Feb-20	90	
10775	H	29900	Wide	TV	Sahar Balkan (Bosanski)	TV	FTA	Yes		SD	MPEG-4	1260	1261[bos]	1526	Tanea	18-Feb-20	92	
10775	H	29900	Wide	TV	Sahar Azeri	TV	FTA	Yes		SD	MPEG-4	1270	1271[aze]	1527	Tanea	18-Feb-20	94	
10775	H	29900	Wide	TV	Sahar Urdu	TV	FTA	Yes		SD	MPEG-4	1280	1281[urd]	1528	Tanea	18-Feb-20	96	
10775	H	29900	Wide	TV	Sahar Kurdi	TV	FTA	Yes		SD	MPEG-4	1290	1291[kur]	1529	Tanea	18-Feb-20	98	
10775	H	29900	Wide	TV	Alkawthar TV	TV	FTA	Yes		SD	MPEG-4	1300	1301[ara]	1530	Tanea	18-Feb-20	100	
10775	H	29900	Wide	TV	Press TV HD	TV	FTA	Yes		HD	MPEG-4	1310	1311[eng]	1531	Tanea	18-Feb-20	102	
10775	H	29900	Wide	TV	Hispan TV	TV	FTA	Yes		SD	MPEG-4	1320	1321[spa]	1532	Tanea	18-Feb-20	104	
10775	H	29900	Wide	TV	iFilm English	TV	FTA	Yes		SD	MPEG-4	1330	1331[eng]|1332[per]	1533	Tanea	18-Feb-20	106	
10796	V	27500	Europe9	TV	Discovery Life HD	TV	Conax|Nagravision 3|Viaccess 3.0|Mediaguard 3|Viaccess 5.0	No	Cyfrowy Polsat|nc+	HD	MPEG-4	161	84[pol]|85[eng]	15702	Vadim	27-Aug-17	110	
10796	V	27500	Europe9	TV	Vox Music TV Polska	TV	FTA	Yes	Cyfrowy Polsat|nc+	SD	MPEG-4	162	88[pol]	15703	Vadim	27-Aug-17	112	
10796	V	27500	Europe9	TV	TV Silesia	TV	FTA	Yes	Cyfrowy Polsat|nc+	SD	MPEG-4	163	92[pol]	15704	Vadim	27-Aug-17	114	
10796	V	27500	Europe9	TV	TVP Kultura	TV	Conax|Mediaguard 2|Nagravision 3|Viaccess 3.0	No	Cyfrowy Polsat|nc+	SD	MPEG-4	164	96[pol]|97[pol]	15705	Vadim	27-Aug-17	116	
10796	V	27500	Europe9	TV	WP	TV	Conax|Mediaguard 2|Nagravision 3|Viaccess 3.0	No	Cyfrowy Polsat|nc+	SD	MPEG-4	165	100[pol]	15706	Vadim	27-Aug-17	118	
10796	V	27500	Europe9	TV	CBS Reality	TV	Conax|Mediaguard 2|Viaccess 3.0	No	Cyfrowy Polsat|nc+	SD	MPEG-4	166	104[pol]|105[eng]	15707	Vadim	27-Aug-17	120	
10796	V	27500	Europe9	TV	TVP Seriale	TV	Conax|Nagravision 3|Viaccess 3.0|Mediaguard 3	No	Cyfrowy Polsat|nc+	SD	MPEG-4	167	108[pol]	15708	Vadim	27-Aug-17	122	
10796	V	27500	Europe9	TV	AXN Spin HD Polska	TV	Conax|Nagravision 3|Viaccess 3.0|Mediaguard 3	No	Cyfrowy Polsat|nc+	HD	MPEG-4	168	112[pol]|113[eng]	15709	Vadim	27-Aug-17	124	
10796	V	27500	Europe9	TV	National Geographic Channel Polska	TV	Conax|Nagravision 3|Viaccess 3.0|Mediaguard 3	No	Cyfrowy Polsat|nc+	SD	MPEG-4	169	116[pol]|117[000]|118[hun]	15710	Vadim	28-Aug-17	126	
10796	V	27500	Europe9	TV	TVP ABC	TV	Conax|Mediaguard|Nagravision|Viaccess	No	nc+	SD	MPEG-4	170	120[pol]	15711	Frocus	16-Aug-19	128	
10796	V	27500	Europe9	TV	FilmBox Premium HD	TV	Conax|Nagravision 3|Viaccess 3.0|Mediaguard 3	No	Cyfrowy Polsat|nc+	HD	MPEG-4	171	124[pol]	15712	Vadim	13-Sep-17	130	
10796	V	27500	Europe9	TV	Kino TV	TV	Conax|Nagravision 3|Viaccess 3.0|Mediaguard 3	No	Cyfrowy Polsat|nc+	SD	MPEG-4	172	128[pol]	15713	Vadim	13-Sep-17	132	
10796	V	27500	Europe9	TV	Filmbox Family	TV	Conax|Nagravision 3|Viaccess 3.0|Mediaguard 3	No	Cyfrowy Polsat|nc+	SD	MPEG-4	173	132[pol]|133[cze]|134[hun]	15714	Vadim	28-Aug-17	134	
10796	V	27500	Europe9	TV	Eska Rock TV	TV	FTA	Yes	Cyfrowy Polsat|nc+	SD	MPEG-4	174	136[pol]	15715	Vadim	4-Sep-17	136	
10796	V	27500	Europe9	TV	FilmBox Action	TV	Nagravision 3|Mediaguard 3	No	Cyfrowy Polsat|nc+	SD	MPEG-4	176	146[pol]	15717	Vadim	28-Aug-17	138	
10796	V	27500	Europe9	TV	TV Puls HD	TV	Conax|Nagravision 3|Mediaguard 3	No	Cyfrowy Polsat|nc+	HD	MPEG-4	177	150[pol]|151[pol]	15718	Vadim	28-Aug-17	140	
10796	V	27500	Europe9	TV	TVP Historia	TV	Nagravision 3|Mediaguard 3	No	Cyfrowy Polsat|nc+	SD	MPEG-4	178	154[pol]|155[000]	15719	Vadim	28-Aug-17	142	
10796	V	27500	Europe9	TV	FilmBox Extra	TV	Conax|Nagravision 3|Viaccess 3.0|Mediaguard 3	No	Cyfrowy Polsat|nc+	SD	MPEG-4	179	158[pol]	15720	Vadim	14-Sep-17	144	
10815	H	27500	Europe8	TV	Vozrojdenie.tv	TV	FTA	Yes		SD	MPEG-2	2008	3008[ukr]|4008[eng]	17308	vodias	15-Jan-20	148	
10815	H	27500	Europe8	TV	BVN	TV	FTA	Yes		SD	MPEG-2	2011	3011[dut]	17311	Frocus	3-Aug-10	150	
10815	H	27500	Europe8	TV	CNL	TV	FTA	Yes		SD	MPEG-2	2012	3012[rus]	17312	Frocus	3-Aug-10	152	
10815	H	27500	Europe8	IMG	Fashion One	TV	FTA	Yes		SD	MPEG-2	2015		17315	vodias	15-Jan-20	154	
10815	H	27500	Europe8	TV	TBN Rossiya	TV	FTA	Yes		SD	MPEG-2	2017	3017[rus]	17317	Tanea	7-Aug-15	156	
10815	H	27500	Europe8	TV	Thai TV Global Network	TV	FTA	Yes		SD	MPEG-2	2020	3020[tha]	17320	Frocus	3-Aug-10	158	
10815	H	27500	Europe8	IMG	TVK	TV	FTA	Yes		SD	MPEG-2	2037		17337	ade3661	13-Aug-16	160	
10815	H	27500	Europe8	TV	The Word Network	TV	FTA	Yes		SD	MPEG-2	2073	3073[eng]	17373	Frocus	5-Sep-12	162	
10815	H	27500	Europe8	DATA	VRT Radio1	R	FTA	Yes		SD	MPEG-2	0		17310	vodias	15-Jan-20	164	
10815	H	27500	Europe8	R	The Overcomer Ministry	R	FTA	Yes				0	3044[eng]	17344	Vadim	3-Sep-17	166	
10834	V	27500	Europe9	TV	Kino Polska Muzyka	TV	Conax|Mediaguard 2|Nagravision 3|Viaccess 3.0	No	Cyfrowy Polsat|nc+	SD	MPEG-4	161	84[pol]	3502	Vadim	28-Aug-17	170	
10834	V	27500	Europe9	TV	Sport Klub Polska HD	TV	Conax|Mediaguard 2|Nagravision 3|Viaccess 3.0	No	Cyfrowy Polsat|nc+	HD	MPEG-4	162	88[pol]	3503	Vadim	29-Aug-17	172	
10834	V	27500	Europe9	TV	Discovery Historia Polska	TV	Conax|Mediaguard 2|Nagravision 3|Viaccess 3.0	No	Cyfrowy Polsat|nc+	SD	MPEG-4	517	617[pol]	3506	Vadim	29-Aug-17	174	
10834	V	27500	Europe9	TV	Zest TV	TV	Conax|Mediaguard 2|Nagravision 3|Viaccess 3.0	No	Cyfrowy Polsat|nc+	SD	MPEG-4	166	104[pol]	3507	Vadim	29-Aug-17	176	
10834	V	27500	Europe9	TV	BBC HD Nordic	TV	Conax|Mediaguard 2|Nagravision 3|Viaccess 3.0	No	Cyfrowy Polsat|nc+	HD	MPEG-4	561	661[pol]|761[eng]	3590	Vadim	26-Sep-17	178	
10834	V	27500	Europe9	TV	BBC Earth HD Polska	TV	Conax|Mediaguard 2|Nagravision 3|Viaccess 3.0	No	Cyfrowy Polsat|nc+	HD	MPEG-4	592	692[pol]|792[eng]	3592	Vadim	29-Aug-17	180	
10834	V	27500	Europe9	TV	HBO 2 HD Polska	TV	Conax|Mediaguard 2|Nagravision 3|Viaccess 3.0	No	Cyfrowy Polsat|nc+	HD	MPEG-4	593	693[pol]|793[eng]	3593	Vadim	29-Aug-17	182	
10834	V	27500	Europe9	TV	HBO 3 HD Polska	TV	Conax|Mediaguard 2|Nagravision 3|Viaccess 3.0	No	Cyfrowy Polsat|nc+	HD	MPEG-4	594	694[pol]|794[eng]	3594	Vadim	29-Aug-17	184	
10873	V	27500	Europe9	TV	Al Maghribya	TV	FTA	Yes		SD	MPEG-4	308	309[ara]	1	Vadim	2-Sep-17	188	
10873	V	27500	Europe9	TV	Al Aoula Laayoune	TV	FTA	Yes		SD	MPEG-4	35	36[ara]	2	Vadim	2-Sep-17	190	
10873	V	27500	Europe9	TV	Al Aoula Inter HD	TV	FTA	Yes		HD	MPEG-4	380	256[ara]	3	Vadim	2-Sep-17	192	
10873	V	27500	Europe9	TV	Arrabiâ	TV	FTA	Yes		SD	MPEG-4	46	47[ara]	4	Vadim	2-Sep-17	194	
10873	V	27500	Europe9	TV	Al Aoula Inter	TV	FTA	Yes		SD	MPEG-2	1026	1027[ara]	5	Vadim	2-Sep-17	196	
10873	V	27500	Europe9	TV	Assadissa	TV	FTA	Yes		SD	MPEG-4	1537	1538[ara]	6	Vadim	3-Sep-17	198	
10873	V	27500	Europe9	TV	Medi 1 TV	TV	FTA	Yes		SD	MPEG-2	2050	2049[ara]	8	Vadim	3-Sep-17	200	
10873	V	27500	Europe9	TV	Arryadia	TV	FTA	Yes		SD	MPEG-2	2562	2563[ara]	10	dm800	18-Jun-09	202	
10873	V	27500	Europe9	TV	Arryadia HD (3)	TV	FTA	Yes		HD	MPEG-4	3102	3103[ara]	31	Tanea	4-Jun-18	204	
10873	V	27500	Europe9	TV	Tamazight HD	TV	FTA	Yes		HD	MPEG-4	3841	3842[ber]	241	Vadim	18-Oct-17	206	
10873	V	27500	Europe9	R	Chaîne Nationale	R	FTA	Yes				0	2817[ara]	11	Vadim	3-Sep-17	208	
10873	V	27500	Europe9	R	Radio Régional de Dakhla	R	FTA	Yes				0	2882[ara]	12	Vadim	3-Sep-17	210	
10873	V	27500	Europe9	R	Chaîne Inter	R	FTA	Yes				0	2833[fre]	14	Vadim	3-Sep-17	212	
10873	V	27500	Europe9	R	Radio Amazigh	R	FTA	Yes				0	2850[ara]	15	Vadim	4-Sep-17	214	
10873	V	27500	Europe9	R	Radio Mohammed VI du Saint Coran	R	FTA	Yes				0	2866[ara]	16	Vadim	4-Sep-17	216	
10873	V	27500	Europe9	R	Radio Plus Agadir	R	FTA	Yes				0	501[ara]	50	Vadim	4-Sep-17	218	
10873	V	27500	Europe9	R	Radio Al Houceima	R	FTA	Yes				0	601[ara]	60	Vadim	4-Sep-17	220	
10873	V	27500	Europe9	R	Radio Tetouan	R	FTA	Yes				0	701[ara]	70	Vadim	4-Sep-17	222	
10873	V	27500	Europe9	R	Radio Meknes	R	FTA	Yes				0	801[ara]	80	Vadim	4-Sep-17	224	
10873	V	27500	Europe9	R	Radio Méditerranée International	R	FTA	Yes				0	2052[fre]	129	Vadim	9-Sep-17	226	
10873	V	27500	Europe9	R	Radio Tanger	R	FTA	Yes				0	2898[ara]	177	Vadim	9-Sep-17	228	
10873	V	27500	Europe9	R	Radio Fes	R	FTA	Yes				0	2897[ara]	178	Vadim	9-Sep-17	230	
10873	V	27500	Europe9	R	Radio Marrakech (Alwatania)	R	FTA	Yes				0	2865[ara]	179	Vadim	9-Sep-17	232	
10892	H	27500	Europe9	TV	Canal+ Sport 3 HD	TV	Conax|Nagravision 3|Viaccess 3.0	No	nc+	HD	MPEG-4	161	84[pol]|85[pol]	4802	Tanea	11-Jul-19	236	
10892	H	27500	Europe9	TV	Canal+ Sport 4 HD	TV	Conax|Nagravision 3|Viaccess 3.0	No	nc+	HD	MPEG-4	162	88[pol]|89[pol]	4803	Tanea	11-Jul-19	238	
10892	H	27500	Europe9	TV	TVR Polska	TV	Conax|Nagravision 3	No	nc+	HD	MPEG-4	163	92[pol]	4804	Tanea	11-Jul-19	240	
10892	H	27500	Europe9	TV	Filmbox Premium HD Polska	TV	Conax|Irdeto|Nagravision 3|Viaccess 3.0	No	nc+	HD	MPEG-4	164	96[pol]	4805	Tanea	11-Jul-19	242	
10892	H	27500	Europe9	TV	Kino Polska	TV	Conax|Irdeto|Nagravision 3|Viaccess 3.0	No	nc+	HD	MPEG-4	165	100[pol]	4806	Tanea	11-Jul-19	244	
10892	H	27500	Europe9	TV	NC+ info card	TV	Nagravision 3	No	nc+	SD	HEVC (H.265)	2090	2091|2091[pol]|2092[qaa]	4845	Vadim	11-Jul-19	246	
10892	H	27500	Europe9	TV	NC+ info card	TV	Nagravision 3	No	nc+	SD	HEVC (H.265)	2034	2039[qaa]|2038|2038[pol]	4849	Tanea	11-Jul-19	248	
10892	H	27500	Europe9	TV	Eurosport 2 HD	TV	Videoguard|BISS|Nagravision 3|Viaccess 3.0|Viaccess 4.0|Viaccess 5.0	No	Total TV|Cyfrowy Polsat	HD	MPEG-4	4000	4203[srp]|4204[eng]|4205[cze]|4206[rus]|4208[hun]|4209[rum]|4210[hrv]|4211[bul]|4212[tur]	4885	Arm_77	26-Aug-18	250	
10892	H	27500	Europe9	TV	Eurosport 2 HD (UPC)	TV	Videoguard|Nagravision 3|Viaccess 4.0|Viaccess 5.0	No		HD	MPEG-4	4000	4204[eng]|4205[cze]|4208[hun]|4209[rum]	4886	alexfloresaf38	10-Aug-17	252	
10911	V	27500	Europe9	TV	E! Entertainment TV	TV	Conax|Nagravision 3|Viaccess 3.0|Mediaguard 3	No	Cyfrowy Polsat|nc+	HD	MPEG-4	258	514[pol]	15902	Vadim	10-Sep-17	256	
10911	V	27500	Europe9	TV	Universal Channel HD Polska	TV	Conax|Mediaguard 2|Nagravision 3|Viaccess 3.0	No	Cyfrowy Polsat|nc+	HD	MPEG-4	260	516[pol]|532[eng]	15904	Vadim	10-Sep-17	258	
10911	V	27500	Europe9	TV	TLC HD Polska	TV	Conax|Nagravision 3|Viaccess 3.0|Mediaguard 3	No	Cyfrowy Polsat|nc+	HD	MPEG-4	261	517[pol]	15905	Vadim	10-Sep-17	260	
10911	V	27500	Europe9	TV	H2 HD Polska	TV	Conax|Nagravision 3|Mediaguard 3	No	Cyfrowy Polsat|nc+	HD	MPEG-4	262	518[pol]	15906	Vadim	10-Sep-17	262	
10911	V	27500	Europe9	TV	Golf Channel Polska HD	TV	Nagravision 3	No	Cyfrowy Polsat	HD	MPEG-4	263	519[pol]|775[eng]	15907	Vadim	10-Sep-17	264	
10911	V	27500	Europe9	TV	FightBox	TV	Conax|Mediaguard 2|Nagravision 3|Viaccess 3.0	No	Cyfrowy Polsat	SD	MPEG-4	265	521[pol]|522[eng]	15908	Vadim	10-Sep-17	266	
10911	V	27500	Europe9	TV	Eurosport 1 HD	TV	Conax|Mediaguard 2|Nagravision 3|Viaccess 2.5|Viaccess 4.0	No	Cyfrowy Polsat|nc+	SD	MPEG-4	264	520[pol]	15909	Vadim	10-Sep-17	268	
10911	V	27500	Europe9	TV	13 Ulica Polska HD	TV	Conax|Mediaguard 2|Nagravision 3|Viaccess 3.0	No	Cyfrowy Polsat	HD	MPEG-4	272	528[pol]	15910	Vadim	11-Sep-17	270	
10911	V	27500	Europe9	TV	Lifetime HD	TV	Conax|Nagravision 3|Mediaguard 3	No	Cyfrowy Polsat|nc+	HD	MPEG-4	273	529[pol]	15911	Vadim	11-Sep-17	272	
10911	V	27500	Europe9	TV	PPV KSW 51 HD	TV	Irdeto 3|Nagravision 3|Viaccess	No	Cyfrowy Polsat	HD	MPEG-4	2080	2336[pol]	15920	Tanea	25-Oct-19	274	
10930	H	30000	Europe9	TV	Shant Premium HD	TV	Conax	No		HD	MPEG-4	501	502[arm]	50	Vadim	18-Sep-17	278	
10930	H	30000	Europe9	TV	Shant Music HD	TV	FTA	Yes		HD	MPEG-4	511	50[arm]	51	Vadim	11-Sep-17	280	
10930	H	30000	Europe9	TV	Armenia TV HD	TV	Conax	No		HD	MPEG-4	521	522[arm]	52	Vadim	18-Sep-17	282	
10930	H	30000	Europe9	TV	Satisfaction Channel Television	TV	Irdeto 2|Nagravision 3|Viaccess 4.0|Viaccess 5.0	No		SD	MPEG-4	1511	1512[ita]	1510	ade3661	16-Feb-19	284	
10930	H	30000	Europe9	TV	Dorcel TV HD	TV	Conax|Irdeto 2|Nagravision 3|Viaccess 3.0|Viaccess 4.0|Mediaguard 3	No		HD	MPEG-4	401	402[fre]|403[eng]|404[spa]|405[pol]	16901	Vadim	13-Sep-17	286	
10930	H	30000	Europe9	TV	urdu news	TV	Nagravision 3|Viaccess 3.0|Viaccess 4.0|Mediaguard 3	No		HD	MPEG-4	551	34[eng]|101[fre]	16910	MayraKufman	19-Feb-19	288	
10930	H	30000	Europe9	TV	La Deux	TV	Nagravision 3|Viaccess 3.0|Viaccess 4.0|Mediaguard 3	No		SD	MPEG-4	552	102[fre]	16911	ade3661	16-Feb-19	290	
10930	H	30000	Europe9	TV	La Trois	TV	Nagravision 3|Viaccess 3.0|Viaccess 4.0|Mediaguard 3	No		SD	MPEG-4	553	103[fre]	16912	ade3661	16-Feb-19	292	
10930	H	30000	Europe9	TV	RTL TVI HD	TV	Nagravision 3|Mediaguard 3|Viaccess 5.0	No		HD	MPEG-4	556	106[fre]	16913	ade3661	16-Feb-19	294	
10930	H	30000	Europe9	TV	Club-RTL	TV	Nagravision 3|Viaccess 3.0|Viaccess 4.0|Mediaguard 3	No		SD	MPEG-4	557	107[fre]	16914	ade3661	16-Feb-19	296	
10930	H	30000	Europe9	TV	Plug RTL	TV	Nagravision 3|Viaccess 3.0|Viaccess 4.0|Mediaguard 3	No		SD	MPEG-4	558	108[fre]	16915	ade3661	16-Feb-19	298	
10930	H	30000	Europe9	TV	UA TV	TV	FTA	Yes		SD	MPEG-4	44	192[ukr]	16924	ade3661	7-Mar-17	300	
10930	H	30000	Europe9	TV	Penthouse Black	TV	Irdeto 2|Nagravision 3|Viaccess 4.0|Viaccess 5.0	No		SD	MPEG-4	1531	1532[eng]	16926	ade3661	16-Feb-19	302	
10930	H	30000	Europe9	TV	Penthouse HD 2	TV	Irdeto 2|Nagravision 3|Viaccess 4.0|Viaccess 5.0	No		HD	MPEG-4	1551	1552[eng]	16927	ade3661	16-Feb-19	304	
10930	H	30000	Europe9	TV	Hustler HD	TV	Conax|Irdeto 2|Nagravision 3|Viaccess 4.0|Mediaguard 3|Viaccess 5.0	No		HD	MPEG-4	559	124[eng]	16928	ade3661	16-Feb-19	306	
10930	H	30000	Europe9	TV	Blue Hustler	TV	Conax|Irdeto 2|Nagravision 3|Viaccess 4.0|Mediaguard 3|Viaccess 5.0	No		SD	MPEG-4	560	126[eng]	16929	ade3661	16-Feb-19	308	
10930	H	30000	Europe9	R	Classic 21	R	Nagravision 3|Mediaguard 3|Viaccess 5.0	No				0	112[fre]	16917	Vadim	18-Sep-17	310	
10930	H	30000	Europe9	R	VivaCité	R	Nagravision 3|Mediaguard 3|Viaccess 5.0	No				0	113[fre]	16918	Vadim	18-Sep-17	312	
10930	H	30000	Europe9	R	Musiq3	R	Nagravision 3|Mediaguard 3|Viaccess 5.0	No				0	114[fre]	16919	Vadim	18-Sep-17	314	
10930	H	30000	Europe9	R	La Première	R	Nagravision 3|Mediaguard 3|Viaccess 5.0	No				0	115[fre]	16920	Vadim	21-Sep-17	316	
10930	H	30000	Europe9	R	MiNT	R	Nagravision 3|Mediaguard 3|Viaccess 5.0	No				0	118[fre]	16921	Vadim	24-Sep-17	318	
