Freq	Pol	SR	FEC	Sat	Beam	Mod	Format	Info	Row
4025	R	7324	2/3	Intelsat 10-02 (1&deg; W)	EastHemi	QPSK	DVB-S	BBC World Service,	0
4175	R	27500	2/3	Intelsat 10-02 (1&deg; W)	Global	8PSK	DVB-S2	American Forces Network (18/101),	28
10716	H	24500	7/8	Thor 6 (0.8&deg; W)	K1	QPSK	DVB-S	Telenor (70/71),	84
10747	V	25000	3/4	Thor 6 (0.8&deg; W)	K1	8PSK	DVB-S2	Canal Digital (70/70),	92
10747	H	25000	3/4	Thor 6 (0.8&deg; W)	K1	8PSK	DVB-S2	Telenor (70/68),	128
10778	V	25000	3/4	Thor 6 (0.8&deg; W)	K1	8PSK	DVB-S2	Telenor (70/67),	150
10778	H	25000	3/4	Thor 6 (0.8&deg; W)	K1	8PSK	DVB-S2	Telenor (70/66),	180
10809	V	25000	3/4	Thor 6 (0.8&deg; W)	K1	8PSK	DVB-S2	Telenor (70/62),	194
10809	H	25000	3/4	Thor 6 (0.8&deg; W)	K1	8PSK	DVB-S2	Telenor (70/65),	206
10841	H	25000	3/4	Thor 6 (0.8&deg; W)	K1	8PSK	DVB-S2	Telenor (70/63),	218
10872	H	25000	3/4	Thor 6 (0.8&deg; W)	K1	8PSK	DVB-S2	Telenor (70/72),	240
10872	V	25000	3/4	Thor 6 (0.8&deg; W)	K1	8PSK	DVB-S2	Telenor (70/61),	268
10903	H	25000	3/4	Thor 6 (0.8&deg; W)	K1	8PSK	DVB-S2	Telenor (70/48),	282
10934	H	25000	3/4	Thor 6 (0.8&deg; W)	K1	8PSK	DVB-S2	Telenor (70/14),	296
10934	V	25000	3/4	Thor 6 (0.8&deg; W)	K1	8PSK	DVB-S2	Telenor (70/10),	312
10987	V	5632	3/4	Intelsat 10-02 (1&deg; W)	Spot1	QPSK	DVB-S		332
11002	V	1950	5/6	Intelsat 10-02 (1&deg; W)	Spot1	QPSK	DVB-S		336
11015	H	26087	2/3	Intelsat 10-02 (1&deg; W)	Spot2	8PSK	DVB-S2		340
11045	H	2500	3/4	Intelsat 10-02 (1&deg; W)	Spot2	QPSK	DVB-S		344
11048	H	3100	3/4	Intelsat 10-02 (1&deg; W)	Spot2	QPSK	DVB-S		348
11065	H	1500	5/6	Intelsat 10-02 (1&deg; W)	Spot2	QPSK	DVB-S2	TandbergTV (65535/1),	352
11077	H	2112	5/6	Intelsat 10-02 (1&deg; W)	Spot2	QPSK	DVB-S		356
11105	H	3600	7/8	Intelsat 10-02 (1&deg; W)	Spot2	QPSK	DVB-S		360
11136	H	26087	2/3	Intelsat 10-02 (1&deg; W)	Spot2	8PSK	DVB-S2		364
11172	V	6111	3/4	Intelsat 10-02 (1&deg; W)	Spot1	QPSK	DVB-S		368
11216	V	25000	3/4	Thor 5 (0.8&deg; W)	T1Nordic	8PSK	DVB-S2	Telenor (70/27),	372
11229	H	25000	3/4	Thor 5 (0.8&deg; W)	T1Nordic	8PSK	DVB-S2	Telenor (70/4),	412
