No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	10720	H	27500			EuropeB	0	1	0	0	1
	10762	H	30000			EuropeB	0	14	0	0	14
	10804	H	29950			EuropeB	0	19	0	0	19
	10804	H	30000			SEAfrica	0	36	0	0	36
	10845	H	30000			EuropeB	0	14	0	0	14
	10887	H	30000			EuropeB	0	18	0	0	18
	10887	H	27500			SEAfrica	0	4	1	0	5
	10928	H	30000			EuropeB	0	14	0	0	14
	10928	H	30000			SEAfrica	6	18	0	0	24
	10972	V	27500			EuropeB	0	14	1	0	15
	10977	H	24114			EuropeB	0	16	5	0	21
	11001	H	8332			EuropeA	0	10	0	0	10
	11011	V	27500			EuropeB	0	8	0	0	8
	11040	H	4166			SubSaharan	0	5	0	0	5
	11046	H	(SR)			EuropeA	0	0	0	1	1
	11056	V	27500			EuropeB	0	11	0	0	11
	11070	H	334			EuropeA	1	0	0	0	1
	11073	H	1000			EuropeA	2	0	0	0	2
	11092	V	27500			EuropeB	0	17	0	0	17
	11131	V	16593			EuropeB	2	5	0	0	7
	11139	H	30000			EuropeB	0	16	4	0	20
	11151	V	13268			EuropeB	0	16	0	0	16
	11178	V	30000			EuropeB	2	26	0	0	28
	11188	H	6600			EuropeA	0	0	0	1	1
	11221	H	30000			EuropeA	0	13	0	0	13
	11231	V	42000			EuropeA	0	21	0	0	21
	11262	H	30000			EuropeB	0	5	1	0	6
	11283	V	30000			EuropeB	0	21	1	0	22
	11304	H	30000			EuropeA	1	6	1	0	8
	11324	V	30000			EuropeB	12	0	0	0	12
	11345	H	30000			EuropeB	0	3	1	0	4
	11356	H	45000			SubSaharan	0	5	0	0	5
	11365	V	30000			EuropeA	27	2	2	1	32
	11366	V	30000			EuropeB	13	2	0	1	16
	11387	H	30000			EuropeB	0	21	1	0	22
	11426	V	27500			EuropeB	0	32	2	0	34
	11471	H	30000			EuropeB	0	26	0	0	26
	11471	V	30000			EuropeB	0	13	1	0	14
	11512	H	30000			EuropeB	0	19	3	0	22
	11512	H	30000			SEAfrica	0	22	0	1	23
	11512	V	29950			EuropeB	0	7	0	0	7
	11553	H	30000			EuropeB	0	19	0	0	19
	11554	V	30000			EuropeB	0	27	7	0	34
	11595	H	30000			EuropeB	0	14	6	7	27
	11595	V	30000			EuropeB	0	10	0	0	10
	11596	H	29950			SEAfrica	6	16	2	0	24
	11637	H	30000			EuropeB	0	30	0	0	30
	11637	V	30000			EuropeA	9	8	0	0	17
	11678	H	30000			EuropeB	0	23	2	0	25
	12524	H	5632			EuropeA	0	0	0	1	1
	12540	V	19970			EuropeB	0	7	0	0	7
	12562	H	30000			EuropeA	0	30	3	0	33
	12565	V	3616			EuropeB	0	1	0	0	1
	12569	H	3703			EuropeB	0	1	0	0	1
	12572	V	8670			EuropeB	0	2	0	0	2
	12593	V	2500			EuropeB	0	1	0	0	1
	12597	V	2848			EuropeB	0	0	0	1	1
	12605	H	30000			EuropeB	0	22	3	0	25
	12639	H	10830			EuropeB	0	6	0	0	6
	12643	V	12500			EuropeB	0	7	0	0	7
	12654	H	11111			EuropeB	0	3	0	0	3
	12660	H	2220			EuropeB	0	2	0	0	2
	12688	V	2815			EuropeA	0	0	0	1	1
	12690	V	2815			EuropeA	0	0	0	1	1
	12693	V	2816			EuropeA	0	0	0	1	1
	12694	H	2300			EuropeB	0	2	0	0	2
	12701	H	9880			EuropeB	0	3	0	1	4
	12717	H	7500			EuropeA	0	4	0	0	4
	12726	V	30000			EuropeA	0	0	0	13	13
	12734	V	5632			EuropeA	0	0	0	1	1
	12737	H	4500			EuropeB	0	3	0	0	3
