No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	10721	H	22000			EuropeB	3	5	0	1	9
	10721	V	27500			East	1	0	0	1	2
	10762	H	30000			Africa	0	0	0	1	1
	10803	H	30000			West	0	8	0	0	8
	10804	V	30000			West	0	14	0	0	14
	10845	H	30000			West	0	7	0	0	7
	10845	V	30000			West	0	7	0	1	8
	10886	H	30000			West	0	12	0	0	12
	10886	V	30000			West	0	11	0	0	11
	10928	H	30000			West	0	7	0	1	8
	10928	V	30000			West	0	7	0	0	7
	11222	H	27500			EuropeA	0	6	0	1	7
	11262	H	27500			EuropeB	0	5	2	0	7
	11304	H	29700			EuropeB	1	4	1	0	6
	11324	V	29700			EuropeB	1	7	0	0	8
	11345	H	27500			EuropeB	0	10	0	0	10
	11387	H	27500			EuropeB	0	2	1	0	3
	11471	H	30000			West	0	4	0	0	4
	11513	H	29900			West	0	4	0	11	15
	11554	H	29750			West	0	0	7	0	7
	11596	H	30000			West	0	15	0	2	17
	11637	H	30000			West	0	15	0	1	16
	11678	H	30000			West	0	9	0	0	9
	12556	V	4035			EuropeA	0	1	0	0	1
	12744	H	2222			EuropeA	0	1	0	0	1
