No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	10729	V	22000			1KR	0	9	0	0	9
	10744	H	22000			1KR	0	3	0	0	3
	10758	V	22000			1MEurope	0	10	0	1	11
	10773	H	22000			1MEurope	0	7	1	0	8
	10788	V	22000			1KR	0	16	0	0	16
	10803	H	22000			1KR	0	8	0	0	8
	10818	V	22000			1MEurope	0	6	0	0	6
	10832	H	22000			1MEurope	0	4	0	0	4
	10847	V	22000			1MEurope	21	6	0	19	46
	10876	V	22000			1MEurope	0	13	0	0	13
	10891	H	22000			1KR	0	5	0	0	5
	10906	V	22000			1KR	0	7	0	0	7
	10921	H	22000			1KR	0	5	0	0	5
	10936	V	22000			1MEurope	0	6	0	0	6
	10964	H	22000			1LFSS	0	8	0	1	9
	10979	V	22000			Europe	0	11	0	0	11
	10994	H	22000			1LFSS	0	1	0	0	1
	11009	V	23500			1KR	0	1	0	0	1
	11023	H	23500			1KR	0	0	1	0	1
	11038	V	22000			Europe	0	11	0	0	11
	11053	H	22000			1LFSS	0	3	0	1	4
	11068	V	22000			1LFSS	1	7	0	0	8
	11082	H	22000			1LFSS	0	6	0	0	6
	11097	V	22000			Europe	0	33	1	0	34
	11112	H	22000			1LFSS	0	6	1	0	7
	11126	V	22000			1KR	0	5	0	0	5
	11156	V	22000			1KR	0	11	0	0	11
	11171	H	22000			1KR	1	10	0	1	12
	11186	V	22000			1KR	1	2	0	0	3
	11229	V	22000			1KR	0	4	0	0	4
	11244	H	22000			1KR	0	9	2	0	11
	11259	V	22000			1LFSS	1	8	0	0	9
	11273	H	22000			1KR	0	11	2	0	13
	11288	V	22000			Europe	0	2	1	0	3
	11303	H	22000			1KR	0	6	0	0	6
	11318	V	22000			1KR	0	11	0	0	11
	11347	V	22000			1LFSS	0	3	0	0	3
	11362	H	22000			1KR	0	2	0	0	2
	11377	V	22000			1LFSS	0	3	0	0	3
	11391	H	22000			1KR	0	5	0	0	5
	11421	H	22000			1LFSS	0	6	0	1	7
	11436	V	22000			1KR	0	6	0	0	6
	11464	H	22000			1MWide	0	6	0	0	6
	11494	H	22000			1LFSS	0	4	0	0	4
	11509	V	22000			1KR	0	4	0	0	4
	11538	V	22000			1LFSS	0	8	0	0	8
	11553	H	22000			Europe	0	5	0	0	5
	11568	V	23000			1LFSS	0	0	0	1	1
	11582	H	22000			1LFSS	0	7	0	0	7
	11597	V	22000			1LFSS	0	7	0	0	7
	11612	H	22000			1MEurope	0	5	0	0	5
	11627	V	22000			1MWide	0	6	0	0	6
	11656	V	22000			1MWide	1	9	1	0	11
	11671	H	22000			1KR	0	7	0	0	7
	11686	V	22000			1KR	0	9	1	0	10
	11720	H	27500			1MWide	0	27	0	0	27
	11739	V	27500			1MWide	0	10	0	0	10
	11759	H	27500			1MWide	0	27	0	0	27
	11798	H	27500			1MWide	0	6	0	0	6
	11817	V	29700			1MWide	0	14	0	0	14
	11836	H	27500			PE	0	6	0	0	6
	11856	V	29700			1MWide	0	14	0	0	14
	11895	V	29700			1MWide	0	13	0	0	13
	11915	H	27500			PE	0	10	0	0	10
	11934	V	29700			1MWide	0	6	0	0	6
	11954	H	27500			PE	3	5	0	0	8
	11973	V	27500			1MWide	0	15	0	0	15
	11993	H	27500			1MWide	0	7	0	0	7
	12012	V	29700			1MWide	0	10	0	0	10
	12032	H	27500			PE	0	12	0	0	12
	12051	V	27500			PE	0	10	0	0	10
	12071	H	27500			PE	0	4	0	0	4
	12090	V	29700			1MWide	0	15	0	0	15
	12110	H	27500			1MEurope	0	11	0	0	11
	12129	V	29700			PE	0	11	0	0	11
	12148	H	27500			PE	5	15	1	0	21
	12168	V	29700			1MEurope	0	10	0	0	10
	12188	H	27500			1MEurope	0	13	0	0	13
	12207	V	29700			PE	0	11	0	0	11
	12226	H	27500			1MEurope	0	8	0	0	8
	12246	V	29700			PE	0	12	0	0	12
	12266	H	27500			1MEurope	61	2	0	0	63
	12285	V	29700			PE	0	12	0	0	12
	12305	H	27500			PE	0	8	0	0	8
	12324	V	29700			PE	0	3	0	2	5
	12344	H	30000			1MEurope	0	1	1	0	2
	12363	V	27500			PE	0	0	0	1	1
	12383	H	27500			1MEurope	0	18	0	0	18
	12402	V	29700			PE	0	11	0	0	11
	12422	H	27500			1MEurope	0	15	0	0	15
	12441	V	29700			PE	0	14	0	0	14
	12460	H	27500			1MEurope	7	11	0	0	18
	12480	V	27500			1MEurope	0	11	1	0	12
	12515	H	22000			1LFSS	6	15	0	0	21
	12545	H	22000			1LFSS	0	8	0	0	8
	12552	V	22000			PE	0	5	0	0	5
	12574	H	22000			1LFSS	0	6	0	0	6
	12604	H	22000			PE	3	9	0	0	12
	12633	H	22000			1LFSS	10	29	4	0	43
	12663	H	22000			PE	15	11	0	0	26
	12692	H	22000			PE	0	17	0	1	18
	12728	V	22000			1LFSS	0	19	0	0	19
