No	Freq	Pol	Beam	SID	Name	Lang
	10721	H	EuropeB	0	BBC Persian	
	10721	H	EuropeB	0	Syrnet - Syria Radio Network	[ar]
	10721	H	EuropeB	0	Start FM	[ar]
	10721	H	EuropeB	2	Simaye Azadi Iran National TV	[per]
	10721	H	EuropeB	5	Nejat TV	[per]
	10721	H	EuropeB	19	GünAz Radio	[aze]
	10721	H	EuropeB	7355	Manoto	[per]
	10721	H	EuropeB	8601	Rang A Rang TV	[per]
	10721	H	EuropeB	9002	Channel Yek	[per]
	10721	V	East	13907	BBC English	[eng]
	10721	V	East	13975	BBC Eur Feed 5	
	10762	H	Africa	0	test card	
	10803	H	West	2501	MTV Live HD	[eng]
	10803	H	West	2502	BBC HD Nordic	[eng]
	10803	H	West	2504	History HD UK	[000][eng]
	10803	H	West	2505	Eurosport HD	[eng][tur]
	10803	H	West	2509	Kanal 7 HD Türkiye	[tur]
	10803	H	West	2510	beIN Series Sci-Fi HD	[eng][tur]
	10803	H	West	2511	Eurosport 2 HD	[eng][tur]
	10803	H	West	2597	TJK TV HD (Türkiye Jokey Kulübü)	[tur]
2	10804	V	West	8501	TRT Avaz	[tur]
	10804	V	West	8502	TRT Okul	[tur]
4	10804	V	West	8503	TRT Arapça (TRT Arabi)	[ara]
	10804	V	West	8504	TRT Belgesel	[tur]
5	10804	V	West	8505	TRT Türk	[tur]
6	10804	V	West	8506	TRT Kurdi	[kur]
7	10804	V	West	8507	TRT 3 Spor / TBMM TV (6.58-5.58)	[tur]
	10804	V	West	8508	TRT Haber	[tur]
9	10804	V	West	8510	TRT Müzik	[tur]
10	10804	V	West	8511	TRT Çocuk	[tur]
	10804	V	West	8512	TRT Spor	[tur]
11	10804	V	West	8513	TRT Haber HD	[tur]
12	10804	V	West	8514	TRT Belgesel HD	[tur]
13	10804	V	West	8515	TRT Spor HD	[tur]
	10845	H	West	8103	TRT Belgesel HD	[tur]
	10845	H	West	8104	A Haber HD	[tur]
	10845	H	West	8106	Discovery Channel HD Turkey	[tur]
	10845	H	West	8107	Beyaz TV HD	[tur]
	10845	H	West	8110	Saran Spor HD	[tur]
	10845	H	West	8118	beIN Iz HD	[tur]
	10845	H	West	8119	NTV Spor HD	[tur]
	10845	V	West	0	SkyDSL	
	10845	V	West	8001	BJK TV HD	[tur]
	10845	V	West	8002	Ülke TV HD	[tur]
	10845	V	West	8003	TV8,5 HD	[tur]
	10845	V	West	8004	A2 HD Türkiye	[tur]
	10845	V	West	8005	HaberTürk HD	[tur]
	10845	V	West	8006	A News HD	[eng]
	10845	V	West	8007	Sony Channel HD Türkiye	[eng][tur]
	10886	H	West	7901	Nat Geo HD	[000][tur]
	10886	H	West	7902	beIN Series Drama HD	[tur]
	10886	H	West	7903	beIN Sports Max 2 HD Türkiye	[000][tur]
	10886	H	West	7905	Fox HD Türkiye	[tur]
	10886	H	West	7906	Kanal D HD	[tur]
	10886	H	West	7912	beIN Movies Stars HD	[000][tur]
	10886	H	West	7914	Star TV HD	[tur]
	10886	H	West	7917	ATV HD	[tur]
	10886	H	West	7991	Nat Geo HD	[tur]
	10886	H	West	7992	beIN Series Drama HD	[tur]
