Freq	Pol	SR	Beam	Type	Channel	T	Encryption	FTA	Package	Res	Compression	V_PID	A_PID	SID	Owner	Date	Row
4025	R	7324	EastHemi	DATA	Maha ak tv	TV	FTA	Yes		SD	MPEG-2	0		0	Saravana452018	14-Mar-20	2	
4025	R	7324	EastHemi	DATA	Maha ak tv	TV	FTA	Yes		SD	MPEG-2	0		0	Saravana452018	22-Dec-19	4	
4025	R	7324	EastHemi	R	BBC World Service English Middle East	R	FTA	Yes				0	6672[ara]	13908	waleed eliwa	22-Apr-19	6	
4025	R	7324	EastHemi	R	BBC World Service English News	R	FTA	Yes				0	6692[eng]	13910	dreambox	18-Jun-09	8	
4025	R	7324	EastHemi	R	BBC World Service Arabic	R	FTA	Yes				0	6752[ara]	13916	dreambox	18-Jun-09	10	
4025	R	7324	EastHemi	R	BBC World Service Dari	R	FTA	Yes				0	6872[dar]	13928	dreambox	18-Jun-09	12	
4025	R	7324	EastHemi	R	BBC World Service French Africa	R	FTA	Yes				0	6892[fre]	13930	dreambox	18-Jun-09	14	
4025	R	7324	EastHemi	R	BBC World Service Hausa	R	FTA	Yes				0	6912[hau]	13932	dreambox	18-Jun-09	16	
4025	R	7324	EastHemi	R	BBC World Service Pashto	R	FTA	Yes				0	7012[pus]	13942	dreambox	18-Jun-09	18	
4025	R	7324	EastHemi	R	BBC World Service Portuguese	R	FTA	Yes				0	7052[por]	13946	dreambox	18-Jun-09	20	
4025	R	7324	EastHemi	R	BBC World Service Somali	R	FTA	Yes				0	7142[som]	13955	dreambox	18-Jun-09	22	
4025	R	7324	EastHemi	R	BBC World Service Swahili	R	FTA	Yes				0	7192[swa]	13960	dreambox	18-Jun-09	24	
4025	R	7324	EastHemi	R	BBC World Service Russian	R	FTA	Yes				0	7482[rus]	13989	dreambox	18-Jun-09	26	
4175	R	27500	Global	DATA	AFN Atlantic Eagle	R	PowerVu|Verimatrix	No				0		120	alexfloresaf38	7-Feb-18	30	
4175	R	27500	Global	DATA	The Voice	R	PowerVu|Verimatrix	No				0		121	alexfloresaf38	7-Feb-18	32	
4175	R	27500	Global	DATA	Power Talk	R	PowerVu|Verimatrix	No				0		122	alexfloresaf38	7-Feb-18	34	
4175	R	27500	Global	DATA	Clutch Sports Radio	R	PowerVu|Verimatrix	No				0		123	alexfloresaf38	7-Feb-18	36	
4175	R	27500	Global	DATA	AFN Fans	R	PowerVu|Verimatrix	No				0		124	alexfloresaf38	7-Feb-18	38	
4175	R	27500	Global	DATA	AFN Hot AC	R	PowerVu|Verimatrix	No				0		125	alexfloresaf38	7-Feb-18	40	
4175	R	27500	Global	DATA	AFN Legacy	R	PowerVu|Verimatrix	No				0		126	alexfloresaf38	7-Feb-18	42	
4175	R	27500	Global	DATA	AFN Joe FM	R	PowerVu|Verimatrix	No				0		127	alexfloresaf38	7-Feb-18	44	
4175	R	27500	Global	DATA	AFN Gravity	R	PowerVu|Verimatrix	No				0		128	alexfloresaf38	7-Feb-18	46	
4175	R	27500	Global	DATA	AFN Country	R	PowerVu|Verimatrix	No				0		129	alexfloresaf38	7-Feb-18	48	
4175	R	27500	Global	DATA	NPR International	R	PowerVu|Verimatrix	No				0		130	alexfloresaf38	7-Feb-18	50	
4175	R	27500	Global	DATA	AFN Seasonal	R	PowerVu|Verimatrix	No				0		131	alexfloresaf38	7-Feb-18	52	
