Freq	Pol	SR	Beam	Type	Channel	T	Encryption	FTA	Package	Res	Compression	V_PID	A_PID	SID	Owner	Date	Row
3727	V	29950	PanAtlantic	TV	Télé Guyane	TV	FTA	Yes		SD	MPEG-2	302	402[fre]	102	Tanea	28-Dec-10	52	
3727	V	29950	PanAtlantic	TV	CFI Afrique Pro	TV	Viaccess 2.6	No		SD	MPEG-2	721	731[fre]	701	dm800	18-Jun-09	54	
3727	V	29950	PanAtlantic	TV	CFI Amérique Pro	TV	Viaccess 2.6	No		SD	MPEG-2	723	733[fre]	703	dm800	18-Jun-09	56	
3727	V	29950	PanAtlantic	TV	NTV2 Musique	TV	FTA	Yes		SD	MPEG-2	3070	3761[fre]	907	Frocus	6-Sep-12	58	
3727	V	29950	PanAtlantic	TV	France Ô	TV	Viaccess 4.0	No		SD	MPEG-4	375	475[fre]	8541	Tanea	28-Dec-10	60	
3727	V	29950	PanAtlantic	TV	France 24 (en Français)	TV	FTA	Yes		SD	MPEG-2	341	441[fre]	8548	Tanea	26-Mar-11	62	
3727	V	29950	PanAtlantic	R	RFI Français	R	FTA	Yes				0	882[fre]	802	dreambox	18-Jun-09	64	
3727	V	29950	PanAtlantic	DATA	RFI Langues Est	R	FTA	Yes				0		833	dreambox	18-Jun-09	66	
3727	V	29950	PanAtlantic	DATA	RFI Langues Diverse	R	FTA	Yes				0		834	dreambox	18-Jun-09	68	
3727	V	29950	PanAtlantic	R	RFI Musique	R	FTA	Yes				0	885[fre]	835	dreambox	18-Jun-09	70	
3727	V	29950	PanAtlantic	DATA	RFI Diverse 1	R	FTA	Yes				0		836	dreambox	18-Jun-09	72	
3727	V	29950	PanAtlantic	DATA	RFI Diverse 2	R	FTA	Yes				0		837	dreambox	18-Jun-09	74	
3727	V	29950	PanAtlantic	DATA	RFI Diverse 3	R	FTA	Yes				0		838	dreambox	18-Jun-09	76	
3727	V	29950	PanAtlantic	DATA	DW-Radio 4	R	FTA	Yes				0		1005	dreambox	18-Jun-09	78	
3727	V	29950	PanAtlantic	DATA	DW-Radio 5	R	FTA	Yes				0		1006	dreambox	18-Jun-09	80	
3727	V	29950	PanAtlantic	DATA	DW-Radio 6	R	FTA	Yes				0		1007	dreambox	18-Jun-09	82	
3727	V	29950	PanAtlantic	DATA	DW-Radio 8	R	FTA	Yes				0		1008	dreambox	18-Jun-09	84	
3727	V	29950	PanAtlantic	DATA	DW-Radio 9	R	FTA	Yes				0		1009	dreambox	18-Jun-09	86	
3727	V	29950	PanAtlantic	DATA	RCI 3	R	FTA	Yes				0		8119	dreambox	18-Jun-09	88	
3727	V	29950	PanAtlantic	DATA	RFO feeds	F	FTA	Yes				0		0	dreambox	18-Jun-09	90	
3727	V	29950	PanAtlantic	DATA	CFI feeds	F	FTA	Yes				0		0	dreambox	18-Jun-09	92	
3727	R	2170	PanAtlantic	TV	2M Monde	TV	FTA	Yes		SD	MPEG-2	3010	3011[ara]|3011|3011[fre]	901	Tanea	29-May-11	96	
4021	R	1244	PanAtlantic	TV	Dunamis TV	TV	FTA	Yes		SD	MPEG-2	259	257[eng]	1	Tanea	22-Sep-14	100	
4111	R	30000	PanAtlantic	TV	FIBA	TV	Conax	No		SD	MPEG-4	5011	5012[eng]	0	Tanea	11-Dec-19	104	
4111	R	30000	PanAtlantic	TV	ST Plus	TV	Conax	No		SD	MPEG-4	5202	5203[eng]	0	Tanea	11-Dec-19	106	
4111	R	30000	PanAtlantic	TV	African Movie Channel	TV	Conax	No		SD	MPEG-4	1023	1024[eng]	11	Tanea	11-Dec-19	108	
4111	R	30000	PanAtlantic	TV	Discovery Family	TV	Conax	No		SD	MPEG-4	102	103[eng]	1001	Tanea	11-Dec-19	110	
4111	R	30000	PanAtlantic	TV	ST Sports Premium	TV	Conax	No		SD	MPEG-4	202	203[fre]	1002	Tanea	11-Dec-19	112	
4111	R	30000	PanAtlantic	TV	ST Bollywood	TV	Conax	No		SD	MPEG-4	302	303[hin]|304[swe]|305[lug]|306[eng]|307[fre]|308[yor]|309[por]	1003	Tanea	11-Dec-19	114	
4111	R	30000	PanAtlantic	TV	ST Sports Arena	TV	Conax	No		SD	MPEG-4	402	403[eng]	1004	Tanea	11-Dec-19	116	
4111	R	30000	PanAtlantic	TV	Star Plus	TV	Conax	No		SD	MPEG-4	502	503[eng]	1005	Tanea	11-Dec-19	118	
4111	R	30000	PanAtlantic	TV	Star Gold	TV	Conax	No		SD	MPEG-4	602	603[eng]	1006	Tanea	11-Dec-19	120	
4111	R	30000	PanAtlantic	TV	Animaux	TV	Conax	No		SD	MPEG-4	702	703[fre]|704[eng]	1007	Tanea	11-Dec-19	122	
4111	R	30000	PanAtlantic	TV	MTV Base Africa	TV	Conax	No		SD	MPEG-4	802	803[eng]	1008	Tanea	11-Dec-19	124	
4111	R	30000	PanAtlantic	TV	TVC News	TV	FTA	Yes		SD	MPEG-4	902	903[eng]	1009	Tanea	11-Dec-19	126	
4111	R	30000	PanAtlantic	TV	Fox News Channel	TV	Conax	No		SD	MPEG-4	1002	1003[eng]	1010	Tanea	11-Dec-19	128	
4111	R	30000	PanAtlantic	TV	Love Nature HD	TV	Conax	No		HD	MPEG-4	1102	1103[eng]	1011	Tanea	11-Dec-19	130	
4111	R	30000	PanAtlantic	TV	ST World Football	TV	Conax	No		SD	MPEG-4	1202	1203[eng]	1012	Tanea	11-Dec-19	132	
4111	R	30000	PanAtlantic	TV	ST Sports Life	TV	Conax	No		SD	MPEG-4	1302	1303[eng]	1013	Tanea	11-Dec-19	134	
4111	R	30000	PanAtlantic	TV	E! Africa	TV	Conax	No		SD	MPEG-4	1402	1403[eng]	1014	Tanea	11-Dec-19	136	
4111	R	30000	PanAtlantic	TV	AMC Africa	TV	Conax	No		SD	MPEG-4	48	49[eng]	1015	Tanea	11-Dec-19	138	
4111	R	30000	PanAtlantic	TV	Nickelodeon Africa	TV	Conax	No		SD	MPEG-4	1602	1603[eng]	1016	Tanea	11-Dec-19	140	
4111	R	30000	PanAtlantic	TV	BBC World News Africa	TV	Conax	No		SD	MPEG-4	1702	1703[eng]	1017	Tanea	11-Dec-19	142	
4111	R	30000	PanAtlantic	TV	Fox Sports	TV	Conax	No		SD	MPEG-4	1802	1803[eng]|1804[fre]	1018	Tanea	11-Dec-19	144	
4111	R	30000	PanAtlantic	IMG	ST Swahili	TV	Conax	No		SD	MPEG-4	2002		1020	Tanea	11-Dec-19	146	
4111	R	30000	PanAtlantic	TV	ST Zone	TV	Conax	No		SD	MPEG-4	2102	2103[eng]	1021	Tanea	11-Dec-19	148	
4111	R	30000	PanAtlantic	IMG	ST Novela E1	TV	Conax	No		SD	MPEG-4	2202		1022	Tanea	11-Dec-19	150	
4111	R	30000	PanAtlantic	IMG	ST Movies 1	TV	Conax	No		SD	MPEG-4	2302		1023	Tanea	11-Dec-19	152	
4111	R	30000	PanAtlantic	TV	ST Sports Focus	TV	Conax	No		SD	MPEG-4	2402	2403[eng]	1024	Tanea	11-Dec-19	154	
4111	R	30000	PanAtlantic	TV	Fine Living	TV	Conax	No		SD	MPEG-4	2502	2503[eng]	1025	Tanea	11-Dec-19	156	
4111	R	30000	PanAtlantic	TV	Smithsonian Channel	TV	Conax	No		SD	MPEG-4	2702	2703[eng]	1027	Tanea	11-Dec-19	158	
4111	R	30000	PanAtlantic	TV	JimJam Europe	TV	Conax	No		SD	MPEG-4	2802	2803[eng]	1028	Tanea	11-Dec-19	160	
4111	R	30000	PanAtlantic	TV	Fox Sports 2	TV	Conax	No		SD	MPEG-4	2902	2903[eng]	1029	Tanea	11-Dec-19	162	
4111	R	30000	PanAtlantic	TV	ST Bollywood Africa	TV	Conax	No		SD	MPEG-4	3002	3003[hin]|3004[swe]|3005[lug]|3006[yor]	1030	Tanea	11-Dec-19	164	
4111	R	30000	PanAtlantic	TV	Emmanuel TV	TV	Conax	No		SD	MPEG-4	3102	3103[eng]|3104[eng]	1031	Tanea	11-Dec-19	166	
4111	R	30000	PanAtlantic	TV	Real Time Rest of Africa (Discovery Real Time Africa)	TV	Conax	No		SD	MPEG-4	3302	3303[eng]	1033	Tanea	11-Dec-19	168	
4111	R	30000	PanAtlantic	TV	Bloomberg TV Africa	TV	Conax	No		SD	MPEG-4	3402	3403[eng]	1034	Tanea	11-Dec-19	170	
4111	R	30000	PanAtlantic	TV	Al Jazeera English	TV	Conax	No		SD	MPEG-4	3502	3503[eng]	1035	Tanea	11-Dec-19	172	
4111	R	30000	PanAtlantic	TV	Smile TV (Smile of A Child TV)	TV	Conax	No		SD	MPEG-4	3602	3603[eng]	1036	Tanea	11-Dec-19	174	
4111	R	30000	PanAtlantic	TV	Zee Cinema Africa	TV	Conax	No		SD	MPEG-4	3902	3903[hin]	1039	Tanea	11-Dec-19	176	
4111	R	30000	PanAtlantic	TV	National Geographic	TV	Conax	No		SD	MPEG-4	4402	4403[eng]	1044	Tanea	11-Dec-19	178	
4111	R	30000	PanAtlantic	TV	Baby TV Europe	TV	Conax	No		SD	MPEG-4	4502	4503[eng]|4504[por]|4505[fre]	1045	Tanea	11-Dec-19	180	
4111	R	30000	PanAtlantic	TV	Investigation Discovery Africa	TV	Conax	No		SD	MPEG-4	4802	4803[eng]	1048	Tanea	11-Dec-19	182	
4111	R	30000	PanAtlantic	TV	STV KungFu	TV	Conax	No		SD	MPEG-4	5192	5193[eng]|5194[fre]|5195[chi]	1051	Tanea	11-Dec-19	184	
4111	R	30000	PanAtlantic	TV	ST Dadin Kowa	TV	Conax	No		SD	MPEG-4	5402	5403[hau]	1054	Tanea	11-Dec-19	186	
4111	L	30000	PanAtlantic	TV	StarTimes TV Guide	TV	FTA	Yes		SD	MPEG-4	4002	4003[eng]	1040	Tanea	17-Jan-19	190	
4111	L	30000	PanAtlantic	TV	CGTN	TV	FTA	Yes		SD	MPEG-4	1102	1103[eng]	2011	Tanea	17-Jan-19	192	
4154	L	2289	PanAtlantic	TV	ORTB TV Benin	TV	BISS	No		SD	MPEG-2	776	598[fre]|768[fre]	1	Frocus	27-May-11	196	
10972	V	29950	West	TV	RMC Découverte	TV	Viaccess 3.0|Viaccess 4.0|Logiways	No	Fransat	SD	MPEG-2	1311	1312[fre]	600	Tanea	8-Mar-13	200	
10972	V	29950	West	TV	TV 5 Monde FBS	TV	Viaccess 3.0|Viaccess 4.0|Logiways	No	Fransat	SD	MPEG-2	1331	1332[fre]	601	Tanea	8-Mar-13	202	
10972	V	29950	West	TV	L Équipe 21	TV	Viaccess 3.0|Viaccess 4.0|Logiways	No	Fransat	SD	MPEG-2	1351	1352[fre]	603	Tanea	8-May-14	204	
10972	V	29950	West	TV	HD1 info card	TV	FTA	Yes		SD	MPEG-2	1681	0[fre]	2608	Tanea	12-Sep-15	206	
10972	V	29950	West	TV	6ter info card	TV	FTA	Yes		SD	MPEG-2	1691	0[fre]	2609	Tanea	12-Sep-15	208	
10972	V	29950	West	TV	Numéro 23 info card	TV	FTA	Yes		SD	MPEG-2	2601	0[fre]	2610	Tanea	12-Sep-15	210	
10972	V	29950	West	TV	Cherie25 info card	TV	FTA	Yes		SD	MPEG-2	2611	0[fre]	2611	Tanea	12-Sep-15	212	
10972	V	29950	West	TV	Fransat Info HD	TV	FTA	Yes		HD	MPEG-4	2621	2622[fre]	2612	Tanea	12-Sep-15	214	
10972	V	29950	West	TV	QVC	TV	Viaccess	No	Fransat	SD	MPEG-2	2631	2632[fre]	2613	Tanea	12-Sep-15	216	
10972	V	29950	West	TV	BFM Business	TV	FTA	Yes		SD	MPEG-2	2641	2642[fre]	2614	Tanea	9-Mar-16	218	
10972	V	29950	West	TV	France 3 Grenoble	TV	Viaccess 3.0|Viaccess 4.0	No	Bis|Orange|Fransat	SD	MPEG-2	971	972[fre]	4103	bon1admn	21-Feb-12	220	
10972	V	29950	West	TV	France 3 Lyon	TV	Viaccess 3.0|Viaccess 4.0	No	Bis|Orange|Fransat	SD	MPEG-2	1001	1002[fre]	4112	DTV News	21-Feb-12	222	
10972	V	29950	West	TV	France 3 Marseille	TV	Viaccess 3.0|Viaccess 4.0	No	Bis|Orange|Fransat	SD	MPEG-2	1011	1012[fre]	4113	chab7	21-Feb-12	224	
10972	V	29950	West	TV	TeleGrenoble Isere	TV	FTA	Yes		SD	MPEG-2	1051	1052[fre]	4133	chab7	12-Mar-12	226	
11054	V	29950	West	TV	ETB1	TV	Viaccess 4.0	No	Fransat	SD	MPEG-2	261	262[baq]	504	Frocus	14-Apr-11	230	
11054	V	29950	West	TV	Fransat Info	TV	FTA	Yes		SD	MPEG-2	1321	1322[fre]	507	Frocus	8-Mar-13	232	
11054	V	29950	West	TV	beIN Sport 1	TV	FTA	Yes		SD	MPEG-2	1611	1612[fre]	508	Frocus	8-Mar-13	234	
11054	V	29950	West	TV	France 3 Sat	TV	Viaccess 3.0|Viaccess 4.0|SafeAccess	No	Bis|Orange|Fransat	SD	MPEG-2	271	272[fre]	4096	Frocus	8-Mar-13	236	
11096	V	29950	West	IMG	PR 405	TV	FTA	Yes		SD	MPEG-2	851		0	aeiouy	8-Mar-13	240	
11096	V	29950	West	TV	TF 1 HD	TV	Viaccess 4.0	No	Fransat	HD	MPEG-4	811	fre	401	ttalex	11-Jun-11	242	
11096	V	29950	West	TV	France 2 HD	TV	Viaccess 2.6|Viaccess 3.0|Viaccess 4.0|SafeAccess	No	Bis|Orange|Fransat	HD	MPEG-4	821	fre	402	ttalex	11-Jun-11	244	
11096	V	29950	West	TV	M6 HD	TV	Viaccess 4.0	No	Fransat	HD	MPEG-4	831	fre	403	ttalex	11-Jun-11	246	
11096	V	29950	West	TV	Arte Français HD	TV	Viaccess 3.0|Viaccess 4.0	No	Bis|Orange|Fransat	HD	MPEG-4	841	842[fre]|843[ger]	404	ttalex	21-Mar-11	248	
11096	V	29950	West	TV	NRJ 12 HD	TV	FTA	Yes	Fransat	HD	MPEG-4	1471	1472[fre]|1473[000]|1474[fre]	417	Tanea	20-May-15	250	
11096	V	29950	West	TV	Via Vosges	TV	FTA	Yes		SD	MPEG-4	2461	2462[fre]	426	Tanea	7-Feb-20	252	
11096	V	29950	West	TV	KTO TV Catholique	TV	FTA	Yes		SD	MPEG-2	2471	2472[fre]	427	Tanea	7-Feb-20	254	
11096	V	29950	West	TV	RT France	TV	FTA	Yes		SD	MPEG-4	4121	4122[fre]	1412	Tanea	7-Feb-20	256	
11096	V	29950	West	TV	Label TV	TV	Viaccess 6.0	No	Fransat	SD	MPEG-2	5311	5312[fre]	1831	Tanea	7-Feb-20	258	
11096	V	29950	West	TV	France 3 Nouvelle-Aquitaine HD	TV	Viaccess 6.0	No	Fransat	HD	MPEG-4	261	262[fre]	4133	Tanea	7-Feb-20	260	
11096	V	29950	West	DATA	FRANCE O	@	FTA	Yes				0		419	chab7	21-Mar-11	262	
11138	V	29950	West	TV	RMC Sport 1 HD	TV	Viaccess 4.0	No	Fransat	HD	MPEG-4	5201	5202|5202[fre]	1820	Tanea	12-Aug-18	266	
11138	V	29950	West	TV	RMC Sport 4 HD	TV	Viaccess 4.0	No	Fransat	HD	MPEG-4	5211	5212[fre]	1821	Tanea	12-Aug-18	268	
11138	V	29950	West	TV	BFM Business HD	TV	Viaccess 6.0	No	Fransat	HD	MPEG-4	5221	5222[fre]	1822	Tanea	1-Nov-19	270	
11138	V	29950	West	TV	BFM Paris HD	TV	Viaccess 6.0	No	Fransat	HD	MPEG-4	5231	5232[fre]	1823	Tanea	1-Nov-19	272	
11138	V	29950	West	TV	RMC Sport 2 HD	TV	Viaccess 4.0	No	Fransat	HD	MPEG-4	5251	5252[fre]	1825	Tanea	12-Aug-18	274	
11138	V	29950	West	TV	RMC Sport 3 HD	TV	Viaccess 4.0	No	Fransat	HD	MPEG-4	5261	5262|5262[fre]	1826	Tanea	12-Aug-18	276	
11138	V	29950	West	TV	RMC Sport Sport News HD	TV	Viaccess 4.0	No	Fransat	HD	MPEG-4	5211	5212[fre]	1827	Tanea	12-Aug-18	278	
11138	V	29950	West	TV	i24News HD	TV	Viaccess 6.0	No	Fransat	HD	MPEG-4	5281	5282[fre]	1828	Tanea	1-Nov-19	280	
11138	V	29950	West	TV	My Cuisine HD	TV	Viaccess 6.0	No	Fransat	HD	MPEG-4	5291	5292[fre]	1829	Tanea	1-Nov-19	282	
11138	V	29950	West	TV	Melody HD	TV	Viaccess 6.0	No	Fransat	HD	MPEG-4	5301	5302[fre]	1830	Tanea	7-Feb-20	284	
11179	V	30000	West	TV	Rai 3 Campania	TV	FTA	Yes		SD	MPEG-2	514	652[ita]	3303	Tanea	9-Aug-16	288	
11179	V	30000	West	TV	Rai Premium	TV	FTA	Yes		SD	MPEG-2	431	441[ita]|541[eng]	8581	Tanea	9-Aug-16	290	
11179	V	30000	West	TV	Rai YoYo	TV	FTA	Yes		SD	MPEG-2	432	442[ita]	8582	Tanea	9-Aug-16	292	
11179	V	30000	West	TV	Rai 4	TV	FTA	Yes		SD	MPEG-2	433	443[ita]|543[eng]	8583	Tanea	9-Aug-16	294	
11179	V	30000	West	TV	Rai Gulp	TV	FTA	Yes		SD	MPEG-2	434	445[ita]	8584	Tanea	9-Aug-16	296	
11179	V	30000	West	TV	Rai Movie	TV	FTA	Yes		SD	MPEG-2	435	446[ita]|546[000]	8585	Tanea	9-Aug-16	298	
11179	V	30000	West	TV	Rai Scuola	TV	FTA	Yes		SD	MPEG-2	436	447[ita]	8586	Tanea	9-Aug-16	300	
11179	V	30000	West	TV	Rai 2 HD	TV	FTA	Yes		SD	MPEG-2	535	545[ita]|645[ita]	8595	Tanea	9-Aug-16	302	
11179	V	30000	West	TV	Rai Sport 1 HD	TV	FTA	Yes		SD	MPEG-2	539	549[ita]|649[ita]	8599	Tanea	9-Aug-16	304	
11196	V	3500	West	DATA	feeds	F	FTA	Yes				0		0	dreambox	18-Jun-09	308	
11452	H	3000	Wide	DATA	Data	@	FTA	Yes				0		0	chab7	21-Mar-11	312	
11471	V	29950	West	TV	HD1	TV	Viaccess 3.0	No	Orange	HD	MPEG-4	2001	2003[000]|2002[fre]	3000	Frocus	15-Feb-15	316	
11471	V	29950	West	TV	L Equipe 21 HD	TV	Viaccess 3.0	No	Orange	HD	MPEG-4	2011	2012[fre]|2013[000]	3001	dm800	21-Feb-14	318	
11471	V	29950	West	TV	6ter HD	TV	Viaccess 3.0	No	Orange	HD	MPEG-4	2021	2022[fre]|2023[000]	3002	Tanea	3-Mar-14	320	
11471	V	29950	West	TV	Numéro 23 HD	TV	Viaccess 3.0	No	Orange	SD	MPEG-4	2031	2032|2032[fre]|2033[000]	3003	Tanea	15-Feb-15	322	
11471	V	29950	West	TV	RMC Decouverte HD	TV	Viaccess 3.0	No	Orange	SD	MPEG-4	2041	2042|2042[fre]|2043[000]	3004	Frocus	21-Feb-14	324	
11471	V	29950	West	TV	Cherie25 HD	TV	Viaccess 3.0	No	Orange	HD	MPEG-4	2051	2052|2052[fre]|2053|2053[000]	3005	Frocus	21-Feb-14	326	
11471	V	29950	West	TV	D!CI TV	TV	FTA	Yes		SD	MPEG-2	2081	2082|2082[fre]	3008	Frocus	21-Feb-14	328	
11471	V	29950	West	TV	TMC HD	TV	Viaccess 3.0|Viaccess 4.0	No	Fransat	HD	MPEG-4	2091	2092[fre]|2093[000]|2094[fre]	3009	Tanea	20-May-15	330	
11471	V	29950	West	TV	NT1 HD	TV	Viaccess 3.0|Viaccess 4.0	No	Fransat	HD	MPEG-4	2101	2102[fre]|2103[000]	3010	Tanea	20-May-15	332	
11471	V	29950	West	TV	C8 HD	TV	Viaccess 3.0|Viaccess 4.0	No	Fransat	HD	MPEG-4	2131	2132[fre]|2133[eng]	3013	Tanea	5-Sep-16	334	
11471	V	29950	West	TV	CStar HD	TV	Viaccess 3.0|Viaccess 4.0	No	Fransat	HD	MPEG-4	2141	2142[fre]|2143[000]	3014	Tanea	5-Sep-16	336	
11471	V	29950	West	TV	Gulli HD	TV	Viaccess 3.0|Viaccess 4.0	No	Fransat	HD	MPEG-4	2151	2152[fre]|2154[000]	3015	Tanea	5-Sep-16	338	
11471	V	29950	West	TV	Canal+ France HD	TV	Viaccess 3.0|Viaccess 4.0	No	Fransat	HD	MPEG-4	2161	2162[fre]	3016	Tanea	5-Sep-16	340	
11471	V	29950	West	TV	LCI	TV	Viaccess 3.0|Viaccess 4.0	No	Fransat	SD	MPEG-4	2181	2182[fre]	3018	Tanea	5-Sep-16	342	
11494	H	6666	Wide	DATA	feeds	F	FTA	Yes				0		0	dreambox	18-Jun-09	346	
11505	H	5632	Wide	DATA	feeds	F	FTA	Yes				0		0	dreambox	18-Jun-09	350	
11509	H	29500	Wide	TV	France 2	TV	FTA	Yes		SD	MPEG-4	120	130[fre]	257	Tanea	27-Aug-16	354	
11509	H	29500	Wide	TV	France 4	TV	FTA	Yes		SD	MPEG-4	320	330[fre]	260	Tanea	27-Aug-16	356	
11509	H	29500	Wide	TV	France Ô	TV	FTA	Yes		SD	MPEG-4	520	530[fre]	261	Tanea	27-Aug-16	358	
11509	H	29500	Wide	TV	France 3 Sat	TV	FTA	Yes		SD	MPEG-4	220	230[fre]	272	Tanea	27-Aug-16	360	
11509	H	29500	Wide	TV	M6	TV	FTA	Yes		SD	MPEG-4	120	130[fre]	1025	Tanea	27-Aug-16	362	
11509	H	29500	Wide	TV	W9	TV	FTA	Yes		SD	MPEG-4	220	230[fre]	1026	Tanea	12-May-19	364	
11509	H	29500	Wide	TV	Arte Français	TV	FTA	Yes		SD	MPEG-4	320	330[fre]	1031	Tanea	27-Aug-16	366	
11509	H	29500	Wide	TV	France 5	TV	FTA	Yes		SD	MPEG-4	420	430[fre]	1045	Tanea	27-Aug-16	368	
11509	H	29500	Wide	TV	6ter	TV	FTA	Yes		SD	MPEG-4	520	530[fre]	1046	Tanea	27-Aug-16	370	
11509	H	29500	Wide	TV	TF-1	TV	FTA	Yes		SD	MPEG-4	120	130[fre]	1537	Tanea	27-Aug-16	372	
11509	H	29500	Wide	TV	NRJ 12	TV	FTA	Yes		SD	MPEG-4	220	230[fre]	1538	Tanea	27-Aug-16	374	
11509	H	29500	Wide	TV	TMC	TV	FTA	Yes		SD	MPEG-4	620	630[fre]	1542	Tanea	27-Aug-16	376	
11509	H	29500	Wide	TV	NT1	TV	FTA	Yes		SD	MPEG-4	520	530[fre]	1544	Tanea	27-Aug-16	378	
11509	H	29500	Wide	TV	LCP	TV	FTA	Yes		SD	MPEG-4	720	730[fre]	1546	Tanea	27-Aug-16	380	
11512	V	29950	West	TV	RTL 9	TV	Viaccess 3.0|Viaccess 4.0	No	Bis|Orange	SD	MPEG-2	411	412[fre]	201	DTV News	22-Mar-11	384	
11512	V	29950	West	TV	Mangas	TV	Viaccess 3.0|Viaccess 4.0	No	Bis|Orange	SD	MPEG-2	421	422[fre]	202	DTV News	22-Mar-11	386	
11512	V	29950	West	TV	AB 1	TV	Viaccess 3.0|Viaccess 4.0	No	Bis|Orange	SD	MPEG-2	431	432[fre]	203	DTV News	22-Mar-11	388	
11512	V	29950	West	TV	AB Moteurs	TV	Viaccess 3.0|Viaccess 4.0	No	Bis|Orange	SD	MPEG-2	441	442[fre]	204	DTV News	22-Mar-11	390	
11512	V	29950	West	TV	Golf Channel France	TV	Viaccess 3.0|Viaccess 4.0	No	Bis	SD	MPEG-2	451	452[fre]	205	Tanea	27-Apr-16	392	
11512	V	29950	West	TV	Game One	TV	Viaccess 4.0	No	Bis|Fransat	SD	MPEG-2	461	462[fre]	206	Frocus	22-Mar-11	394	
11512	V	29950	West	TV	Trek	TV	Viaccess 3.0|Viaccess 4.0	No	Bis|Orange	SD	MPEG-2	471	472[fre]	207	Tanea	4-Feb-15	396	
11512	V	29950	West	TV	Animaux	TV	Viaccess 3.0|Viaccess 4.0	No	Bis|Orange	SD	MPEG-2	481	482[fre]	208	DTV News	22-Mar-11	398	
11512	V	29950	West	TV	Encyclopedia	TV	Viaccess 3.0|Viaccess 4.0	No	Bis|Orange	SD	MPEG-2	491	492[fre]	209	DTV News	22-Mar-11	400	
11512	V	29950	West	TV	Toute L Histoire	TV	Viaccess 3.0|Viaccess 4.0	No	Bis|Orange	SD	MPEG-2	501	502[fre]	210	DTV News	22-Mar-11	402	
11512	V	29950	West	TV	Chasse et Peche	TV	Viaccess 3.0|Viaccess 4.0	No	Bis|Orange	SD	MPEG-2	511	512[fre]	211	DTV News	22-Mar-11	404	
