No	Freq	Pol	Beam	SID	Name	Lang
	11559	V	European	0	feeds	
	11644	H	European	1050	Radio Wawa Kielce 104.6 FM	[pol]
	11659	H	European	0	feeds	
	11662	H	European	0	feeds	
	11675	H	European	0	feeds	
	11675	V	European	1000	Radio Zlote Przeboje Polska	[pol]
	11675	V	European	2000	Radio Pogoda Polska	[pol]
	11675	V	European	3000	Rock Radio Polska	[pol]
	11675	V	European	4000	Radio TOK FM Polska	[pol]
	11675	V	European	5000	Radio Pogoda Slask i Zaglebie 94.5 FM	[pol]
	11675	V	European	6000	Radio Zlote Przeboje Jedrzejov 93.2 FM	[pol]
	11675	V	European	7000	Radio Zlote Przeboje Wetlina 103.6 FM	[pol]
	11675	V	European	8000	-	
	11676	V	European	11000	RMF FM	[pol]
	11676	V	European	12000	RMF Classic	[pol]
	11676	V	European	13000	RMF Maxxx Polska	[pol]
	11676	V	European	14000	RMF Maxxx Trojmiasto 96.4/106.7 FM	[pol]
	11676	V	European	15000	RMF Maxxx Kielce 89.7/98.0/106.5 FM	[pol]
	11676	V	European	16000	RMF Maxxx Pomorze 88.6/91.5/97.2/99.7/101.2/102.9/103.9 FM	[pol]
	11676	V	European	17000	RMF Maxxx Warszawa 95.8 FM	[pol]
	11676	V	European	18000	-	
	11678	V	European	21000	RMF Maxxx Poznan 93.5 FM	[pol]
	11678	V	European	22000	RMF Maxxx Szczecin 98.4 FM	[pol]
	11678	V	European	23000	RMF Maxxx Pila 104.1 FM	[pol]
	11678	V	European	24000	RMF Maxxx Konin 95.8 FM	[pol]
	11678	V	European	25000	Radio Gra	[pol]
	11678	V	European	26000	RMF Maxxx Bydgoszcz 106.1 FM	[pol]
	11678	V	European	27000	RMF Maxxx Lubuskie 94.9/101.7 FM	[pol]
	11678	V	European	28000	RMF Classic Warszawa 98.3 FM	[pol]
	11678	V	European	31000	RMF Maxxx Wloclawek 89.2 FM	[pol]
	11678	V	European	32000	RMF Maxxx Czestochowa 102.6 FM	[pol]
	11678	V	European	33000	RMF Maxxx Slask 88.1 FM	[pol]
	11678	V	European	34000	RMF Maxxx Dolny Slask 99.5/101.7 FM	[pol]
	11678	V	European	35000	RMF Maxxx Krosno 97.6 FM	[pol]
	11678	V	European	36000	RMF Maxxx Opole 102.0 FM	[pol]
	11678	V	European	37000	Radio Jura	[pol]
	11678	V	European	38000	RMF Maxxx Mazowsze 88.4/89.6/90.2 FM	[pol]
	11678	V	European	51000	RMF Maxxx Inowroclaw 90.8 FM	[pol]
	11678	V	European	52000	Radio Gra Wroclaw 95.1 FM	[pol]
	11678	V	European	53000	RMF Maxxx Olesnica 96.0 FM	[pol]
	11678	V	European	54000	RMF Maxxx Bialystok 97.5 FM	[pol]
	11678	V	European	55000	RMF Maxxx Nowy Sacz 104.6 FM	[pol]
	11678	V	European	56000	Radio Zlote Przeboje Tarnow 92.8 FM	[pol]
	11678	V	European	57000	Radio Zlote Przeboje Nowy Sacz 93.8 FM	[pol]
	11678	V	European	58000	Radio Gra	[pol]
	11720	H	European	20170	Fight Network	[eng]
	11720	H	European	20171	Trace Sport Stars	[eng]
	11720	H	European	20172	Extreme Sports Channel	[eng]
	11720	H	European	20173	Motorvision TV	[eng]
	11720	H	European	20175	Zadruga 1	[srp]
	11720	H	European	20176	Zadruga 2	[srp]
	11720	H	European	20177	Zadruga 3	[srp]
	11720	H	European	20178	Zadruga 4	[srp]
	11720	H	European	20190	Belle Amie	[srp]
	11720	H	European	20191	TV Palma	[srp]
	11720	H	European	20192	Panon TV	[srp]
	11720	H	European	20193	Novosadska TV	[srp]
	11720	H	European	20194	TV Vujic	[srp]
	11720	H	European	20195	TV Galaksija 32	[srp]
	11720	H	European	20196	TV 5	[srp]
	11720	H	European	20200	Arena Sport 1 HD BIH	[srp]
	11720	H	European	20201	Arena Sport 1 HD CG	[srp]
	11720	H	European	20202	Arena Sport 5 HD CG	[srp]
	11720	H	European	20236	TV 2 Hungary	[hun]
	11720	H	European	20237	Super TV2	[hun]
	11720	H	European	20240	TV Mreza Most	[srp]
