No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	11559	V	6666			European	0	0	0	1	1
	11644	H	5500			European	1	0	0	0	1
	11659	H	3333			European	0	0	0	1	1
	11662	H	6666			European	0	0	0	1	1
	11675	H	3333			European	0	0	0	1	1
	11675	V	1000			European	7	0	0	1	8
	11676	V	1410			European	7	0	0	1	8
	11678	V	2050			European	24	0	0	0	24
	11720	H	30000			European	0	28	0	0	28
	11739	V	29900			PanEuropean	5	26	0	0	31
	11778	V	27500			PanEuropean	0	2	0	0	2
	11797	H	29500			PanEuropean	1	21	0	0	22
	11798	H	30000			European	0	31	0	0	31
	11817	V	30000			PanEuropean	0	5	0	0	5
	11856	V	29900			PanEuropean	2	15	0	0	17
	11876	H	29900			PanEuropean	0	11	0	0	11
	11914	H	29900			PanEuropean	0	31	1	0	32
	11934	V	27500			PanEuropean	0	26	0	0	26
	11973	V	29900			PanEuropean	1	15	0	0	16
	12032	H	27500			PanEuropean	0	3	0	1	4
	12070	H	27500			PanEuropean	2	7	0	0	9
	12090	V	29900			PanEuropean	0	19	0	0	19
	12129	V	29900			PanEuropean	4	27	0	0	31
	12148	H	27500			PanEuropean	0	0	0	1	1
	12168	V	27500			PanEuropean	0	10	0	0	10
	12187	H	29900			PanEuropean	12	21	0	0	33
	12304	H	27500			PanEuropean	0	0	0	1	1
	12343	H	29900			PanEuropean	11	10	0	0	21
	12363	V	29500			PanEuropean	1	11	1	0	13
	12402	V	30000			PanEuropean	0	43	1	0	44
	12517	V	16871			PanEuropean	0	6	1	0	7
	12548	V	1830			European	6	0	0	0	6
	12563	V	5250			European	0	0	0	1	1
	12573	V	11181			European	0	0	0	1	1
	12605	H	30000			PanEuropean	0	0	0	1	1
	12631	H	6666			European	0	0	0	1	1
	12640	V	940			European	2	0	0	0	2
	12641	V	1342			European	0	0	0	1	1
	12643	V	556			European	4	0	0	0	4
	12645	H	30000			PanEuropean	0	0	0	1	1
	12645	V	1489			European	0	0	0	1	1
	12647	V	285			European	1	0	0	0	1
	12667	V	1000			European	0	0	0	1	1
	12694	H	15000			PanEuropean	0	0	0	1	1
