Freq	Pol	SR	Beam	Type	Channel	T	Encryption	FTA	Package	Res	Compression	V_PID	A_PID	SID	Owner	Date	Row
11727	V	30000	Wide	TV	Ziggo Sport Select HD	TV	Conax	No	Joyne	HD	MPEG-4	1201	1202[dut]|1203[eng]	802	Tokemup	14-Jan-19	2	
11727	V	30000	Wide	TV	VTM HD	TV	Conax	No	Joyne BE	HD	MPEG-4	1401	1402[dut]	804	Tokemup	14-Jan-19	4	
11727	V	30000	Wide	TV	vier HD	TV	Conax	No	Joyne BE	HD	MPEG-4	1501	1502[dut]	805	Tokemup	14-Jan-19	6	
11727	V	30000	Wide	TV	vijf HD	TV	Conax	No	Joyne BE	HD	MPEG-4	1601	1602[dut]	806	Tokemup	17-Jan-19	8	
11727	V	30000	Wide	TV	zes HD	TV	Conax	No	Joyne BE	HD	MPEG-4	1701	1702[dut]	807	Tokemup	17-Jan-19	10	
11727	V	30000	Wide	TV	Vitaya	TV	Conax	No	Joyne BE	SD	MPEG-4	1801	1802[dut]	808	Tokemup	14-Jan-19	12	
11727	V	30000	Wide	TV	Caz	TV	Conax	No	Joyne BE	SD	MPEG-4	1901	1902[dut]	809	Tokemup	14-Jan-19	14	
11727	V	30000	Wide	TV	Q2	TV	Conax	No	Joyne BE	SD	MPEG-4	2001	2002[dut]	810	Tokemup	14-Jan-19	16	
11727	V	30000	Wide	TV	Ment HD	TV	Conax	No	Joyne BE	HD	MPEG-4	2101	2102[dut]	811	Tokemup	15-Jan-19	18	
11727	V	30000	Wide	TV	VTM Kids	TV	Conax	No	Joyne BE	SD	MPEG-4	2201	2202[dut]	812	Tokemup	15-Jan-19	20	
11727	V	30000	Wide	TV	Caz 2	TV	Conax	No	Joyne	SD	MPEG-4	2301	2302[dut]	813	Tanea	5-Mar-20	22	
11727	V	30000	Wide	TV	Ziggo Voetbal HD	TV	Conax	No	Joyne	HD	MPEG-4	2401	2402[dut]|2403[000]	814	Tokemup	28-Apr-19	24	
11727	V	30000	Wide	TV	Ziggo Racing HD	TV	Conax	No	Joyne	HD	MPEG-4	2501	2502[dut]|2503[000]	815	Tokemup	28-Apr-19	26	
11727	V	30000	Wide	TV	Ziggo Golf HD	TV	Conax	No	Joyne	HD	MPEG-4	2601	2602[dut]|2603[000]	816	Tokemup	28-Apr-19	28	
11727	V	30000	Wide	TV	Museum HD	TV	FTA	Yes		HD	MPEG-4	7701	7702[fre]|7703[eng]	867	Tanea	27-Nov-19	30	
11727	V	30000	Wide	TV	The Israeli Network	TV	Viaccess	No		SD	MPEG-2	7801	7802[heb]	868	Tanea	5-Mar-20	32	
11727	V	30000	Wide	R	Radio 1	R	Conax	No	Joyne BE			0	2702[dut]	817	Tokemup	23-Jan-19	34	
11727	V	30000	Wide	R	Radio 2	R	Conax	No	Joyne BE			0	2802[dut]	818	Tokemup	23-Jan-19	36	
11727	V	30000	Wide	R	VRT NWS	R	Conax	No	Joyne BE			0	2902[dut]	819	Tokemup	23-Jan-19	38	
11727	V	30000	Wide	R	MNM	R	Conax	No	Joyne BE			0	3002[dut]	820	Tokemup	23-Jan-19	40	
11727	V	30000	Wide	R	MNM Hits	R	Conax	No	Joyne BE			0	3102[dut]	821	Tokemup	23-Jan-19	42	
11727	V	30000	Wide	R	Studio Brussel	R	Conax	No	Joyne BE			0	3202[dut]	822	Tokemup	23-Jan-19	44	
11727	V	30000	Wide	R	Klara	R	Conax	No	Joyne BE			0	3302[dut]	823	Tokemup	24-Jan-19	46	
11727	V	30000	Wide	R	Klara Continuo	R	Conax	No	Joyne BE			0	3402[dut]	824	Tokemup	24-Jan-19	48	
11727	V	30000	Wide	R	Sporza	R	Conax	No	Joyne BE			0	3502[dut]	825	Tokemup	24-Jan-19	50	
11727	V	30000	Wide	R	Qmusic	R	Conax	No	Joyne BE			0	3602[dut]	826	Tokemup	24-Jan-19	52	
11727	V	30000	Wide	R	Joe	R	Conax	No	Joyne BE			0	3702[dut]	827	Tokemup	24-Jan-19	54	
11727	V	30000	Wide	R	Nostalgie	R	Conax	No	Joyne BE			0	3802[dut]	828	Tokemup	24-Jan-19	56	
11727	V	30000	Wide	R	Radio Continu	R	FTA	Yes	Joyne			0	3902[dut]	829	Tokemup	23-Jan-19	58	
11727	V	30000	Wide	R	Groot Nieuws Radio	R	FTA	Yes	Joyne			0	4002[dut]	830	Tokemup	23-Jan-19	60	
11747	H	30000	Wide	TV	NPO 1 HD	TV	Conax	No	Joyne|Joyne BE	HD	MPEG-4	1101	1102[dut]	501	Tokemup	17-Jan-19	64	
11747	H	30000	Wide	TV	NPO 2 HD	TV	Conax	No	Joyne|Joyne BE	HD	MPEG-4	1201	1202[dut]	502	Tokemup	18-Jan-19	66	
11747	H	30000	Wide	TV	NPO 3 HD	TV	Conax	No	Joyne|Joyne BE	HD	MPEG-4	1301	1302[dut]	503	Tokemup	18-Jan-19	68	
11747	H	30000	Wide	TV	RTL 4 HD	TV	Conax	No	Joyne	HD	MPEG-4	1401	1402[dut]	504	alexfloresaf38	11-Aug-17	70	
11747	H	30000	Wide	TV	RTL 5 HD	TV	Conax	No	Joyne	HD	MPEG-4	1501	1502[dut]	505	alexfloresaf38	11-Aug-17	72	
11747	H	30000	Wide	TV	SBS 6 HD	TV	Conax	No	Joyne	HD	MPEG-4	1601	1602[dut]	506	alexfloresaf38	11-Aug-17	74	
11747	H	30000	Wide	TV	RTL 7 HD	TV	Conax	No	Joyne	HD	MPEG-4	1701	1702[dut]	507	alexfloresaf38	11-Aug-17	76	
11747	H	30000	Wide	TV	Veronica / Disney XD HD	TV	Conax	No	Joyne	HD	MPEG-4	1801	1802[dut]	508	alexfloresaf38	11-Aug-17	78	
