No	Freq	Pol	Beam	SID	Name	Lang
	11727	V	Wide	802	Ziggo Sport Select HD	[dut][eng]
	11727	V	Wide	804	VTM HD	[dut]
	11727	V	Wide	805	vier HD	[dut]
	11727	V	Wide	806	vijf HD	[dut]
	11727	V	Wide	807	zes HD	[dut]
	11727	V	Wide	808	Vitaya	[dut]
	11727	V	Wide	809	Caz	[dut]
	11727	V	Wide	810	Q2	[dut]
	11727	V	Wide	811	Ment HD	[dut]
	11727	V	Wide	812	VTM Kids	[dut]
	11727	V	Wide	813	Caz 2	[dut]
	11727	V	Wide	814	Ziggo Voetbal HD	[000][dut]
	11727	V	Wide	815	Ziggo Racing HD	[000][dut]
	11727	V	Wide	816	Ziggo Golf HD	[000][dut]
	11727	V	Wide	817	Radio 1	[dut]
	11727	V	Wide	818	Radio 2	[dut]
	11727	V	Wide	819	VRT NWS	[dut]
	11727	V	Wide	820	MNM	[dut]
	11727	V	Wide	821	MNM Hits	[dut]
	11727	V	Wide	822	Studio Brussel	[dut]
	11727	V	Wide	823	Klara	[dut]
	11727	V	Wide	824	Klara Continuo	[dut]
	11727	V	Wide	825	Sporza	[dut]
	11727	V	Wide	826	Qmusic	[dut]
	11727	V	Wide	827	Joe	[dut]
	11727	V	Wide	828	Nostalgie	[dut]
	11727	V	Wide	829	Radio Continu	[dut]
	11727	V	Wide	830	Groot Nieuws Radio	[dut]
	11727	V	Wide	867	Museum HD	[eng][fre]
	11727	V	Wide	868	The Israeli Network	[heb]
	11747	H	Wide	501	NPO 1 HD	[dut]
	11747	H	Wide	502	NPO 2 HD	[dut]
	11747	H	Wide	503	NPO 3 HD	[dut]
	11747	H	Wide	504	RTL 4 HD	[dut]
	11747	H	Wide	505	RTL 5 HD	[dut]
	11747	H	Wide	506	SBS 6 HD	[dut]
	11747	H	Wide	507	RTL 7 HD	[dut]
	11747	H	Wide	508	Veronica / Disney XD HD	[dut]
	11747	H	Wide	509	Net 5 HD	[dut]
	11747	H	Wide	510	RTL 8 HD	[dut]
	11747	H	Wide	511	RTL Z HD	[dut]
	11747	H	Wide	512	SBS 9 HD	[dut]
	11747	H	Wide	513	Comedy Central	[dut]
	11747	H	Wide	514	Spike 24	[dut]
	11747	H	Wide	516	TV 538 HD	[dut]
	11747	H	Wide	518	National Geographic HD Nederland	[dut]
	11747	H	Wide	519	Secret Circle	[dut]
	11747	H	Wide	520	Meiden van Holland	[dut]
	11747	H	Wide	521	Colmax TV	[dut]
	11747	H	Wide	523	Penthouse HD 1	[dut]
	11747	H	Wide	524	Penthouse HD 2	[dut]
	11747	H	Wide	525	24 Kitchen	[dut]
	11785	H	Wide	201	ProSieben MAXX HD	[ac2][ger]
	11785	H	Wide	202	MTV Deutschland HD	[ger]
	11785	H	Wide	203	N24 HD	[ger]
2	11785	H	Wide	204	Channel 21 Shop	[ger]
	11785	H	Wide	205	EuroSport 1 Deutschland HD	[ger]
3	11785	H	Wide	213	Nickelodeon Deutschland	[eng][ger]
	11785	H	Wide	216	VIVA / Comedy Central Deutschland	[ger]
5	11785	H	Wide	228	HSE 24 Extra	[ger]
6	11785	H	Wide	240	BBC World News	[eng]
7	11785	H	Wide	241	Bloomberg	[eng]
8	11785	H	Wide	243	Deutsches Musik Fernsehen	[ger]
9	11785	H	Wide	245	Servus TV	[eng][ger]
10	11785	H	Wide	246	Deluxe Music	[ger]
	11804	V	Wide	102	AFN|prime Atlantic	[eng]
	11804	V	Wide	103	AFN|news	[eng]
	11804	V	Wide	104	AFN|sports	[eng]
	11804	V	Wide	105	AFN|prime Pacific	[eng]
	11804	V	Wide	106	AFN|spectrum	[eng]
	11804	V	Wide	107	AFN|sports 2	[eng]
	11804	V	Wide	108	AFN|family	[eng]
	11804	V	Wide	109	AFN|movie	[eng]
11	11804	V	Wide	401	Reaper (EPG Video)	
12	11804	V	Wide	402	Bars & Tone	
	11823	H	Wide	6	RTKH	[eng]
	11823	H	Wide	9	BCC TV 1	
	11823	H	Wide	10	BCC TV 2	
	11823	H	Wide	11	BCC TV 1 and 2	
	11823	H	Wide	12	BCC TEST	
	11823	H	Wide	154	Radio CRC Targato Italia	[ita]
	11823	H	Wide	155	Radio Studio 7	[ita]
	11823	H	Wide	1810	Sisal TV 1	[ita]
	11823	H	Wide	1820	Sisal TV 2	[ita]
	11823	H	Wide	1830	Sisal TV 3 test card	[ita]
	11823	H	Wide	1840	Sisal TV 4	[ita]
	11843	V	Wide	1013	Stingray iConcerts	[eng]
	11843	V	Wide	1021	Κρήτη TV	[gre]
	11843	V	Wide	1031	Luxe TV HD	[eng]
	11843	V	Wide	1043	Alpha TV	[gre]
	11843	V	Wide	1079	Star Kentrikis Elladas	[gre]
	11843	V	Wide	1085	CNBC Europe	[eng]
	11843	V	Wide	1088	BBC World News	[eng]
	11843	V	Wide	1094	OTE Cinema 3	
