Freq	Pol	Beam	SID	Type	Name	Lang	FTA
12303	V	Europe8	806	TV	Al Horreya TV (TBN Arabic)	[ara]	Yes
12303	V	Europe8	807	TV	TBN Polska	[pol]	Yes
12303	V	Europe8	809	TV	Nejat TV	[per]	Yes
12303	V	Europe8	810	TV	Kanal Hayat (Turk Hristiyan TV)	[tur]	Yes
12303	V	Europe8	3501	TV	TVE Internacional Europa HD	[spa]	Yes
12303	V	Europe8	3502	TV	Canal 24 Horas HD	[spa]	Yes
12322	H	Europe8	7560	R	Radio Dijla	[ara]	Yes
12322	H	Europe8	13920	TV	Shant News	[arm]	Yes
12322	H	Europe8	13940	TV	Gala TV	[per]	Yes
12322	H	Europe8	13944	TV	BBC Persian	[fao]	Yes
12322	H	Europe8	14801	TV	Pars TV	[per]	Yes
12322	H	Europe8	14805	TV	Channel Yek	[per]	Yes
12322	H	Europe8	14814	R	Radio Grand	[srp]	Yes
12322	H	Europe8	14819	R	Radio Lijepa Nasa	[hrv]	Yes
12322	H	Europe8	14823	R	Radio Srna Bosanka	[bos]	Yes
12322	H	Europe8	14824	R	Radio Svet Plus	[srp]	Yes
12322	H	Europe8	14826	R	Tref Radio	[srp]	Yes
12322	H	Europe8	14829	R	Peiraiki Ekklisia 91.2 FM	[gre]	Yes
12322	H	Europe8	14858	R	Megaradio	[srp]	Yes
12322	H	Europe8	14859	TV	TG Norba 24	[ita]	Yes
12322	H	Europe8	14860	TV	Radionorba TV	[ita]	Yes
12322	H	Europe8	14861	TV	VTC10 (NETVIET)	[vie]	Yes
12322	H	Europe8	14862	TV	Kurdistan 24 promo	[kur]	Yes
12322	H	Europe8	14999	TV	Canale Aste	[ita]	Yes
12380	V	Europe8	3003	TV	Sat 7 Plus	[ara]	Yes
12380	V	Europe8	3005	TV	Al-Iraqiya TV	[ara]	Yes
12380	V	Europe8	3011	TV	Holy God	[tai]	Yes
12380	V	Europe8	3012	TV	Al Hajj HD test card	[ara]	Yes
12380	V	Europe8	3012	TV	Karbala Satellite Channel	[ara]	Yes
12380	V	Europe8	3013	TV	Alsharqiya News	[ara]	Yes
12380	V	Europe8	3017	TV	Al Sunnah Al Nabawiyah TV	[ara]	Yes
12380	V	Europe8	3026	TV	Quran Hedayah Albanian test card	[alb]	Yes
12380	V	Europe8	3082	R	Radio Sout Al-Shbab	[ara]	Yes
12380	V	Europe8	3083	R	Emarat FM	[ara]	Yes
12380	V	Europe8	3084	R	Radio Maria France	[fre]	Yes
12380	V	Europe8	3086	R	Radio Sout Al-Sha'ab	[ara]	Yes
12380	V	Europe8	3087	R	RFI Français	[fre]	Yes
12380	V	Europe8	3088	R	Radio Crne Gore	[srp]	Yes
12380	V	Europe8	3089	R	El-Bernameg Al-Aam	[ara]	Yes
12380	V	Europe8	3091	R	Sana'a Radio	[ara]	Yes
12380	V	Europe8	3092	R	Aden Radio	[ara]	Yes
12399	H	Europe8	903	TV	Sama Dubai HD	[ara]	Yes
12399	H	Europe8	905	TV	Dubai TV HD	[ara]	Yes
12399	H	Europe8	906	TV	Dubai Sports 1 HD	[ara]	Yes
12399	H	Europe8	907	TV	Sudan TV	[ara]	Yes
12399	H	Europe8	914	TV	Al Ordoni TV (Jordan TV)	[ara]	Yes
12399	H	Europe8	916	TV	Libya Al Watanya	[ara]	Yes
12399	H	Europe8	921	R	DRS 1	[ger]	Yes
12399	H	Europe8	922	R	DRS 2	[ger]	Yes
12399	H	Europe8	923	R	DRS 3	[ger]	Yes
12399	H	Europe8	924	R	Virus	[ger]	Yes
12399	H	Europe8	925	R	DRS Musikwelle	[ger]	Yes
12399	H	Europe8	926	R	Radio Rumantsch	[011]	Yes
12399	H	Europe8	934	R	Radio Swiss Classic	[ger]	Yes
12399	H	Europe8	935	R	Radio Swiss Pop	[ger]	Yes
12399	H	Europe8	936	R	Radio Swiss Jazz	[ger]	Yes
12399	H	Europe8	937	R	DRS 4 News	[ger]	Yes
12476	H	Europe8	2001	TV	RT News HD promo	[eng]	Yes
12476	H	Europe8	2002	TV	RT Doc HD promo	[eng]	Yes
12476	H	Europe8	2003	TV	Super Tennis HD	[ita]	Yes
12476	H	Europe8	2004	TV	CTV HD	[eng][ita]	Yes
12476	H	Europe8	2005	TV	2M Monde	[ara]	Yes
12476	H	Europe8	2007	TV	KBS World HD	[eng]	Yes
12476	H	Europe8	2098	TV	Abu Dhabi Al Oula HD	[ara]	Yes
12476	H	Europe8	2100	TV	Alrayyan 2 HD	[ara]	Yes
12520	V	Wide	3203	TV	TV Koper Capodistria	[ita]	Yes
12520	V	Wide	9003	TV	Ronahi TV	[kur]	Yes
12520	V	Wide	9004	TV	Med Music	[kur]	Yes
12520	V	Wide	9005	TV	Fadak TV	[ara]	Yes
12520	V	Wide	9006	TV	Al Araby 2 HD	[ara]	Yes
12520	V	Wide	9007	TV	Kentron TV	[arm]	Yes
12520	V	Wide	9008	TV	Stêrk TV	[kur]	Yes
12520	V	Wide	9009	TV	Angel TV Europe	[eng]	Yes
12520	V	Wide	9012	TV	Çira TV info card	[kur]	Yes
12520	V	Wide	9013	TV	Pars TV	[per]	Yes
12520	V	Wide	9014	TV	Syria TV	[ara]	Yes
12520	V	Wide	9016	TV	Somaliland National TV	[som]	Yes
12520	V	Wide	9018	TV	STN promo	[eng]	Yes
12539	H	Europe9	1102	TV	Hot Bird 4K 2 HDR	[eng]	Yes
12577	H	Europe9	1601	TV	Al Jazeera Channel HD	[ara]	Yes
12577	H	Europe9	1602	TV	Italian Fishing TV	[ita]	Yes
12577	H	Europe9	1603	TV	Wine TV	[ita]	Yes
12577	H	Europe9	1605	TV	Italia Channel 123	[ita]	Yes
12577	H	Europe9	1606	TV	E TV Emilia Romagna	[ita]	Yes
12577	H	Europe9	1607	TV	Media Text.it	[ita]	Yes
12577	H	Europe9	1608	TV	Telepiu Channel	[ita]	Yes
12577	H	Europe9	1609	TV	Pianeta TV	[ita]	Yes
12577	H	Europe9	1610	TV	Reality TV	[ita]	Yes
12577	H	Europe9	1611	TV	Quore TV	[ita]	Yes
12577	H	Europe9	1612	TV	CNC World English HD	[eng]	Yes
12577	H	Europe9	1613	TV	Automoto TV	[ita]	Yes
12577	H	Europe9	1614	TV	MediaSport Channel	[ita]	Yes
12577	H	Europe9	1615	TV	Canal Algérie HD	[ara]	Yes
12577	H	Europe9	1616	TV	Algérie 3 HD (Thalitha TV)	[ara]	Yes
12577	H	Europe9	1617	TV	TV Art Live	[ita]	Yes
12597	V	Wide	8203	TV	BBC Arabic	[ara]	Yes
12597	V	Wide	8204	TV	BBC World News	[eng]	Yes
12597	V	Wide	8205	R	Public Radio of Armenia	[arm]	Yes
12597	V	Wide	8208	TV	1TVRUS Romania	[rus]	Yes
12597	V	Wide	8209	TV	CNN International Europe	[eng]	Yes
12597	V	Wide	8211	TV	EuroNews	[eng]	Yes
12597	V	Wide	8215	R	WRN Russkij	[rus]	Yes
12597	V	Wide	8216	R	WRN English Europe	[eng]	Yes
12597	V	Wide	8217	R	WRN Deutsch	[ger]	Yes
12597	V	Wide	8218	R	WRN Français	[fre]	Yes
12597	V	Wide	8222	R	RCI 2	[fre]	Yes
12597	V	Wide	8223	R	RCI 1	[eng]	Yes
12597	V	Wide	8224	R	RTÉ Radio 1	[eng]	Yes
12597	V	Wide	8225	R	IBC Tamil Radio	[tai]	Yes
12597	V	Wide	8226	R	Radio Sedaye Iran	[per]	Yes
12597	V	Wide	8228	R	CVC The Voice Asia	[hin]	Yes
12597	V	Wide	8240	R	Sawt Al Alam	[ara]	Yes
12597	V	Wide	8295	TV	RT Doc	[eng]	Yes
12654	H	Europe9	2	TV	Qatar TV	[ara]	Yes
12654	H	Europe9	3	TV	Saudi Arabian TV 1	[ara]	Yes
12654	H	Europe9	4	TV	Kuwait Space Channel	[ara]	Yes
12654	H	Europe9	5	TV	Iqraa Arabic	[ara]	Yes
12654	H	Europe9	6	TV	Sudan TV	[ara]	Yes
12654	H	Europe9	7	TV	Oman TV Satellite	[ara]	Yes
12654	H	Europe9	8	TV	Al Masriyah	[ara]	Yes
12654	H	Europe9	11	R	Sharjah FM	[ara]	Yes
12654	H	Europe9	12	R	Qatar Radio	[ara]	Yes
12654	H	Europe9	13	R	Program One	[ara]	Yes
12654	H	Europe9	14	R	Radio Kuwait Main	[ara]	Yes
12654	H	Europe9	16	R	Umdurman Radio	[ara]	Yes
12654	H	Europe9	17	R	Radio Oman	[ara]	Yes
12654	H	Europe9	18	R	Sout Al-Arab	[ara]	Yes
12654	H	Europe9	19	R	Republic of Iraq Radio	[ara]	Yes
12654	H	Europe9	23	R	Radio Quran	[ara]	Yes
12654	H	Europe9	24	R	Holy Quran	[ara]	Yes
12654	H	Europe9	26	R	Radio Umdurman Holy Koran	[ara]	Yes
12654	H	Europe9	27	R	Radio Oman FM	[eng]	Yes
12654	H	Europe9	28	R	El-Bernameg Al-Aam	[ara]	Yes
12654	H	Europe9	29	R	Iza'at Al-Quran Al-Kareem wa al Barameg Al-Deeniyah	[ara]	Yes
12654	H	Europe9	37	R	Al-Shabab	[ara]	Yes
12654	H	Europe9	38	R	El-Quran El-Karim	[ara]	Yes
12654	H	Europe9	40	TV	Al Ordoniyah	[ara]	Yes
12654	H	Europe9	41	TV	Saudi Sport 2 (Al Riyadiya 2)	[per]	Yes
12654	H	Europe9	43	TV	Libya Al Watanya	[ara]	Yes
12654	H	Europe9	47	R	Holy Quran Radio	[ara]	Yes
12654	H	Europe9	50	R	Radio Jordan General Channel	[ara]	Yes
12654	H	Europe9	3001	TV	Palestinian Satellite Channel	[ara]	Yes
