No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	10719	V	27500			Europe9	0	5	1	0	6
	10727	H	30000			Wide	0	1	0	0	1
	10758	V	27500			Europe8	0	26	2	0	28
	10775	H	29900			Wide	0	15	0	0	15
	10796	V	27500			Europe9	0	18	0	0	18
	10815	H	27500			Europe8	1	6	2	1	10
	10834	V	27500			Europe9	0	8	0	0	8
	10873	V	27500			Europe9	13	10	0	0	23
	10892	H	27500			Europe9	0	9	0	0	9
	10911	V	27500			Europe9	0	10	0	0	10
	10930	H	30000			Europe9	7	16	0	0	23
	10949	V	27500			Europe8	6	9	0	0	15
	10971	H	29700			Europe8	0	4	0	0	4
	10992	V	27500			Wide	4	7	0	1	12
	11013	H	29900			Europe9	0	7	0	0	7
	11034	V	27500			Europe9	4	13	0	0	17
	11054	H	27500			Europe8	6	7	0	1	14
	11075	V	30000			Europe8	0	4	0	0	4
	11117	V	27500			Europe9	0	6	0	0	6
	11137	H	27500			Europe9	0	7	1	0	8
	11158	V	27500			Europe9	0	14	0	0	14
	11179	H	27500			Europe9	0	13	3	0	16
	11200	V	27500			Wide	0	25	1	0	26
	11219	H	29900			Wide	0	20	2	0	22
	11240	V	27500			Europe9	0	5	0	0	5
	11258	H	27500			Wide	0	11	0	0	11
	11278	V	27500			Europe9	0	26	0	0	26
	11296	H	27500			Europe9	0	11	0	0	11
	11317	V	27500			Europe9	0	4	0	0	4
	11334	H	27500			Europe9	0	5	0	0	5
	11355	V	29900			Europe9	0	0	0	1	1
	11373	H	27500			Europe9	0	10	0	0	10
	11393	V	27500			Europe9	0	17	0	0	17
	11411	H	27500			Europe9	0	14	0	0	14
	11432	V	29900			Wide	0	6	0	0	6
	11449	H	27500			Europe9	0	12	0	0	12
	11470	V	27500			Europe9	0	6	1	0	7
	11488	H	27500			Europe9	0	8	0	1	9
	11508	V	27500			Europe9	0	7	0	0	7
	11526	H	29700			Europe9	18	4	0	0	22
	11541	V	22000			Europe8	19	7	0	1	27
	11566	H	29900			Europe8	0	9	0	0	9
	11585	V	27500			Europe9	0	5	0	0	5
	11604	H	27500			Europe8	3	5	0	9	17
	11623	V	27500			Wide	9	6	0	1	16
	11642	H	27500			Wide	0	11	0	0	11
	11662	V	27500			Wide	0	33	5	0	38
	11681	H	27500			Wide	0	20	0	0	20
	11727	V	29900			Europe8	0	2	0	0	2
	11747	H	27500			Europe9	1	10	0	0	11
	11766	V	29900			Europe9	3	6	0	0	9
	11785	H	29900			Europe8	0	9	0	0	9
	11804	V	27500			Europe9	7	9	0	1	17
	11823	H	27500			Europe8	4	13	1	0	18
	11843	V	29900			Europe8	0	13	0	0	13
	11862	H	29900			Europe8	0	7	0	0	7
	11881	V	27500			Europe8	0	1	0	0	1
	11900	H	29900			Europe8	0	10	0	0	10
	11919	V	29900			Europe9	0	15	0	0	15
	11938	H	27500			Europe8	1	12	0	1	14
	11958	V	27500			Europe8	0	8	0	0	8
	11977	H	29900			Wide	0	13	0	0	13
	11996	V	29900			Europe8	0	9	0	0	9
	12015	H	27500			Europe8	0	11	9	0	20
	12034	V	29900			Europe8	0	14	1	0	15
	12054	H	29900			Europe8	0	14	1	0	15
	12073	V	29900			Europe8	0	16	0	0	16
	12092	H	29900			Europe8	0	5	0	0	5
	12111	V	27500			Europe9	12	11	0	0	23
	12130	H	27500			Europe8	0	8	0	0	8
	12149	V	27500			Europe8	9	14	0	2	25
	12169	H	27500			Europe8	5	11	1	0	17
	12188	V	27500			Europe8	0	11	2	0	13
	12207	H	29900			Europe8	0	3	0	0	3
	12226	V	27500			Europe8	26	8	1	6	41
	12265	V	27500			Europe8	0	11	0	0	11
	12284	H	27500			Europe8	9	7	3	4	23
	12303	V	27500			Europe8	0	11	0	0	11
	12322	H	27500			Europe8	8	14	0	1	23
	12341	V	29900			Europe8	0	10	0	0	10
	12360	H	29900			Europe8	0	14	0	0	14
	12380	V	27500			Europe8	9	9	1	1	20
	12399	H	29700			Europe8	10	6	0	0	16
	12418	V	29900			Europe8	0	10	0	0	10
	12437	H	29900			Europe8	0	15	0	0	15
	12466	V	29900			Europe8	0	8	0	0	8
	12476	H	29900			Europe8	0	13	0	0	13
	12520	V	27500			Wide	0	13	0	0	13
	12539	H	30000			Europe9	0	1	0	0	1
	12558	V	27500			Wide	0	0	1	0	1
	12577	H	30000			Europe9	0	16	0	0	16
	12597	V	27500			Wide	13	8	1	7	29
	12616	H	29900			Europe9	0	10	0	0	10
	12635	V	29900			Europe9	0	14	0	0	14
	12654	H	27500			Europe9	18	11	0	0	29
	12672	V	29900			Europe8	0	1	0	0	1
	12673	V	29900			Europe8	0	6	0	0	6
	12692	H	27500			Europe9	0	18	1	0	19
	12731	H	29900			Europe9	0	16	0	0	16
