No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	10714	H	22000			Spot	3	4	0	0	7
	10773	H	22000			Spot	0	5	0	0	5
	10788	V	22000			Spot	10	7	0	1	18
	10803	H	22000			Spot	0	7	0	0	7
	10818	V	22000			Spot	0	6	0	0	6
	10847	V	23000			Spot	0	3	0	0	3
	10891	H	22000			Spot	0	10	0	0	10
	10906	V	22000			Spot	1	10	0	0	11
	10936	V	22000			Spot	0	7	0	0	7
	10994	H	22000			Spot	0	2	0	0	2
	11038	V	22000			Europe	0	5	0	0	5
	11053	H	23000			Spot	0	3	0	0	3
	11068	V	23000			Spot	0	4	0	0	4
	11082	H	22000			Europe	0	15	0	0	15
	11095	V	30000			WAfrica	0	18	7	0	25
	11097	V	23000			Spot	0	6	0	0	6
	11112	H	22000			Europe	0	16	1	0	17
	11141	H	22000			Europe	0	6	0	0	6
	11171	H	22000			Europe	0	10	0	0	10
	11225	V	23000			Europe	0	3	0	0	3
	11265	H	27500			Europe	0	9	0	0	9
	11265	V	27500			Europe	0	8	0	0	8
	11307	H	27500			Spot	1	0	0	0	1
	11307	V	27500			Spot	0	16	0	0	16
	11343	V	27500			Spot	0	15	2	0	17
	11344	H	27500			Spot	0	21	0	0	21
	11387	H	29500			Spot	0	4	0	0	4
	11387	V	29500			Spot	0	4	0	0	4
	11427	V	29500			Spot	0	5	0	0	5
	11464	H	22000			Europe	0	14	1	0	15
	11479	V	22000			Europe	0	13	1	0	14
	11494	H	22000			Europe	0	4	0	0	4
	11509	V	23000			Europe	0	2	0	0	2
	11538	V	22000			Europe	0	17	1	0	18
	11553	H	22000			Europe	0	16	2	0	18
	11568	V	22000			Europe	0	15	0	0	15
	11582	H	22000			Europe	1	17	0	0	18
	11595	V	30000			WAfrica	0	26	0	0	26
	11597	V	22000			Europe	0	14	1	0	15
	11627	V	22000			Europe	0	12	0	0	12
	11635	V	30000			WAfrica	0	26	0	0	26
	11641	H	23000			Europe	0	1	0	0	1
	11656	V	22000			Europe	0	7	0	0	7
	11671	H	23000			Europe	0	3	0	0	3
	11686	V	23000			Europe	0	2	0	0	2
	11720	H	29500			Europe	0	9	0	0	9
	11798	H	27500			Europe	0	7	0	0	7
	11837	H	27500			Europe	0	19	0	4	23
	11856	V	27500			Europe	0	4	0	0	4
	11914	H	27500			Europe	0	13	0	4	17
	11934	V	27500			Europe	0	14	0	0	14
	11973	V	31000			Europe	0	1	0	0	1
	12070	H	27500			Europe	0	8	0	0	8
	12110	H	27500			Europe	0	13	0	0	13
	12129	V	27500			Spot	0	17	0	0	17
	12148	H	27500			Europe	0	15	0	0	15
	12168	V	27500			Europe	0	0	0	1	1
	12188	H	27500			Europe	0	9	0	0	9
	12207	V	27500			Europe	0	15	0	1	16
	12226	H	27500			Europe	0	9	0	0	9
	12246	V	27500			Europe	0	7	0	0	7
	12266	H	27500			Europe	0	10	0	0	10
	12285	V	27500			Europe	0	6	0	0	6
	12324	V	27500			Europe	0	5	0	1	6
	12344	H	29500			Europe	0	8	0	0	8
	12382	H	27500			Spot	3	9	1	0	13
	12441	V	29500			Europe	0	2	0	0	2
	12605	V	30000			WAfrica	0	13	0	1	14
