Freq	Pol	SR	Beam	Type	Channel Name	FTA	V.PID	A.PID	SID	Row
10721	H	22000 3/4	E7B Europe B	TV	BBC Persian	Yes	101	102[Per]	1	0
10721	H	22000 3/4	E7B Europe B	TV	Simaye Azadi Iran National TV	No	201	202[Per]	2	0
10721	H	22000 3/4	E7B Europe B	TV	Manoto	No	3555	3675[Per]	7355	0
10721	H	22000 3/4	E7B Europe B	TV	Rang A Rang TV	No	6011	6012[Per]	8601	0
10721	H	22000 3/4	E7B Europe B	R	-R- Mihan Radio	No		932	9003	0
10722	V	27500 3/4	E7C Western	R	-R- BBC World Service English Europe	No		6662[Eng]	13907	6
10722	V	27500 3/4	E7C Western	R	-R- BBC English Aus NZ	No		6682[Eng]	13909	6
10722	V	27500 3/4	E7C Western	R	-R- BBC World Service English News	No		6692[Eng]	13910	6
10722	V	27500 3/4	E7C Western	R	-R- BBC World Service Arabic	No		6752[Ara]	13916	6
10722	V	27500 3/4	E7C Western	R	-R- BBC World Service Afghanistan	No		7022[Afg]	13943	6
10722	V	27500 3/4	E7C Western	R	-R- BBC World Service Africa	No		7322[Eng]	13973	6
10762	H	30000 1/2	E7B Africa	TV	CCTV 1 HD	No	201	301[Chi]	1	13
10762	H	30000 1/2	E7B Africa	TV	CCTV 2 HD	No	202	303[Chi]	2	13
10762	H	30000 1/2	E7B Africa	TV	CCTV 3	No	203	303[Chi]	3	13
10762	H	30000 1/2	E7B Africa	TV	CCTV 4 Asia HD	No	204	304[Chi]	4	13
10762	H	30000 1/2	E7B Africa	TV	CCTV 5 HD	No	205	305[Chi]	5	13
10762	H	30000 1/2	E7B Africa	TV	CCTV 5+ HD	No	206	306[Chi]	6	13
10762	H	30000 1/2	E7B Africa	TV	CCTV 8	No	207	307[Chi]	7	13
10762	H	30000 1/2	E7B Africa	TV	CCTV 13	No	208	308[Chi]	8	13
10762	H	30000 1/2	E7B Africa	TV	CCTV 14	No	209	309[Chi]	9	13
10762	H	30000 1/2	E7B Africa	TV	Discovery Science HD	No	210	310[Chi]	10	13
10762	H	30000 1/2	E7B Africa	TV	HollyWood Movie Channel HD	No	211	311[Chi]	11	13
10762	H	30000 1/2	E7B Africa	TV	Anshan TV HD	No	212	312[Chi]	12	13
10762	H	30000 1/2	E7B Africa	TV	Beijing TV	No	213	313[Chi]	13	13
10762	H	30000 1/2	E7B Africa	TV	Dragon TV International HD	No	214	314[Chi]	14	13
