Freq	Pol	SR	Beam	Type	Channel Name	FTA	V.PID	A.PID	SID	Row
3651	L	40445 2/3	E5WA C-Band	TV	RTS 1	Yes	1012	1013[Fre]	3101	0
3651	L	40445 2/3	E5WA C-Band	TV	Télé Tchad	Yes	1021	1022[Ara]	3102	0
3651	L	40445 2/3	E5WA C-Band	TV	Equinoxe TV	Yes	1031	1032[Fre]	3103	0
3651	L	40445 2/3	E5WA C-Band	TV	Alwilayah TV Hausa	Yes	1041	1042[Hau]	3104	0
3651	L	40445 2/3	E5WA C-Band	TV	Divin Amour TV Cote d'Ivoire	Yes	1061	1062[Fre]	3106	0
3651	L	40445 2/3	E5WA C-Band	TV	Sikka TV	Yes	1131	1132[Fre]	3113	0
3651	L	40445 2/3	E5WA C-Band	TV	Nina Sat	No	1141	1142[Fre]	3114	0
3651	L	40445 2/3	E5WA C-Band	TV	PTV HD	No	1151	1152	3115	0
3651	L	40445 2/3	E5WA C-Band	TV	RHD	No	1161	1162	3116	0
3651	L	40445 2/3	E5WA C-Band	TV	VR HD	No	1171	1172	3117	0
3651	L	40445 2/3	E5WA C-Band	TV	RTI 1	No	1181	1182[Fre]	3118	0
3651	L	40445 2/3	E5WA C-Band	TV	RTI 2	No	1191	1192[Fre]	3119	0
3651	L	40445 2/3	E5WA C-Band	TV	Fix & Foxi	No	1211	1212[Eng]|1213[Ara]|1214[Ger]	3121	0
3651	L	40445 2/3	E5WA C-Band	TV	ST World Football	No	1221	1223|1224	3122	0
3651	L	40445 2/3	E5WA C-Band	TV	ST Sports Premium	No	1231	1232|1233|1234	3123	0
3651	L	40445 2/3	E5WA C-Band	TV	ST Kids	No	1241	1242[Eng]|1243[Eng]|1244[Por]|1245[Swa]	3124	0
3651	L	40445 2/3	E5WA C-Band	TV	ST KungFu 1	No	1251	1252[Eng]|1253[Fre]|1254[Chi]	3125	0
3651	L	40445 2/3	E5WA C-Band	TV	ST Sino Drama	No	1261	1262[Eng]|1263[Fre]|1264[Por]	3126	0
3651	L	40445 2/3	E5WA C-Band	TV	ST Bollywood	No	1271	1272[Hin]|1273[Yor]|1274[Eng]|1275[Swa]|176[Fre]	3127	0
3651	L	40445 2/3	E5WA C-Band	TV	RT English	No	1281	1222[Eng]	3128	0
3651	L	40445 2/3	E5WA C-Band	TV	RT France	Yes	1291	1292[Fre]	3129	0
3651	L	40445 2/3	E5WA C-Band	TV	PB	No	1301	1302[Fre]	3130	0
3651	L	40445 2/3	E5WA C-Band	TV	PP	No	1311	1312[Fre]	3131	0
3651	L	40445 2/3	E5WA C-Band	TV	Baby TV Europe	No	1321	1322[Eng]|1323[Fre]	3132	0
3651	L	40445 2/3	E5WA C-Band	TV	Voyage	No	1331	1332[Fre]	3133	0
3651	L	40445 2/3	E5WA C-Band	TV	National Geographic France	No	1341	1342[Fre]	3134	0
3651	L	40445 2/3	E5WA C-Band	TV	Nat Geo Wild France	No	1351	1352[Fre]	3135	0
3651	L	40445 2/3	E5WA C-Band	TV	ESPN Africa (South Africa)	No	1361	1362[Eng]|1363[Fre]	3136	0
3651	L	40445 2/3	E5WA C-Band	TV	ESPN 2 Africa	No	1371	1372[Eng]	3137	0
3651	L	40445 2/3	E5WA C-Band	TV	TiJi France	No	1381	1382[Fre]	3138	0
3651	L	40445 2/3	E5WA C-Band	TV	Tivi 5 Monde	No	1391	1392[Fre]	3139	0
3651	L	40445 2/3	E5WA C-Band	TV	TV 5 Monde Afrique	No	1401	1402[Fre]	3140	0
3651	L	40445 2/3	E5WA C-Band	TV	TV 5 Monde Style HD	No	1411	1412[Fre]	3141	0
3651	L	40445 2/3	E5WA C-Band	R	-R- Tchad Radio	No		1052[Ara]	3105	0
3651	L	40445 2/3	E5WA C-Band	R	-R- Radio Côte d'Ivoire	No		1183[Fre]	3118	0
3651	L	40445 2/3	E5WA C-Band	R	-R- Fréquence 2	No		1193[Fre]	3119	0
3727	R	26666 5/6	E5WA C-Band	TV	CAF 1	No	702	7021|7022	1	37
3727	R	26666 5/6	E5WA C-Band	TV	CAF 2	No	703	7031|7032	2	37
3727	R	26666 5/6	E5WA C-Band	TV	CAF 3	No	704	7041|7042	3	37
3727	R	26666 5/6	E5WA C-Band	TV	CAF 4	No	712	7121|7122	4	37
4111	R	30000 3/4	E5WA C-Band	TV	Bundesliga	No	5061	5062[Fre]|5063[Ger]	506	49
4111	R	30000 3/4	E5WA C-Band	TV	TVC News	No	902	903[Eng]	1009	49
4111	R	30000 3/4	E5WA C-Band	TV	StarTimes TVGuide	No	4002	4003[Eng]	1040	49
4111	R	30000 3/4	E5WA C-Band	TV	Fox Africa	No	702	703[Eng]	13663	49
4153	R	30000 3/4	E5WA C-Band	TV	CNC World English	No	1902	1903[Eng]	2019	56
4163	L	1500 3/4	E5WA C-Band	R	-R- Africa N° 1	No		651[Fre]	3	58
4163	L	1500 3/4	E5WA C-Band	R	-R- Radio Africa Plus Gabon	No		661[Fre]	4	58
11013	V	30000 3/5	E5WB Transalpine	TV	Rai Sport	Yes	232	242[Ita]	8562	65
11013	V	30000 3/5	E5WB Transalpine	TV	Rai Scuola	Yes	235	244[Ita]	8565	65
11013	V	30000 3/5	E5WB Transalpine	TV	Rai 5	Yes	234	254[Ita]	8576	65
11013	V	30000 3/5	E5WB Transalpine	TV	Rai Storia	Yes	236	255[Ita]	8577	65
11013	V	30000 3/5	E5WB Transalpine	R	-R- Rai Radio Classica	No		250[Ita]	8570	65
11013	V	30000 3/5	E5WB Transalpine	R	-R- GR Parlamento	No		252[Ita]	8572	65
11013	V	30000 3/5	E5WB Transalpine	R	-R- Isoradio	No		253[Ita]	8573	65
