Freq	Pol	SR	Beam	Type	Channel Name	FTA	V.PID	A.PID	SID	Row
3977	L	17775 3/4	10-02 SE zone	TV	NBC 2	Yes	34	35[Eng]	4001	19
3977	L	17775 3/4	10-02 SE zone	DATA	-R- NBC National Radio	No				19
3977	L	17775 3/4	10-02 SE zone	R	-R- NBC German	No		[Ger]		19
3977	L	17775 3/4	10-02 SE zone	DATA	-R- Oshiwambo	No				19
3977	L	17775 3/4	10-02 SE zone	DATA	-R- Otjiherero FM	No				19
3977	L	17775 3/4	10-02 SE zone	DATA	-R- Damara Nama	No				19
3977	L	17775 3/4	10-02 SE zone	DATA	-R- Tirelo ya Setswana	No				19
3977	L	17775 3/4	10-02 SE zone	DATA	-R- Kudu FM	No				19
3977	L	17775 3/4	10-02 SE zone	DATA	-R- Kanaal 7	No				19
3977	L	17775 3/4	10-02 SE zone	DATA	-R- Omulunga Radio	No				19
3977	L	17775 3/4	10-02 SE zone	DATA	-R- Energy	No				19
3977	L	17775 3/4	10-02 SE zone	DATA	-R- Rukavango	No				19
3977	L	17775 3/4	10-02 SE zone	DATA	-R- Lozi	No				19
3977	L	17775 3/4	10-02 SE zone	DATA	-R- Kosmos	No				19
3977	L	17775 3/4	10-02 SE zone	DATA	-R- Fresh	No				19
3977	L	17775 3/4	10-02 SE zone	DATA	-R- NBC Afrikaans	No				19
3985	R	11340 4/5	10-02 East hemi	TV	BBC Asia TV feed 3	No	6701	6702[Eng]	13911	37
3985	R	11340 4/5	10-02 East hemi	TV	BBC Asia TV feed 4	No	6711	6712[Eng]	13912	37
3985	R	11340 4/5	10-02 East hemi	TV	BBC Asia TV feed 1	No	6731	6732[Eng]	13915	37
3985	R	11340 4/5	10-02 East hemi	TV	BBC Asia TV feed 2	No	6761	6762[Eng]	13918	37
3985	R	11340 4/5	10-02 East hemi	R	-R- BBC World Service English East Africa	No		6602[Eng]	13901	37
3985	R	11340 4/5	10-02 East hemi	R	-R- BBC English East Asia	No		6632	13904	37
3985	R	11340 4/5	10-02 East hemi	R	-R- BBC English South Asia	No		6642	13905	37
3985	R	11340 4/5	10-02 East hemi	R	-R- BBC World Service English Europe	No		6662[Eng]	13907	37
3985	R	11340 4/5	10-02 East hemi	R	-R- BBC English Middle East	No		6662[Eng]	13908	37
3985	R	11340 4/5	10-02 East hemi	R	-R- BBC World Service English News	No		6692[Eng]	13910	37
3985	R	11340 4/5	10-02 East hemi	R	-R- BBC World Service Arabic	No		6752[Ara]	13916	37
3985	R	11340 4/5	10-02 East hemi	R	-R- BBC World Service Bengali	No		6832	13924	37
3985	R	11340 4/5	10-02 East hemi	R	-R- BBC World Service Burmese	No		6852	13926	37
3985	R	11340 4/5	10-02 East hemi	R	-R- BBC World Service Dari	No		6872[Dar]	13928	37
3985	R	11340 4/5	10-02 East hemi	R	-R- BBC World Service Persian	No		6882[Per]	13929	37
3985	R	11340 4/5	10-02 East hemi	R	-R- BBC World Service French Africa	No		6892[Fre]	13930	37
3985	R	11340 4/5	10-02 East hemi	R	-R- BBC Great Lakes	No		6902[Kin]	13931	37
3985	R	11340 4/5	10-02 East hemi	R	-R- BBC World Service Hindi	No		6922[Hin]	13933	37
