No	Freq	Pol	Beam	SID	Name	Lang
	11727	V	E9B Wide	817	-R- VRT Radio 1	[dut]
	11727	V	E9B Wide	818	-R- VRT Radio 2	[dut]
	11727	V	E9B Wide	819	-R- VRT NMS	[dut]
	11727	V	E9B Wide	820	-R- MNM	[dut]
	11727	V	E9B Wide	821	-R- MNM Hits	[dut]
	11727	V	E9B Wide	822	-R- Studio Brussel	[dut]
	11727	V	E9B Wide	823	-R- Klara	[dut]
	11727	V	E9B Wide	824	-R- Klara Continuo	[dut]
	11727	V	E9B Wide	825	-R- Sporza	[dut]
	11727	V	E9B Wide	826	-R- Q-music	[dut]
	11727	V	E9B Wide	827	-R- Joe FM	[dut]
	11727	V	E9B Wide	828	-R- Nostalgie	[dut]
	11727	V	E9B Wide	829	-R- Radio Continu	[dut]
	11727	V	E9B Wide	830	-R- Groot Nieuws Radio	[dut]
	11727	V	E9B Wide	866	-R- TRT Tamil Oli	[tam]
1	11727	V	E9B Wide	868	The Israeli Network	[heb]
2	11785	H	E9B Wide	204	Channel 21 Shop	[ger]
	11785	H	E9B Wide	213	MTV+	[eng][ger]
3	11785	H	E9B Wide	213	Nickelodeon Deutschland	[eng][ger]
4	11785	H	E9B Wide	216	Comedy Central Deutschland	[ger]
5	11785	H	E9B Wide	228	HSE 24 Extra	[ger]
6	11785	H	E9B Wide	240	BBC World News Europe	[eng]
7	11785	H	E9B Wide	241	Bloomberg TV Europe	[ger]
8	11785	H	E9B Wide	243	Deutsches Musik Fernsehen	[ger]
9	11785	H	E9B Wide	245	ServusTV Deutschland	[ger]
10	11785	H	E9B Wide	246	Deluxe Music	[ger]
11	11804	V	E9B Wide	401	Reaper	[eng]
12	11804	V	E9B Wide	402	Slate HD test card	[eng]
	11823	H	E9B Wide	1610	-R- Ros & Ros	[ita]
	11823	H	E9B Wide	1620	-R- Ros & Ros Selex	[ita]
	11823	H	E9B Wide	1630	-R- Radio Carrefour Iper	[ita]
	11823	H	E9B Wide	1640	-R- Radio Carrefour Market	[ita]
	11823	H	E9B Wide	1700	-R- Radio China FM	[ita]
	11823	H	E9B Wide	1810	Sisal TV 1	[ita]
	11823	H	E9B Wide	1820	Sisal TV 2	[ita]
	11823	H	E9B Wide	1830	Sisal TV 3	[ita]
	11823	H	E9B Wide	1840	Sisal TV 4	[ita]
	11823	H	E9B Wide	1850	Sisal TV 5	[ita]
13	11823	H	E9B Wide	1860	NLM TV (New Living Ministries)	[tam]
14	11823	H	E9B Wide	1870	Italy Service 3	[ita]
15	11823	H	E9B Wide	1870	Italy Service 5	[ita]
	11823	H	E9B Wide	1880	-R- Radio We 2020	[ita]
	11881	V	E9B Wide	3503	Rai Italia Africa	[ita]
16	11881	V	E9B Wide	3509	RTI 1	[fre]
	11881	V	E9B Wide	3509	-R- Radio Côte d'Ivoire	[fre]
	11881	V	E9B Wide	3511	Eurobet 11 HD	[ita]
	11881	V	E9B Wide	3512	Eurobet 12 HD	[ita]
	11881	V	E9B Wide	3513	Eurobet 13 HD	[ita]
	11881	V	E9B Wide	3514	Eurobet 14 HD	[ita]
17	11881	V	E9B Wide	3515	ORTB TV	[fre]
18	11881	V	E9B Wide	3519	RTS 1 Senegal	[fre]
	11881	V	E9B Wide	3520	-R- Radio Sénégal International	[fre]
	11881	V	E9B Wide	3521	OPAP VG1 HD	[gre]
	11881	V	E9B Wide	3522	OPAP MG HD	[gre]
19	11881	V	E9B Wide	3523	OPAP HR	[gre]
	11881	V	E9B Wide	3525	MCM Top	[fre]
	11900	H	E9B Wide	14	Trace Sports HD	[eng][fre][rus]
	11900	H	E9B Wide	15	Trace Urban English HD	[eng]
20	11900	H	E9B Wide	20	TVT International	[fre]
	11900	H	E9B Wide	21	-R- Radio Lomé	[fre]
	11900	H	E9B Wide	22	-R- Radio Kara	[fre]
21	11900	H	E9B Wide	23	RTB TV	[fre]
	11900	H	E9B Wide	24	-R- RTB Radio	[fre]
22	11900	H	E9B Wide	101	RTS 2 Senegal	[fre]
	11900	H	E9B Wide	111	Better 1 HD	[eng]
	11900	H	E9B Wide	112	Better 2 HD	[eng]
	11900	H	E9B Wide	113	Better 3	[eng]
	11900	H	E9B Wide	114	Better 4	[eng]
23	11900	H	E9B Wide	233	EbS HD Europe by Satellite	[bul][cze][dan][dut][eng][est][fin][fre][ger][gre][hrv][hun][iri][ita][lat][lit][mlt][org][pol][por][rum][slo][spa][swe]
24	11900	H	E9B Wide	433	EbS+ HD	[bul][cze][dan][dut][eng][est][fin][fre][ger][gre][hrv][hun][iri][ita][lat][lit][mlt][org][pol][por][rum][slo][spa][swe]
