No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	10758	V	30000	3/4	311	Amos 3 Europe	0	1	0	0	1
	10925	V	27500	5/6	113	Amos 3 MiddleEast	0	3	0	0	3
	11052	H	8520	2/3		Amos 7 MiddleEast	0	2	0	0	2
	11061	H	4500	1/2		Amos 7 MiddleEast	0	2	0	0	2
	11113	H	8518	3/4		Amos 7 MiddleEast	9	2	0	0	11
	11140	H	30000	3/4	204	Amos 3 Europe	6	13	0	0	19
	11175	H	30000	3/4	204	Amos 3 Europe	2	13	0	0	15
	11304	H	8888	3/4	9	Amos 3 Europe	1	2	0	0	3
	11350	H	17333	2/3	9	Amos 3 Europe	0	5	0	0	5
	11425	H	30000	3/4	10	Amos 3 Europe	0	1	0	0	1
	11541	H	3703	3/4		Amos 7 MiddleEast	0	3	0	0	3
	12297	H	45000	2/3		Amos 7 CEE	0	6	0	0	6
	12340	H	17900	3/4		Amos 7 CEE	1	6	0	0	7
	12410	H	20833	7/8		Amos 7 CEE	0	13	0	0	13
	12515	H	1667	3/4		Amos 7 CEE	1	0	0	0	1
