No	Freq	Pol	Beam	SID	Name	Lang
1	10719	V	HB-13C	4409	TVP Info HD	[pol]
	10727	H	HB-13E	4601	4K Universe	[eng]
	10727	H	HB-13E	4602	NASA UHD	[eng]
	10727	H	HB-13E	4603	TravelXP 4K	[cze][eng][ger]
	10727	H	HB-13E	4604	Museum 4K	[eng][fre][pol]
2	10758	V	HB-13C	17023	Stars TV	[pol]
3	10758	V	HB-13C	17037	4fun TV	[pol]
4	10758	V	HB-13C	17038	4Fun Gold Hits	[pol]
5	10758	V	HB-13C	17039	4fun Dance	[pol]
6	10758	V	HB-13C	17051	Eska TV Extra	[pol]
7	10775	H	HB-13E	1506	IRINN	[per]
8	10775	H	HB-13E	1508	IRIB Quran	[per]
9	10775	H	HB-13E	1514	iFilm TV	[ara][per]
10	10775	H	HB-13E	1520	IRIB Nasim	[per]
11	10775	H	HB-13E	1521	Jame-Jam TV Network	[far][per]
12	10775	H	HB-13E	1522	Jame-Jam TV 2	[per]
13	10775	H	HB-13E	1523	Jame-Jam TV 3	[per]
14	10775	H	HB-13E	1526	Sahar Balkan (Bosanski)	[bos]
15	10775	H	HB-13E	1527	Sahar Azeri	[aze]
16	10775	H	HB-13E	1528	Sahar Urdu	[urd]
17	10775	H	HB-13E	1529	Sahar Kurdi	[kur]
18	10775	H	HB-13E	1530	Alkawthar TV	[ara]
19	10775	H	HB-13E	1531	Press TV HD	[eng]
20	10775	H	HB-13E	1532	Hispan TV	[spa]
21	10775	H	HB-13E	1533	iFilm English	[eng][per]
22	10796	V	HB-13C	15704	TV Silesia	[pol]
	10796	V	HB-13C	15715	Platforma Canal+ test card	[pol]
23	10815	H	HB-13B	17308	VOTV (Vozrojdenie TV)	[ukr]
24	10815	H	HB-13B	17311	BVN TV Europa	[dut]
25	10815	H	HB-13B	17312	CNL	[rus]
26	10815	H	HB-13B	17315	Fashion One	[eng]
27	10815	H	HB-13B	17317	TBN Rossiya	[rus]
28	10815	H	HB-13B	17320	Thai TV Global Network	[tha]
29	10815	H	HB-13B	17337	TVK	[kh]
30	10815	H	HB-13B	17373	The Word Network	[eng]
31	10834	V	HB-13C	3509	Red Carpet TV HD	[pol]
32	10873	V	HB-13C	1	Al Maghribia HD (5)	[ara]
33	10873	V	HB-13C	2	Al Aoula Laayoune HD (1)	[ara]
34	10873	V	HB-13C	3	Al Aoula Inter HD (1)	[ara]
35	10873	V	HB-13C	4	Athaqafia HD (4)	[ara]
36	10873	V	HB-13C	5	Al Aoula Inter (1)	[ara]
37	10873	V	HB-13C	6	Assadissa HD (6)	[ara]
38	10873	V	HB-13C	8	Medi 1 TV	[ara]
39	10873	V	HB-13C	10	Arryadia (3)	[ara]
	10873	V	HB-13C	31	Arryadia HD (3)	[ara]
40	10873	V	HB-13C	241	Tamazight HD (8)	[ber][tam][tar]
42	10930	H	HB-13C	41	Kazakh TV HD	[eng][kaz][kir][rus][uzb]
	10930	H	HB-13C	50	Shant TV Premium HD	[arm]
	10930	H	HB-13C	51	Shant Music HD	[arm]
	10930	H	HB-13C	52	Shant Serial HD	[arm]
43	10930	H	HB-13C	1731	HSE 24 Italia	[ita]
	10930	H	HB-13C	16901	DTV HD	[eng][fre][pol][spa]
	10930	H	HB-13C	16910	La Une HD	[eng][fre]
	10930	H	HB-13C	16911	La Deux	[fre]
	10930	H	HB-13C	16912	La Trois	[fre]
	10930	H	HB-13C	16913	RTL-TVi HD	[fre]
	10930	H	HB-13C	16914	Club-RTL	[fre]
	10930	H	HB-13C	16915	Plug-RTL	[fre]
44	10930	H	HB-13C	16924	UA TV	[ukr]
	10930	H	HB-13C	16925	Baby TV Europe	[dut][eng][fre][ger][ita][pol][por][spa][tur]
	10930	H	HB-13C	16928	HHD	[eng]
	10930	H	HB-13C	16929	BH	[eng]
	10930	H	HB-13C	16930	PTV HD	[eng]
	10930	H	HB-13C	16931	HHD Pol	[eng]
	10930	H	HB-13C	16933	PTV HD Pol	[eng]
45	10949	V	HB-13B	7456	Al Hiwar HD	[ara]
	10949	V	HB-13B	7461	BTV Europe	
46	10949	V	HB-13B	7462	EWTN UK & Ireland	[eng]
47	10949	V	HB-13B	7463	CNBC Europe	[eng]
	10992	V	HB-13C	8501	Rai 3 TGR FVG	[ita][org]
	10992	V	HB-13C	8502	Rai Movie	[ita]
48	10992	V	HB-13C	8511	Rai 1	[ita]
49	10992	V	HB-13C	8512	Rai 2	[ita]
50	10992	V	HB-13C	8513	Rai 3	[ita]
	10992	V	HB-13C	8514	Rai 4	[ita]
51	10992	V	HB-13C	8516	RAI News 24	[ita]
	11013	H	HB-13C	17712	Rai Gulp HD	[ita]
	11013	H	HB-13C	17713	Rai YoYo HD	[ita]
	11013	H	HB-13C	17714	Rai 4K	[eng][ita]
	11013	H	HB-13C	17715	Rai Scuola HD	[ita]
	11013	H	HB-13C	17716	Rai 4 HD	[eng][ita]
	11013	H	HB-13C	17717	Rai Premium HD	[ita]
	11013	H	HB-13C	17718	Rai Movie HD	[eng][ita]
52	11034	V	HB-13C	1701	Algérie 5 (TV Coran)	[ara]
53	11034	V	HB-13C	1702	Algérie 4 (TV Tamazight)	[ber]
54	11034	V	HB-13C	1703	TNT International	[rus]
55	11034	V	HB-13C	1704	112 Ukraine HD	[ukr]
56	11034	V	HB-13C	1705	2M Monde	[ara]
57	11034	V	HB-13C	1706	CGTN	[eng]
58	11034	V	HB-13C	1707	TV Rus	[rus]
59	11034	V	HB-13C	1708	RTR Planeta	[rus]
60	11034	V	HB-13C	1709	BestMarket	[rus]
61	11034	V	HB-13C	1710	Rossiya 24	[rus]
62	11034	V	HB-13C	1713	NTV Mir	[rus]
63	11034	V	HB-13C	1717	Ganj e Hozour TV	[per]
64	11034	V	HB-13C	1718	8 Kanal International Russia	[rus]
65	11054	H	HB-13B	8003	Artı TV	[tur]
66	11054	H	HB-13B	8004	MC EU	[tur]
67	11054	H	HB-13B	8011	Media Broadcast promo	
68	11054	H	HB-13B	8021	Jin TV HD	[kur]
69	11054	H	HB-13B	8027	Can TV HD	[tur]
70	11054	H	HB-13B	8031	Iran e Aryaee TV	[per]
76	11075	V	HB-13B	3710	Aristo TV	[ger]
77	11075	V	HB-13B	3711	Anixe Plus HD	[ger]
78	11075	V	HB-13B	3712	Anixe HD Serie	[ger]
79	11075	V	HB-13B	3715	TVP Polonia	[pol]
80	11137	H	HB-13C	7302	Bloomberg TV Europe	[eng]
81	11137	H	HB-13C	7305	Al Jazeera English	[eng]
