Freq	Pol	SR	Beam	Type	Channel Name	FTA	V.PID	A.PID	SID	Row
10762	H	30000 3/5	E16A Europe B	TV	Top News	Yes	1711	1712[Alb]	902	1
10762	H	30000 3/5	E16A Europe B	TV	BCTV Europe	Yes	1301	1302[Alb]	1300	1
10762	H	30000 3/5	E16A Europe B	R	-R- Top Albania Radio	No		5001[Alb]	920	1
10762	H	30000 3/5	E16A Europe B	R	-R- Top Gold	No		1713[Alb]	1510	1
10762	H	30000 3/5	E16A Europe B	R	-R- Top Gold	No		1024[Alb]		1
10804	H	29950 2/3	E16A Europe B	TV	Euronews Albania HD	Yes	2001	2002[Alb]	2000	7
10804	H	29950 2/3	E16A Europe B	R	-R- My Music Radio	No		2243[Alb]	921	7
10804	H	29950 2/3	E16A Europe B	R	-R- NRG Radio	No		2764	2411	7
10804	H	29950 2/3	E16A Europe B	R	-R- Radio	No		5001[Alb]	NO-SID	7
10804	H	30000 3/4	E16A Africa	TV	Vision 4	Yes	1011	1012[Fre]	101	12
10804	H	30000 3/4	E16A Africa	TV	2S TV	Yes	1021	1022[Fre]	102	12
10804	H	30000 3/4	E16A Africa	TV	Alwilayah TV Hausa	Yes	1031	1032[Hau]	103	12
10804	H	30000 3/4	E16A Africa	TV	CRTV	Yes	1041	1042[Fre]	104	12
10804	H	30000 3/4	E16A Africa	TV	Hadi TV 5	Yes	1051	1052[Hau]	105	12
10804	H	30000 3/4	E16A Africa	TV	Emirem TV (Eglise Missionnaire du Réveil Mondial)	Yes	1071	1072[Fre]	107	12
10804	H	30000 3/4	E16A Africa	TV	CRTV News	Yes	1081	1082[Fre]	108	12
10804	H	30000 3/4	E16A Africa	TV	Canal 2 English	Yes	1111	1112[Eng]	111	12
10804	H	30000 3/4	E16A Africa	TV	Wisal Hausa TV	Yes	1121	1122[Hau]	112	12
10804	H	30000 3/4	E16A Africa	TV	Label TV	Yes	1131	1132[Fre]	113	12
10804	H	30000 3/4	E16A Africa	TV	Christ Live	Yes	1141	1142[Fre]	114	12
10804	H	30000 3/4	E16A Africa	TV	RTB TV	Yes	1151	1152[Fre]	115	12
10804	H	30000 3/4	E16A Africa	TV	Vision 4 RCA	Yes	1171	1172[Fre]	117	12
10804	H	30000 3/4	E16A Africa	TV	LMTV (Lumiere du Monde TV)	Yes	1211	1212[Fre]	121	12
10804	H	30000 3/4	E16A Africa	TV	Arewa24	Yes	1311	1312[Hau]	131	12
10804	H	30000 3/4	E16A Africa	TV	Burkina Info TV	Yes	1321	1322[Fre]	132	12
10804	H	30000 3/4	E16A Africa	TV	ORTB TV Benin	Yes	2011	2012[Fre]	201	12
10804	H	30000 3/4	E16A Africa	TV	Golfe TV International	Yes	2041	2042[Fre]	204	12
10804	H	30000 3/4	E16A Africa	TV	France 24 Français	Yes	2051	2052[Fre]	205	12
10804	H	30000 3/4	E16A Africa	TV	Asonga Telévision	Yes	2061	2062[Spa]	206	12
