Freq	Pol	SR	Beam	Type	Channel Name	FTA	V.PID	A.PID	SID	Row
3663	L	5300 2/3	SES-5 Hemi	R	-R- Ray Power FM	No		1065[Eng]	2	3
3663	L	5300 2/3	SES-5 Hemi	R	-R- Ray Power Abuja	No		1063[Eng]	3	3
3668	L	2000 2/3	SES-5 Hemi	R	-R- Ray Power 106.5 FM	No		4114[Eng]	2	6
3701	L	5000 5/6	SES-5 Hemi	TV	TVC News Nigeria	Yes	613	5112[Eng]	1	14
3701	L	5000 5/6	SES-5 Hemi	TV	TVC Entertainment	Yes	713	6112[Eng]	2	14
3800	L	27500 2/3	SES-5 Hemi	TV	AFN Prime Atlantic HD	No	1265	1225[Eng]	102	22
3800	L	27500 2/3	SES-5 Hemi	TV	AFN News HD	No	1565	1525[Eng]	103	22
3800	L	27500 2/3	SES-5 Hemi	TV	AFN Sports HD	No	1165	1125[Eng]	104	22
3800	L	27500 2/3	SES-5 Hemi	TV	AFN Prime Pacific HD	No	1465	1425[Eng]	105	22
3800	L	27500 2/3	SES-5 Hemi	TV	AFN Spectrum HD	No	1365	1325[Eng]	106	22
3800	L	27500 2/3	SES-5 Hemi	TV	AFN Sports 2 HD	No	1665	1625[Eng]	107	22
3800	L	27500 2/3	SES-5 Hemi	TV	AFN Pulse HD (timesharing)	No	1965	1925[Eng]	108	22
3800	L	27500 2/3	SES-5 Hemi	TV	AFN Family HD (timesharing)	No	1965	1925[Eng]	108	22
3800	L	27500 2/3	SES-5 Hemi	TV	AFN Movie HD	No	1065	1025[Eng]	109	22
3800	L	27500 2/3	SES-5 Hemi	TV	test card	No	1760	1720[Eng]	401	22
3800	L	27500 2/3	SES-5 Hemi	TV	AFN test card	No	1860	1820[Eng]	402	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN The Eagle Atlantic	No		1737[Eng]	120	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN The Voice	No		1337[Eng]	121	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN PowerTalk	No		1730[Eng]	122	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN Clutch Sports Radio	No		1127[Eng]	123	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN Fans	No		1135[Eng]	124	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- Hot AC/Today's Best Hits	No		1727[Eng]	125	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN Legacy	No		1427[Eng]	126	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN's Joe Radio	No		1537[Eng]	127	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- Gravity	No		1327[Eng]	128	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- Today's Best Country	No		1535[Eng]	129	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- NPR	No		1237[Eng]	130	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN Seasonal	No		1726[Eng]	131	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- The Contingency Channel	No		1402[Eng]	132	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN Freedom Radio	No		1527[Eng]	133	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN The Eagle Aviano	No		1927[Eng]	135	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN The Eagle Bavaria	No		1830[Eng]	136	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN The Eagle Benelux	No		1235[Eng]	137	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN The Eagle Incirlik	No		1627[Eng]	138	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN The Eagle Kaiserslautern	No		1832[Eng]	139	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN The Eagle Naples	No		1437[Eng]	140	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN The Eagle Rota	No		1435[Eng]	141	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN The Eagle Souda Bay	No		1227[Eng]	142	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN The Eagle Spangdahlem	No		1027[Eng]	143	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN The Eagle Stuttgart	No		1937[Eng]	144	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN The Eagle Vicenza	No		1032[Eng]	145	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- AFN The Eagle Wiesbaden	No		1930[Eng]	146	22
3800	L	27500 2/3	SES-5 Hemi	R	-R- Sembach Afternoon Radio	No		1940[Eng]	148	22
3850	R	2400 2/3	SES-5 Hemi	R	-R- Times Radio	No		[Eng]	102	63
11345	H	30000 3/4	SES-5 Nordic	TV	SBN International	No	2876	2877[Eng]	2875	87
11345	V	30000 3/4	SES-5 Nordic	R	-R- DR Klassisk	No		1777[Dan]	1776	89
11345	V	30000 3/4	SES-5 Nordic	R	-R- DR P3	No		1779[Dan]	1778	89
11345	V	30000 3/4	SES-5 Nordic	R	-R- DR P1	No		1799[Dan]	1798	89
11727	H	27500 3/4	SES-5 Sub Saharan Africa	TV	Zuku Zone	No	1010	1011[Eng]	1	96
11747	V	30000 3/4	Astra-4A BSS Europe	TV	Tellytrack International	No	100	256[Eng]	7605	98
11747	V	30000 3/4	Astra-4A BSS Europe	TV	ZIK HD Ukraine	Yes	7611	7612[Ukr]	7610	98
11747	V	30000 3/4	Astra-4A BSS Europe	TV	ZIK (Mist TV Lviv)	Yes	7616	7617[Ukr]	7615	98
11747	V	30000 3/4	Astra-4A BSS Europe	TV	Svoboda	No	7621	7622[Rus]	7620	98
11747	V	30000 3/4	Astra-4A BSS Europe	TV	5 Kanal Ukraine	Yes	7626	7627[Ukr]	7625	98
11747	V	30000 3/4	Astra-4A BSS Europe	TV	News One HD	Yes	7631	7632[Ukr]	7630	98
11747	V	30000 3/4	Astra-4A BSS Europe	TV	4 Kanal	Yes	7641	7642[Ukr]	7640	98
11747	V	30000 3/4	Astra-4A BSS Europe	TV	Svarozhichi	Yes	7646	7647[Ukr]	7645	98
11747	V	30000 3/4	Astra-4A BSS Europe	TV	ERC (European Racing Channel)	No	7651	7652[Eng]	7650	98
11747	V	30000 3/4	Astra-4A BSS Europe	TV	Pershij Nezalezhnij	Yes	7661	7662[Ukr]	7660	98
11747	V	30000 3/4	Astra-4A BSS Europe	TV	TV5 Zaporizhya	Yes	7666	7667[Ukr]	7665	98
11747	V	30000 3/4	Astra-4A BSS Europe	TV	Zoryanij	Yes	7671	7672[Ukr]	7670	98
11747	V	30000 3/4	Astra-4A BSS Europe	TV	Donbass online	Yes	7676	7677[Ukr]	7675	98
11747	V	30000 3/4	Astra-4A BSS Europe	TV	ATR HD	Yes	7681	7682[Ukr]	7680	98
11747	V	30000 3/4	Astra-4A BSS Europe	TV	Obozrevatel TV (Oboz TV)	Yes	7686	7687[Ukr]	7685	98
11747	V	30000 3/4	Astra-4A BSS Europe	TV	English Club TV HD	No	7691	7692[Ukr]	7690	98
11747	V	27500 2/3	SES-5 Sub Saharan Africa	TV	ARY QTV	Yes	2400	2401[Urd]		115
11766	H	27500 2/3	Astra-4A BSS Europe	TV	1+1	No	1001	1002[Ukr]	6100	117
11766	H	27500 2/3	Astra-4A BSS Europe	TV	1+1 HD	No	1011	1012[Ukr]	6101	117
11766	H	27500 2/3	Astra-4A BSS Europe	TV	Kvartal TV	No	1081	1082[Ukr]|1083[Rus]	6108	117
11766	H	27500 2/3	Astra-4A BSS Europe	TV	TET	No	1101	1102[Ukr]	6110	117
11766	H	27500 2/3	Astra-4A BSS Europe	TV	Plus Plus	No	1121	1122[Ukr]	6112	117
