Freq	Pol	SR	Beam	Type	Channel Name	FTA	V.PID	A.PID	SID	Row
11175	H	30000 3/4	Amos 3 Europe	TV	24 Ukraine	Yes	4194	4195[Ukr]|4196[Ukr]	8	64
11175	H	30000 3/4	Amos 3 Europe	TV	Eko TV	Yes	42	2306[Ukr]	9	64
11175	H	30000 3/4	Amos 3 Europe	TV	Pryamiy	Yes	4097	4098[Ukr]	10	64
11175	H	30000 3/4	Amos 3 Europe	TV	Telekanal OTSE	No	129	130[Ukr]	11	64
11175	H	30000 3/4	Amos 3 Europe	TV	Pershiy Nacionalniy (UA)	Yes	305	306[Ukr]	13	64
11175	H	30000 3/4	Amos 3 Europe	TV	UA Krym	Yes	321	322[Ukr]	14	64
11175	H	30000 3/4	Amos 3 Europe	R	-R- Lux FM	No		4197[Ukr]	8	64
11175	H	30000 3/4	Amos 3 Europe	R	-R- Radio Maximum	No		4199[Ukr]	8	64
11304	H	8888 3/4	Amos 3 Europe	TV	Hír TV	No	200	201[Hun]	2	84
11304	H	8888 3/4	Amos 3 Europe	TV	Da Vinci	No	900	901[Pol]|902[Org]|903[Hun]|904[Ukr]|905[Rus]	9	84
11304	H	8888 3/4	Amos 3 Europe	R	-R- Karc FM 105,9	No		1001[Hun]	10	84
11350	H	17333 2/3	Amos 3 Europe	TV	Tippmix élo 1	No	101	102[Hun]	1	92
11350	H	17333 2/3	Amos 3 Europe	TV	Tippmix élo 2	No	201	202[Hun]	2	92
11350	H	17333 2/3	Amos 3 Europe	TV	Tippmix élo 3	No	301	302[Hun]	3	92
11350	H	17333 2/3	Amos 3 Europe	TV	Tippmix élo 4	No	401	402[Hun]	4	92
11350	H	17333 2/3	Amos 3 Europe	TV	Tippmix élo 5	No	501	502[Hun]	5	92
11425	H	30000 3/4	Amos 3 Europe	TV	Teszt	No	481	482[Hun]	1800	99
11541	H	3703 3/4	Amos 7 MiddleEast	TV	SBN International	No	2001	3001[Eng]	1	108
11541	H	3703 3/4	Amos 7 MiddleEast	TV	TBN Shalom (TBN Rossiya)	Yes	2002	3002[Rus]	2	108
11541	H	3703 3/4	Amos 7 MiddleEast	TV	The Word Network	No	2004	3004[Eng]	4	108
12297	H	45000 2/3	Amos 7 CEE	TV	Telekanal STB HD	No	3111	3112[Ukr]	1	129
12297	H	45000 2/3	Amos 7 CEE	TV	ICTV HD	No	3121	3122[Ukr]|3123[Ukr]	2	129
12297	H	45000 2/3	Amos 7 CEE	TV	Novy Kanal HD	No	3131	3132[Ukr]	3	129
12297	H	45000 2/3	Amos 7 CEE	TV	M1 HD Ukraine	No	3141	3142[Ukr]|3143[Ukr]	4	129
12297	H	45000 2/3	Amos 7 CEE	TV	M2 Estrada HD	No	3151	3152[Ukr]	5	129
12297	H	45000 2/3	Amos 7 CEE	TV	Telekanal OTSE HD	No	3161	3162[Ukr]	6	129
12340	H	17900 3/4	Amos 7 CEE	TV	Setanta Sports Ukraine HD	No	4113	4114[Ukr]|4117[Rus]	1	136
12340	H	17900 3/4	Amos 7 CEE	TV	12 kanal (Lutsk)	Yes	4193	4194[Ukr]	6	136
12340	H	17900 3/4	Amos 7 CEE	TV	ATR HD	Yes	4209	4210[Ukr]	7	136
12340	H	17900 3/4	Amos 7 CEE	TV	ATR	Yes	4225	4226[Ukr]	8	136
12340	H	17900 3/4	Amos 7 CEE	TV	Lale	Yes	4241	4242[Ukr]	9	136
12340	H	17900 3/4	Amos 7 CEE	R	-R- Meydan FM	No		6673[Ukr]	101	136
12340	H	17900 3/4	Amos 7 CEE	TV	DiogeneHendrik20.09.2018	No	3333 3/4	Romania[TV]		136
12410	H	20833 7/8	Amos 7 CEE	TV	Pershiy Zaxidniy	Yes	4113	4114[Ukr]	1	149
12410	H	20833 7/8	Amos 7 CEE	TV	Telekanal Vozrojdenie	Yes	4129	4130[Ukr]	2	149
12410	H	20833 7/8	Amos 7 CEE	TV	4 Kanal Ukraine	Yes	4145	4146[Ukr]	3	149
12410	H	20833 7/8	Amos 7 CEE	TV	Boutique TV	Yes	4161	4162[Ukr]	4	149
12410	H	20833 7/8	Amos 7 CEE	TV	ChePe.info	Yes	4177	4178[Ukr]	5	149
12410	H	20833 7/8	Amos 7 CEE	TV	Black Sea TV	Yes	4193	4194[Ukr]	6	149
12410	H	20833 7/8	Amos 7 CEE	TV	Malyatko TV	Yes	4209	4210[Ukr]	7	149
12410	H	20833 7/8	Amos 7 CEE	TV	Televsesvit	Yes	4225	4226[Ukr]	8	149
12410	H	20833 7/8	Amos 7 CEE	TV	Galychyna	Yes	4241	4242[Ukr]	9	149
12410	H	20833 7/8	Amos 7 CEE	TV	Donechchina TV	Yes	4353	4354[Ukr]	10	149
12410	H	20833 7/8	Amos 7 CEE	TV	Pravda Tyt	Yes	4369	4370[Ukr]	11	149
12410	H	20833 7/8	Amos 7 CEE	TV	8 Kanal Ukraine	Yes	4385	4386[Ukr]	12	149
12410	H	20833 7/8	Amos 7 CEE	TV	Genuine TV	No	4401	4402	13	149
12515	H	1667 3/4	Amos 7 CEE	R	-R- RASD Radio	No		514[Ara]	2	163
