No	Freq	Pol	Beam	SID	Name	Lang
	10714	H	2E UK	9211	Channel 4 London	[eng]
	10714	H	2E UK	9212	Channel 4 South & East	[eng]
	10714	H	2E UK	9213	Channel 4 Midlands	[eng]
	10714	H	2E UK	9214	Channel 4 North	[eng]
	10714	H	2E UK	9215	Channel 4 Northern Ireland	[eng]
	10714	H	2E UK	9216	Channel 4 Scotland	[eng]
	10714	H	2E UK	9220	Film 4	[eng]
	10714	H	2E UK	9230	More 4 UK +1	[eng]
	10714	H	2E UK	9241	E4 UK	[eng]
	10758	V	2E UK	10060	ITV London	[eng]
	10758	V	2E UK	10070	ITV 2	[eng]
	10758	V	2E UK	10071	CITV U.K (07-19)	[eng]
	10758	V	2E UK	10072	ITV 4	[eng]
	10758	V	2E UK	10073	ITV 4	[eng]
	10758	V	2E UK	10075	ITV Be	[eng]
	10758	V	2E UK	10080	ITV Granada TV	[eng]
	10758	V	2E UK	10090	ITV Anglia East	[eng]
	10758	V	2E UK	10091	ITV Anglia East +1	[eng]
	10758	V	2E UK	10100	ITV Central West	[eng]
	10758	V	2E UK	10101	ITV Meridian South East +1	[eng]
	10773	H	2E UK	6301	BBC One London	[eng]
	10773	H	2E UK	6302	BBC Two	[eng]
	10773	H	2E UK	6316	BBC Four (19-03)	[eng]
	10773	H	2E UK	6318	CBeebies UK (06-19)	[eng]
	10773	H	2E UK	6341	BBC One West	[eng]
	10773	H	2E UK	6351	BBC One Cambridge	[eng]
	10773	H	2E UK	6361	BBC One Channel Islands	[eng]
	10773	H	2E UK	6390	BBC Red Button 1	[eng]
	10788	V	2E UK	10301	BBC One West Midlands	[eng]
	10788	V	2E UK	10303	BBC One East Yorkshire & Lincolnshire	[eng]
	10788	V	2E UK	10305	BBC One East Midlands	[eng]
	10788	V	2E UK	10306	BBC One East Norwich	[eng]
	10788	V	2E UK	10307	BBC Parliament	[eng]
	10788	V	2E UK	10311	BBC One Wales	[eng]
	10788	V	2E UK	10312	BBC Two Wales	[eng]
	10788	V	2E UK	10380	-R- BBC Radio 3	[eng]
	10788	V	2E UK	10381	-R- BBC Radio 4 FM	[eng]
	10788	V	2E UK	10382	-R- BBC Radio 4 LW	[eng]
	10788	V	2E UK	10383	-R- BBC Radio 6 Music	[eng]
	10788	V	2E UK	10384	-R- BBC Radio 4 Extra	[eng]
	10788	V	2E UK	10385	-R- BBC World Service Europe	[eng]
	10788	V	2E UK	10386	-R- BBC Radio Scotland AM	[eng]
	10788	V	2E UK	10387	-R- BBC Radio nan Gaidheal	[sco]
	10788	V	2E UK	10388	-R- BBC Radio Wales FM	[eng]
	10788	V	2E UK	10389	-R- BBC Radio Cymru	[we]
	10788	V	2E UK	10390	-R- BBC Radio Ulster FM	[eng]
	10788	V	2E UK	10391	-R- BBC Radio Foyle	[eng]
	10803	H	2E UK	6401	-R- BBC Radio Five Live	[eng]
	10803	H	2E UK	6421	BBC One Scotland	[eng]
	10803	H	2E UK	6422	BBC Scotland	[eng]
	10803	H	2E UK	6424	BBC Alba	[gae]
	10803	H	2E UK	6441	BBC One North West	[eng]
	10803	H	2E UK	6450	-R- BBC Radio 1	[eng]
	10803	H	2E UK	6451	BBC One Yorkshire & North Midlands	[eng]
	10803	H	2E UK	6452	-R- BBC Radio 2	[eng]
	10803	H	2E UK	6454	-R- BBC Radio Cymru 2	[we]
	10803	H	2E UK	6460	-R- BBC Asian Network	[eng]
	10803	H	2E UK	6461	BBC One South East	[eng]
	10803	H	2E UK	6464	-R- BBC Radio Five Live Sports Extra	[eng]
	10803	H	2E UK	6466	-R- BBC Radio 1 Extra	[eng]
	10803	H	2E UK	6470	-R- BBC London 94.9 FM	[eng]
	10803	H	2E UK	6471	BBC One NE & Cumbria	[eng]
	10818	V	2E UK	10352	CBBC (08-19)	[eng]
