Freq	Pol	SR	Beam	Type	Channel Name	FTA	V.PID	A.PID	SID	Row
10719	V	27500 3/4	HB-13C	TV	TVP Info HD	Yes	168	112[Pol]	4409	0
10727	H	30000 3/4	HB-13E	TV	4K Universe	No	257	258[Eng]	4601	2
10727	H	30000 3/4	HB-13E	TV	NASA UHD	No	357	358[Eng]	4602	2
10727	H	30000 3/4	HB-13E	TV	TravelXP 4K	No	457	458[Eng]|459[Cze]|469[Ger]	4603	2
10727	H	30000 3/4	HB-13E	TV	Museum 4K	No	6041	6042[Eng]|6043[Fre]|6044[Eng]|6045[Pol]|6046[Eng]	4604	2
10758	V	27500 3/4	HB-13C	TV	Stars TV	Yes	291	547[Pol]	17023	7
10758	V	27500 3/4	HB-13C	TV	4fun TV	Yes	265	521[Pol]	17037	7
10758	V	27500 3/4	HB-13C	TV	4Fun Gold Hits	Yes	276	532[Pol]	17038	7
10758	V	27500 3/4	HB-13C	TV	4fun Dance	Yes	280	536[Pol]	17039	7
10758	V	27500 3/4	HB-13C	TV	Eska TV Extra	Yes	337	593[Pol]	17051	7
10775	H	29900 3/5	HB-13E	TV	IRINN	Yes	1060	1061[Per]|1062[Per]	1506	13
10775	H	29900 3/5	HB-13E	TV	IRIB Quran	Yes	1080	1081[Per]	1508	13
10775	H	29900 3/5	HB-13E	TV	iFilm TV	Yes	1140	1141[Per]|1142[Ara]	1514	13
10775	H	29900 3/5	HB-13E	TV	IRIB Nasim	Yes	1200	1201[Per]	1520	13
10775	H	29900 3/5	HB-13E	TV	Jame-Jam TV Network	Yes	1210	1211[Far]|1212[Per]	1521	13
10775	H	29900 3/5	HB-13E	TV	Jame-Jam TV 2	Yes	1220	1221[Per]	1522	13
10775	H	29900 3/5	HB-13E	TV	Jame-Jam TV 3	Yes	1230	1231[Per]	1523	13
10775	H	29900 3/5	HB-13E	TV	Sahar Balkan (Bosanski)	Yes	1260	1261[Bos]	1526	13
10775	H	29900 3/5	HB-13E	TV	Sahar Azeri	Yes	1270	1271[Aze]	1527	13
10775	H	29900 3/5	HB-13E	TV	Sahar Urdu	Yes	1280	1281[Urd]	1528	13
10775	H	29900 3/5	HB-13E	TV	Sahar Kurdi	Yes	1290	1291[Kur]	1529	13
10775	H	29900 3/5	HB-13E	TV	Alkawthar TV	Yes	1300	1301[Ara]	1530	13
10775	H	29900 3/5	HB-13E	TV	Press TV HD	Yes	1310	1311[Eng]	1531	13
10775	H	29900 3/5	HB-13E	TV	Hispan TV	Yes	1320	1321[Spa]	1532	13
10775	H	29900 3/5	HB-13E	TV	iFilm English	Yes	1330	1331[Eng]|1332[Per]	1533	13
10796	V	27500 3/4	HB-13C	TV	TV Silesia	Yes	163	92[Pol]	15704	29
10796	V	27500 3/4	HB-13C	TV	Platforma Canal+ test card	No	174	136[Pol]	15715	29
10815	H	27500 5/6	HB-13B	TV	VOTV (Vozrojdenie TV)	Yes	2008	3008[Ukr]	17308	32
10815	H	27500 5/6	HB-13B	TV	BVN TV Europa	Yes	2011	3011[Dut]	17311	32
10815	H	27500 5/6	HB-13B	TV	CNL	Yes	2012	3012[Rus]	17312	32
10815	H	27500 5/6	HB-13B	TV	Fashion One	No	2015	3015[Eng]	17315	32
10815	H	27500 5/6	HB-13B	TV	TBN Rossiya	Yes	2017	3017[Rus]	17317	32
10815	H	27500 5/6	HB-13B	TV	Thai TV Global Network	Yes	2020	3020[Tha]	17320	32
10815	H	27500 5/6	HB-13B	TV	TVK	Yes	2037	3037[Kh]	17337	32
10815	H	27500 5/6	HB-13B	TV	The Word Network	No	2073	3073[Eng]	17373	32
10834	V	27500 3/4	HB-13C	TV	Red Carpet TV HD	Yes	168	112[Pol]	3509	41
10873	V	27500 3/4	HB-13C	TV	Al Maghribia HD (5)	Yes	308	309[Ara]	1	44
10873	V	27500 3/4	HB-13C	TV	Al Aoula Laayoune HD (1)	Yes	35	36[Ara]	2	44
10873	V	27500 3/4	HB-13C	TV	Al Aoula Inter HD (1)	Yes	380	256[Ara]	3	44
10873	V	27500 3/4	HB-13C	TV	Athaqafia HD (4)	Yes	46	47[Ara]	4	44
10873	V	27500 3/4	HB-13C	TV	Al Aoula Inter (1)	Yes	1026	1027[Ara]	5	44
10873	V	27500 3/4	HB-13C	TV	Assadissa HD (6)	Yes	1537	1538[Ara]	6	44
10873	V	27500 3/4	HB-13C	TV	Medi 1 TV	Yes	2050	2049[Ara]	8	44
10873	V	27500 3/4	HB-13C	TV	Arryadia (3)	Yes	2562	2563[Ara]	10	44
10873	V	27500 3/4	HB-13C	TV	Arryadia HD (3)	Yes	3102	3103[Ara]	31	44
10873	V	27500 3/4	HB-13C	TV	Tamazight HD (8)	Yes	3841	3842[Ber]|3843[tar]|3844[tam]|3845	241	44
10930	H	30000 2/3	HB-13C	TV	Kazakh TV HD	Yes	411	412[Rus]|413[Eng]|414[Kaz]|415[Kir]|416[Uzb]	41	57
10930	H	30000 2/3	HB-13C	TV	Shant TV Premium HD	No	501	502[Arm]	50	57
10930	H	30000 2/3	HB-13C	TV	Shant Music HD	No	511	50[Arm]	51	57
10930	H	30000 2/3	HB-13C	TV	Shant Serial HD	No	521	522[Arm]	52	57
10930	H	30000 2/3	HB-13C	TV	HSE 24 Italia	Yes	1731	1732[Ita]	1731	57
10930	H	30000 2/3	HB-13C	TV	La Une HD	No	551	34[Eng]|101[Fre]	16910	57
10930	H	30000 2/3	HB-13C	TV	La Deux	No	552	102[Fre]	16911	57
10930	H	30000 2/3	HB-13C	TV	La Trois	No	553	103[Fre]	16912	57
10930	H	30000 2/3	HB-13C	TV	RTL-TVi HD	No	556	106[Fre]	16913	57
10930	H	30000 2/3	HB-13C	TV	Club-RTL	No	557	107[Fre]	16914	57
10930	H	30000 2/3	HB-13C	TV	Plug-RTL	No	558	108[Fre]	16915	57
10930	H	30000 2/3	HB-13C	TV	DTV HD	No	401	402[Fre]|403[Eng]|404[Spa]|405[Pol]	16901	57
10930	H	30000 2/3	HB-13C	TV	UA TV	Yes	44	192[Ukr]	16924	57
