No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	11727	V	30000	3/4	E1	E9B Wide	15	1	0	0	16
	11785	H	27500	2/3	E4	E9B Wide	0	10	0	0	10
	11804	V	27500	2/3	E5	E9B Wide	0	2	0	0	2
	11823	H	27500	3/4	E6	E9B Wide	6	8	0	0	14
	11881	V	27500	2/3	E9	E9B Wide	2	12	0	0	14
	11900	H	27500	2/3	59	E9B Wide	3	12	0	0	15
	11919	V	27500	3/4	E11	E9B Wide	0	3	0	0	3
	11958	V	27500	2/3	E13	E9B Wide	14	12	0	0	26
	11977	H	27500	2/3	E14	E9B Wide	0	1	0	0	1
	11996	V	27500	3/4	E15	E9B Wide	1	9	0	0	10
	12034	V	27500	3/4	E17	E9B Wide	2	12	0	0	14
	12054	H	27500	2/3	E18	E9B Wide	0	2	0	0	2
	12073	V	30000	3/4	E19	E9B Wide	10	16	0	0	26
	12092	H	27500	3/4	E20	E9B Wide	0	5	0	0	5
	12111	V	31400	2/3	IT1	E9B Italy	0	16	2	0	18
	12111	V	27500	5/6	NB1	E9B Nordic Eastern	0	1	0	0	1
	12149	V	31400	2/3	IT2	E9B Italy	0	16	2	0	18
	12169	H	27500	2/3	GC2	E9B Greece	0	1	0	0	1
	12188	V	31400	2/3	IT3	E9B Italy	0	15	0	2	17
	12226	V	27500	5/6	NB4	E9B Nordic Eastern	0	7	0	0	7
	12256	V	14302	3/5	IT5	E9B Italy	0	22	0	0	22
	12341	V	31400	5/6	IT7	E9B Italy	4	21	0	0	25
	12399	H	27500	2/3	GC8	E9B Greece	2	0	0	0	2
	12466	V	41950	3/4	IT10	E9B Italy	9	31	0	0	40
