Freq	Pol	SR	Beam	Type	Channel Name	FTA	V.PID	A.PID	SID	Row
11727	V	30000 3/4	E9B Wide	TV	The Israeli Network	No	7801	7802[Heb]	868	0
11727	V	30000 3/4	E9B Wide	R	-R- Radio Continu	No		3902[Dut]	829	0
11727	V	30000 3/4	E9B Wide	R	-R- Groot Nieuws Radio	No		4002[Dut]	830	0
11727	V	30000 3/4	E9B Wide	R	-R- TRT Tamil Oli	No		7602[Tam]	866	0
11727	V	30000 3/4	E9B Wide	R	-R- VRT Radio 1	No		2702[Dut]	817	0
11727	V	30000 3/4	E9B Wide	R	-R- VRT Radio 2	No		2802[Dut]	818	0
11727	V	30000 3/4	E9B Wide	R	-R- VRT NMS	No		2902[Dut]	819	0
11727	V	30000 3/4	E9B Wide	R	-R- MNM	No		3002[Dut]	820	0
11727	V	30000 3/4	E9B Wide	R	-R- MNM Hits	No		3102[Dut]	821	0
11727	V	30000 3/4	E9B Wide	R	-R- Studio Brussel	No		3202[Dut]	822	0
11727	V	30000 3/4	E9B Wide	R	-R- Klara	No		3302[Dut]	823	0
11727	V	30000 3/4	E9B Wide	R	-R- Klara Continuo	No		3402[Dut]	824	0
11727	V	30000 3/4	E9B Wide	R	-R- Sporza	No		3502[Dut]	825	0
11727	V	30000 3/4	E9B Wide	R	-R- Q-music	No		3602[Dut]	826	0
11727	V	30000 3/4	E9B Wide	R	-R- Joe FM	No		3702[Dut]	827	0
11727	V	30000 3/4	E9B Wide	R	-R- Nostalgie	No		3802[Dut]	828	0
11785	H	27500 2/3	E9B Wide	TV	Channel 21 Shop	Yes	2081	2082[Ger]	204	19
11785	H	27500 2/3	E9B Wide	TV	Nickelodeon Deutschland	Yes	2145	2146[Ger]|2148[Eng]	213	19
11785	H	27500 2/3	E9B Wide	TV	MTV+	Yes	2145	2146[Ger]|2148[Eng]	213	19
11785	H	27500 2/3	E9B Wide	TV	Comedy Central Deutschland	Yes	2209	2210[Ger]	216	19
11785	H	27500 2/3	E9B Wide	TV	HSE 24 Extra	Yes	2593	2594[Ger]	228	19
11785	H	27500 2/3	E9B Wide	TV	BBC World News Europe	Yes	2071	2072[Eng]	240	19
11785	H	27500 2/3	E9B Wide	TV	Bloomberg TV Europe	No	2091	2092[Ger]	241	19
11785	H	27500 2/3	E9B Wide	TV	Deutsches Musik Fernsehen	Yes	2131	2132[Ger]	243	19
11785	H	27500 2/3	E9B Wide	TV	ServusTV Deutschland	Yes	2171	2172[Ger]|2173[Ger]	245	19
11785	H	27500 2/3	E9B Wide	TV	Deluxe Music	Yes	2181	2182[Ger]	246	19
11804	V	27500 2/3	E9B Wide	TV	Reaper	No	1760	1720[Eng]	401	30
11804	V	27500 2/3	E9B Wide	TV	Slate HD test card	No	1860	1820[Eng]	402	30
11823	H	27500 3/4	E9B Wide	TV	Sisal TV 1	No	1811	1812[Ita]	1810	33
11823	H	27500 3/4	E9B Wide	TV	Sisal TV 2	No	1821	1822[Ita]	1820	33
11823	H	27500 3/4	E9B Wide	TV	Sisal TV 3	No	1831	1832[Ita]	1830	33
11823	H	27500 3/4	E9B Wide	TV	Sisal TV 4	No	1841	1842[Ita]	1840	33
11823	H	27500 3/4	E9B Wide	TV	Sisal TV 5	No	1851	1852[Ita]	1850	33
11823	H	27500 3/4	E9B Wide	TV	NLM TV (New Living Ministries)	Yes	1861	1862[Tam]	1860	33
11823	H	27500 3/4	E9B Wide	TV	Italy Service 3	No	1871	1872[Ita]	1870	33
11823	H	27500 3/4	E9B Wide	TV	Italy Service 5	No	1891	1892[Ita]	1870	33
11823	H	27500 3/4	E9B Wide	R	-R- Ros & Ros	No		1612[Ita]	1610	33
11823	H	27500 3/4	E9B Wide	R	-R- Ros & Ros Selex	No		1622[Ita]	1620	33
11823	H	27500 3/4	E9B Wide	R	-R- Radio Carrefour Iper	No		1632[Ita]	1630	33
11823	H	27500 3/4	E9B Wide	R	-R- Radio Carrefour Market	No		1642[Ita]	1640	33
11823	H	27500 3/4	E9B Wide	R	-R- Radio China FM	No		1701[Ita]	1700	33
11823	H	27500 3/4	E9B Wide	R	-R- Radio We 2020	No		1881[Ita]	1880	33
11881	V	27500 2/3	E9B Wide	TV	Rai Italia Africa	No	2003	3003[Ita]	3503	50
11881	V	27500 2/3	E9B Wide	TV	RTI 1	Yes	1009	2009[Fre]	3509	50
11881	V	27500 2/3	E9B Wide	TV	Eurobet 11 HD	No	2011	3011[Ita]	3511	50
11881	V	27500 2/3	E9B Wide	TV	Eurobet 12 HD	No	2012	3012[Ita]	3512	50
11881	V	27500 2/3	E9B Wide	TV	Eurobet 13 HD	No	2013	3013[Ita]	3513	50
11881	V	27500 2/3	E9B Wide	TV	Eurobet 14 HD	No	2014	3014[Ita]	3514	50
11881	V	27500 2/3	E9B Wide	TV	ORTB TV	Yes	2015	3015[Fre]	3515	50
11881	V	27500 2/3	E9B Wide	TV	RTS 1 Senegal	Yes	2019	3019[Fre]	3519	50
11881	V	27500 2/3	E9B Wide	TV	OPAP VG1 HD	No	2021	3021[Gre]	3521	50
11881	V	27500 2/3	E9B Wide	TV	OPAP MG HD	No	2022	3022[Gre]	3522	50
11881	V	27500 2/3	E9B Wide	TV	OPAP HR	No	2023	3023[Gre]	3523	50
11881	V	27500 2/3	E9B Wide	TV	MCM Top	No	2025	3025[Fre]	3525	50
11881	V	27500 2/3	E9B Wide	R	-R- Radio Côte d'Ivoire	No		3009[Fre]	3509	50
11881	V	27500 2/3	E9B Wide	R	-R- Radio Sénégal International	No		3020[Fre]	3520	50
11900	H	27500 2/3	E9B Wide	TV	Trace Sports HD	No	612	632[Eng]|633[Fre]|636[Rus]	14	65
11900	H	27500 2/3	E9B Wide	TV	Trace Urban English HD	No	711	731[Eng]	15	65
11900	H	27500 2/3	E9B Wide	TV	TVT International	Yes	101	103[Fre]	20	65
11900	H	27500 2/3	E9B Wide	TV	RTB TV	Yes	33	34[Fre]	23	65
11900	H	27500 2/3	E9B Wide	TV	RTS 2 Senegal	Yes	1019	50[Fre]	101	65
11900	H	27500 2/3	E9B Wide	TV	Better 1 HD	No	1111	1112[Eng]	111	65
11900	H	27500 2/3	E9B Wide	TV	Better 2 HD	No	1121	1122[Eng]	112	65
11900	H	27500 2/3	E9B Wide	TV	Better 3	No	1131	1132[Eng]	113	65
11900	H	27500 2/3	E9B Wide	TV	Better 4	No	1141	1142[Eng]	114	65
11900	H	27500 2/3	E9B Wide	TV	EbS HD Europe by Satellite	Yes	200	201[Org]|202[Eng]|203[Fre]|204[Ger]|205[Ita]|206[Spa]|207[Gre]|208[Por]|209[Dut]|210[Dan]|211[Fin]|212[Swe]|213[Cze]|214[Est]|215[Lat]|216[Lit]|217[Hun]|218[Mlt]|219[Pol]|220[Slo]|221[Slo]|222[Bul]|223[Rum]|224[Iri]|225[Hrv]	233	65
11900	H	27500 2/3	E9B Wide	TV	EbS+ HD	Yes	400	401[Org]|402[Eng]|403[Fre]|404[Ger]|405[Ita]|406[Spa]|407[Gre]|408[Por]|409[Dut]|410[Dan]|411[Fin]|412[Swe]|413[Cze]|414[Est]|415[Lat]|416[Lit]|417[Hun]|418[Mlt]|419[Pol]|420[Slo]|421[Slo]|422[Bul]|423[Rum]|424[Iri]|425[Hrv]	433	65
11900	H	27500 2/3	E9B Wide	TV	MyZen TV HD	No	1651	1652[Spa]|1653[Rus]|1654[Eng]|1655[Fre]|1656[Org]|1657[Tur]	1650	65
11900	H	27500 2/3	E9B Wide	R	-R- Radio Lomé	No		113[Fre]	21	65
11900	H	27500 2/3	E9B Wide	R	-R- Radio Kara	No		123[Fre]	22	65
11900	H	27500 2/3	E9B Wide	R	-R- RTB Radio	No		49[Fre]	24	65
11919	V	27500 3/4	E9B Wide	TV	NLM TV (New Living Ministries)	Yes	2017	3017[Tam]	17	81
11919	V	27500 3/4	E9B Wide	TV	Italy Service 3	No	2058	3058[Ita]	58	81
11919	V	27500 3/4	E9B Wide	TV	Italy Service 5	No	2060	3060[Ita]	60	81
11958	V	27500 2/3	E9B Wide	TV	M1 HD (Magyar 1)	Yes	1101	1201[Hun]|1301[qaa]	101	86
11958	V	27500 2/3	E9B Wide	TV	M2 HD (Magyar 2)	Yes	1102	1202[Hun]|1302[qaa]	102	86
11958	V	27500 2/3	E9B Wide	TV	Duna HD	Yes	1103	1203[Hun]|1303[qaa]	103	86
11958	V	27500 2/3	E9B Wide	TV	M4 Sport HD	Yes	1104	1204[Hun]|1304[qaa]	104	86
11958	V	27500 2/3	E9B Wide	TV	Duna World	Yes	1105	1205[Hun]|1305[qaa]	105	86
11958	V	27500 2/3	E9B Wide	TV	M5 HD (Magyar 5)	Yes	1106	1206[Hun]|1306[qaa]	106	86
11958	V	27500 2/3	E9B Wide	TV	M3 (Magyar 3)	No	1100	1210[Hun]	110	86
11958	V	27500 2/3	E9B Wide	TV	M1 HD Europa (Magyar 1)	Yes	1101	1201[Hun]	111	86
11958	V	27500 2/3	E9B Wide	TV	M2 HD Europa (Magyar 2)	Yes	1102	1202[Hun]	112	86
11958	V	27500 2/3	E9B Wide	TV	Duna HD	Yes	1103	1203[Hun]	113	86
11958	V	27500 2/3	E9B Wide	TV	M4 Sport HD Europa	Yes	1104	1204[Hun]	114	86
11958	V	27500 2/3	E9B Wide	TV	M5 HD Europa (Magyar 5)	Yes	1106	1206[Hun]	116	86
11958	V	27500 2/3	E9B Wide	R	-R- MR 1 Kossuth AM	No		1251[Hun]	151	86
11958	V	27500 2/3	E9B Wide	R	-R- MR 2 Petöfi	No		1252[Hun]	152	86
11958	V	27500 2/3	E9B Wide	R	-R- MR 3 Bartók	No		1253[Hun]	153	86
