No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	11644	H	5500	3/4	9	3B Europe	65	0	0	0	65
	11675	V	999	3/4	12	3B Europe	7	0	0	0	7
	11676	V	1410	4/5	12	3B Europe	7	0	0	0	7
	11678	V	2050	3/4	12	3B Europe	24	0	0	0	24
	11739	V	29900	2/3	202	3B Europe Wide	3	2	0	0	5
	11778	V	27500	2/3	204	3B Europe Wide	0	2	0	0	2
	11914	H	30000	3/4	211	3B Europe Wide	5	1	0	0	6
	11934	V	27500	3/4	212	3B Europe Wide	7	30	0	0	37
	11973	V	29900	2/3	214	3B Europe Wide	4	18	0	0	22
	12032	H	27500	9/10	217	3B Europe Wide	0	3	0	1	4
	12090	V	29900	2/3	220	3B Europe Wide	0	7	0	0	7
	12129	V	29900	2/3	222	3B Europe Wide	1	4	0	0	5
	12168	V	27500	3/4	224	3B Europe Wide	11	9	0	0	20
	12188	H	29900	2/3	225	3B Europe Wide	7	3	0	0	10
	12343	H	29900	2/3	233	3B Europe Wide	23	2	0	0	25
	12363	V	29500	3/4	234	3B Europe Wide	29	2	0	1	32
	12402	V	30000	3/4	236	3B Europe Wide	0	2	0	0	2
	12517	V	16871	3/4	14	3B Europe	0	7	0	0	7
	12548	V	1830	3/4	16	3B Europe	6	0	0	0	6
	12640	V	940	1/2	22	3B Europe	2	0	0	0	2
	12643	V	556	3/4	22	3B Europe	4	0	0	0	4
	12647	V	285	7/8	20	3B Europe	1	0	0	0	1
