No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	10721	H	22000	3/4	A1	E7B Europe B	1	4	0	0	5
	10722	V	27500	3/4	A2	E7C Western	6	0	0	0	6
	10762	H	30000	1/2	K3	E7B Africa	0	20	0	0	20
	10804	H	30000	5/6	A5	E7C Western	0	1	0	0	1
	10804	V	30000	5/6	A6	E7C Western	0	12	0	0	12
	10845	H	30000	5/6	A7	E7C Western	0	1	0	0	1
	10886	V	30000	5/6	A10	E7C Western	0	1	0	0	1
	10887	H	30000	4/5	A9	E7B Africa	0	12	0	0	12
	10928	H	30000	3/4	K11	E7B Africa	23	13	0	0	36
	10928	V	30000	5/6	A12	E7C Western	0	1	0	0	1
	11192	H	3210	1/2	G3	E7B Africa	1	2	0	0	3
	11221	H	27500	3/4	C1	E7B Europe A	8	7	0	4	19
	11262	H	27500	5/6	C3	E7B Europe B	0	7	0	0	7
	11304	H	29700	2/3	C5	E7B Europe B	0	4	0	0	4
	11324	V	29700	2/3	C6	E7B Europe B	0	8	0	0	8
	11345	H	27500	5/6	C7	E7B Europe B	0	7	0	0	7
	11387	H	27500	5/6	C9	E7B Europe B	0	2	0	0	2
	11471	H	30000	5/6	D1	E7C Western	0	1	0	0	1
	11471	V	30000	5/6	D2	E7C Western	0	4	0	0	4
	11513	H	29900	5/6	D3	E7C Western	6	0	0	0	6
	11637	H	30000	5/6	D9	E7C Western	0	1	0	0	1
	12525	V	6592	2/3	F2	E7B Europe A	0	2	0	0	2
	12604	H	30000	2/3	H3	E7B Africa	2	12	0	0	14
	12634	V	1303	3/4	F4	E7B Europe A	0	5	0	0	5
