Txp No	Source	Date	Freq	Pol	Mode	SR-FEC	Provider Name	Encryption	ONID-TID	FootPrints	EIRP(dBW)	Comments	Row
B23	Hendrik|P.Piotrowski	03.04.2020	12149	H	DVB-S/MPEG-2	27500 3/4		PowerVu	1-201	Astra-4A BSS Europe		Provider|name|NEP Connect|now|P.Piotrowski|06.04.2020	274
B24	Eduard	28.11.2019	12169	V	DVB-S2/QPSK|ACM	30000 3/4	Data			Astra-4A BSS Europe			285
B25	Eduard	18.03.2020	12188	H	DVB-S2/8PSK|MPEG-4|Multistream|T2-MI	30000 5/6		Irdeto		Astra-4A BSS Europe		encrypted|again	286
B26	Eduard	09.04.2020	12207	V	DVB-S2/8PSK|MPEG-4	30000 2/3		Verimatrix	68-24	Astra-4A BSS Europe		VideoGuard|encryption|switched off	305
B27	Zaza	26.09.2019	12226	H	DVB-S2/8PSK	27500 3/4	AOL			Astra-4A BSS Europe			306
B28	Eduard|William-1	07.03.2020	12245	V	DVB-S2/8PSK|MPEG-4	30000 2/3		BetaCrypt	83-53	Astra-4A BSS Europe			307
B29	Eduard	09.04.2020	12265	H	DVB-S/MPEG-2|DVB-S/MPEG-4	30000 3/4			85-44	Astra-4A BSS Europe		1+1|TET|2+2|Paramount|Nicktoons|Plus Plus|Bigudi|Unian TV|left	311
B30	Eduard	12.03.2020	12284	V	DVB-S/MPEG-2|DVB-S/MPEG-4	27500 3/4			85-17	Astra-4A BSS Europe		5 Kanal|Ukraine|back on	317
B31	Hendrik	01.07.2019	12303	H	DVB-S/MPEG-2|DVB-S/MPEG-4	25548 7/8		PowerVu	1-0	Astra-4A BSS Europe			331
B32	Eduard|Hendrik	04.02.2020	12322	V	DVB-S2/8PSK|MPEG-4	27500 5/6		PowerVu	94-1	Astra-4A BSS Europe			341
B33	Hendrik	31.03.2020	12341	H	DVB-S2/8PSK|MPEG-4|Multistream	30000 3/4		Irdeto2		Astra-4A BSS Europe		Test Card|SD now	356
973	Bugreysev	12.11.2012	12341	H	DVB-S2/8PSK|MPEG-4	27500 3/4	StarSat	VideoGuard		SES-5 Sub Saharan Africa			374
B34	Hendrik	11.12.2019	12360	V	DVB-S2/8PSK|MPEG-4	27500 5/6		PowerVu	94-1	Astra-4A BSS Europe			375
B35	Hendrik	08.01.2020	12380	H	DVB-S/MPEG-2	27500 3/4			85-2	Astra-4A BSS Europe		LTV World|left	389
975	Bugreysev	12.11.2012	12380	H	DVB-S2/8PSK|MPEG-4	27500 3/4	StarSat	VideoGuard		SES-5 Sub Saharan Africa			399
B36	Hendrik|Eduard	16.03.2020	12399	V	DVB-S/MPEG-2|DVB-S/MPEG-4	27500 3/4			85-19	Astra-4A BSS Europe		Svarozhichi|left	400
B37	Hendrik|P.Piotrowski	03.04.2020	12418	H	DVB-S/MPEG-2	27500 3/4		PowerVu	1-101	Astra-4A BSS Europe		Provider|name|NEP Connect|now|P.Piotrowski|06.04.2020	402
977	Bugreysev	12.11.2012	12418	H	DVB-S2/8PSK|MPEG-4	27500 3/4	StarSat	VideoGuard		SES-5 Sub Saharan Africa			415
B38	Eduard	09.04.2020	12437	V	DVB-S2/8PSK|MPEG-2|MPEG-4	30000 2/3		BetaCrypt|Verimatrix	85-46	Astra-4A BSS Europe		VideoGuard|encryption|switched off	416
B39	Wellikan	11.10.2015	12456	H	DVB-S2/QPSK	27000 1/2	AOL			Astra-4A BSS Europe			427
B40	VodzigorLans	08.06.2018	12476	V	DVB-S2/32APSK	27500 3/4	Data			Astra-4A BSS Nordic		Viasat|package|left	428
EG1	Zaza	06.10.2019	12534	H	DVB-S2/8PSK|ACM	5334 3/4	Data			Astra-4A FSS Europe			429
G4	Andrew O.	03.12.2016	12565	V	DVB-S2/QPSK|MPEG-4	30000 5/6		Panaccess		Astra-4A Sub Saharan Africa			430
EG1	Hendrik	23.09.2019	12578	H	DVB-S/QPSK	1333 3/4			65535-1	Astra-4A FSS Europe			458
EG3	Hendrik|Mogol|Eduard	08.01.2019	12608	H	DVB-S/MPEG-2	27500 3/4		VideoGuard	86-29	Astra-4A FSS Europe			463
EG4	EnoSat|VodzigorLans	06.04.2016	12611	V	DVB-S2/32APSK|ACM	1000 3/4	Data			Astra-4A FSS Nordic			464
EG4	VodzigorLans	30.03.2017	12616	V	DVB-S2/32APSK|ACM	2230 3/4	Data			Astra-4A FSS Nordic			465
G6	Chadli_sat	20.04.2015	12621	V	DVB-S/MPEG-2	3660 2/3	MBC			Astra-4A Sub Saharan Africa			466
EG4	SatSearcher	17.11.2018	12636	V	DVB-S2/QPSK|ACM	4320 1/4	Data			Astra-4A FSS Nordic			467
EG3	Hendrik	02.01.2019	12637	H	DVB-S/MPEG-2	14465 3/4		VideoGuard	86-20	Astra-4A FSS Europe			468
EG4	SatSearcher	17.11.2018	12644	V	DVB-S2/16APSK	1000 2/3	Data			Astra-4A FSS Nordic			469
EG4	M.Vyletal	04.10.2015	12645	V	DVB-S/QPSK	256 1/2				Astra-4A FSS Europe		12645.3	470
G10	Chadli_sat	20.09.2014	12671	V	DVB-S2/QPSK|MPEG-4	3000 2/3				Astra-4A Sub Saharan Africa			472
EG6	SatSearcher	17.11.2018	12681	V	DVB-S2/32APSK	22080 3/4	Data			Astra-4A FSS Europe			474
EG5	Wellikan	05.09.2018	12687	H	DVB-S2/16APSK	5167 2/3	Data			Astra-4A FSS Europe			475
EG5	Eduard	09.03.2020	12735	H	DVB-S2/8PSK|MPEG-4	3600 2/3				Astra-4A FSS Europe		Jurnal TV SD|back on	476
IC52	Wellikan	03.01.2018	19728	H	DVB-S2/32APSK	45000 3/4	Data			Astra-4A Interconnect Ka Beam			481
IC4	Llew	12.02.2015	21580	H	DVB-S/MPEG-2	3659 Auto	TVM Malawi		1	Astra-4A Interconnect Ka Beam			482
