No	Freq	Pol	Beam	SID	Name	Lang
	10714	H	U.K.	9211	Channel 4 London	[eng][nar]
	10714	H	U.K.	9212	Channel 4 South & East	[eng]
	10714	H	U.K.	9213	Channel 4 Midlands	[eng]
	10714	H	U.K.	9214	Channel 4 North	[eng]
	10714	H	U.K.	9216	Channel 4 Scotland	[eng]
	10714	H	U.K.	9220	Film4	[eng][nar]
	10714	H	U.K.	9230	More 4 +1	[eng][nar]
	10714	H	U.K.	9231	More 4	[eng][nar]
	10714	H	U.K.	9241	E4 UK	[eng][nar]
	10714	H	U.K.	9245	Channel 4+1	[eng][nar]
	10714	H	U.K.	9250	E4 +1	[eng][nar]
	10714	H	U.K.	9281	c4 l	[eng]
	10758	V	U.K.	10060	ITV 1 London	[eng][nar]
	10758	V	U.K.	10070	ITV 2	[eng][nar]
	10758	V	U.K.	10071	CITV U.K.	[eng][nar]
	10758	V	U.K.	10072	ITV 4	[eng][nar]
	10758	V	U.K.	10073	ITV 4 +1	[eng][nar]
	10758	V	U.K.	10075	ITV Be	[eng][nar]
	10758	V	U.K.	10079	ITVi Stream 44	[eng]
	10758	V	U.K.	10080	ITV 1 Granada	[eng][nar]
	10758	V	U.K.	10090	ITV 1 Anglia East	[eng][nar]
	10758	V	U.K.	10091	ITV 1 Anglia East +1	[eng]
	10758	V	U.K.	10100	ITV 1 Central West	[eng][nar]
	10758	V	U.K.	10101	ITV 1 Meridian East +1	[eng]
	10773	H	U.K.	6301	BBC One London	[eng][nar]
	10773	H	U.K.	6302	BBC Two England	[eng][nar]
	10773	H	U.K.	6306	ETV1	[eng]
	10773	H	U.K.	6316	BBC Four	[eng][nar]
	10773	H	U.K.	6318	CBeebies	[eng][nar]
	10773	H	U.K.	6321	BBC One Lon	[eng][nar]
	10773	H	U.K.	6322	BBC Two	[eng][nar]
	10773	H	U.K.	6336	BBC Four	[eng]
	10773	H	U.K.	6338	CBeebies	[eng][nar]
	10773	H	U.K.	6341	BBC One West	[eng]
	10773	H	U.K.	6351	BBC One Cambridge	[eng]
	10773	H	U.K.	6361	BBC One Channel Islands	[eng]
	10773	H	U.K.	6390	BBC Red Button 1	[eng]
	10773	H	U.K.	6391	6391	[eng]
	10788	V	U.K.	10301	BBC One West Midlands	[eng]
	10788	V	U.K.	10303	BBC One Yorkshire & Lincolnshire	[eng]
	10788	V	U.K.	10305	BBC One East Midlands	[eng]
	10788	V	U.K.	10306	BBC One East	[eng]
	10788	V	U.K.	10307	BBC Parliament	[eng]
	10788	V	U.K.	10311	BBC One Wales	[eng]
	10788	V	U.K.	10312	BBC Two Wales	[eng]
	10788	V	U.K.	10321	ETV5	[eng]
	10788	V	U.K.	10380	BBC R3	[eng]
	10788	V	U.K.	10381	BBC R4 FM	[eng]
	10788	V	U.K.	10382	BBC R4 LW	[eng]
	10788	V	U.K.	10383	BBC 6 Music	[eng]
	10788	V	U.K.	10384	BBC R4 Ex	[eng]
	10788	V	U.K.	10385	BBC WS	[eng]
	10788	V	U.K.	10386	BBC R Scot.	[eng]
	10788	V	U.K.	10387	BBC R n Gael	[gla]
	10788	V	U.K.	10388	BBC R Wales	[eng]
	10788	V	U.K.	10389	BBC R Cymru	[wel]
	10788	V	U.K.	10390	BBC R Ulster	[eng]
	10788	V	U.K.	10391	BBC R Foyle	[eng]
	10803	H	U.K.	6401	BBC R5L	[eng]
	10803	H	U.K.	6407	ETV2	[eng]
