No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	10719	V	27500	3/4	110	HB9 Europe	0	15	1	1	17
	10727	H	30000	3/4	111	HB8 Europe	0	4	0	0	4
	10758	V	27500	3/4	112	HB9 Europe	0	26	0	0	26
	10775	H	29900	3/5	113	HB9 Europe	25	15	0	0	40
	10796	V	27500	3/4	114	HB9 Europe	1	17	0	0	18
	10815	H	27500	5/6	115	Europe	2	8	0	0	10
	10834	V	27500	3/4	116	Europe	0	16	0	2	18
	10873	V	27500	3/4	118	Europe	17	9	0	0	26
	10892	H	27500	3/4	119	HB9 Europe	0	14	0	0	14
	10911	V	27500	3/4	120	HB9 Europe	0	16	0	1	17
	10930	H	30000	2/3	121	HB9 Europe	8	19	0	0	27
	10949	V	27500	3/4	122	HB8 Europe	6	4	0	0	10
	10971	H	29700	2/3	123	HB8 Europe	0	5	0	0	5
	10992	V	27500	2/3	124	Europe	5	7	0	0	12
	11013	H	29900	3/4	125	Europe	0	7	0	0	7
	11034	V	27500	3/4	126	Europe	4	14	0	0	18
	11054	H	27500	5/6	127	Europe	0	13	0	0	13
	11075	V	30000	3/4	128	Europe	0	4	0	0	4
	11117	V	27500	3/4	130	Europe	0	6	0	0	6
	11137	H	27500	3/4	131	Europe	0	6	0	0	6
	11158	V	27500	3/4	132	HB9 Europe	0	21	0	0	21
	11179	H	27500	3/4	133	Europe	1	13	0	0	14
	11200	V	27500	5/6	134	Europe	5	6	0	0	11
	11219	H	29900	3/5	1	HB9 Europe	0	21	0	0	21
	11240	V	27500	3/4	2	HB9 Europe	0	47	0	0	47
	11258	H	27500	3/4	3	HB9 Europe	0	16	0	0	16
	11278	V	27500	3/4	4	HB9 Europe	0	29	0	0	29
	11296	H	27500	5/6	5	HB9 Europe	2	11	0	0	13
	11316	V	27500	3/4	6	HB9 Europe	0	9	0	0	9
	11334	H	27500	3/4	7	HB9 Europe	3	5	0	0	8
	11355	V	29900	5/6	8	HB9 Europe	0	0	0	1	1
	11373	H	27500	3/4	9	HB9 Europe	0	11	0	0	11
	11393	V	27500	3/4	10	HB9 Europe	0	16	0	0	16
	11411	H	27500	3/4	11	HB9 Europe	1	12	0	0	13
	11432	V	29900	3/4	12	Europe	0	6	0	0	6
	11449	H	27500	3/4	13	HB9 Europe	0	16	0	2	18
	11470	V	27500	3/4	14	HB8 Europe	1	6	0	0	7
	11488	H	27500	3/4	15	HB9 Europe	10	11	0	1	22
	11508	V	27500	3/4	16	HB9 Europe	0	14	0	0	14
	11526	H	29700	2/3	17	HB9 Europe	26	4	0	0	30
	11541	V	22000	5/6	18	HB8 Europe	1	5	0	1	7
	11565	H	29900	3/4	153	HB8 Europe	3	10	0	0	13
	11585	V	27500	5/6	154	Europe	0	5	0	0	5
	11623	V	27500	3/4	156	Europe	8	5	0	0	13
	11642	H	27500	3/4	157	Europe	1	14	0	0	15
	11662	V	27500	3/4	158	Europe	2	44	0	0	46
	11681	H	27500	3/4	159	Europe	0	21	0	0	21
	11727	V	29900	3/4	50	HB8 Europe	9	5	0	0	14
	11747	H	27500	3/4	51	HB9 Europe	1	7	0	0	8
	11766	V	29900	3/4	52	HB9 Europe	0	7	0	0	7
	11785	H	29900	3/4	53	HB8 Europe	0	12	0	0	12
	11804	V	27500	2/3	54	HB9 Europe	10	10	0	0	20
	11823	H	27500	3/4	55	HB8 Europe	6	25	1	1	33
	11842	V	29900	3/4	56	HB8 Europe	0	12	0	2	14
	11862	H	29900	5/6	57	HB8 Europe	0	16	0	2	18
	11881	V	27500	3/4	58	HB8 Europe	1	1	0	11	13
	11900	H	29900	3/4	59	HB8 Europe	0	7	0	2	9
	11919	V	29900	5/6	60	HB9 Europe	6	15	0	2	23
	11938	H	27500	3/4	61	HB8 Europe	1	16	0	9	26
	11958	V	27500	3/4	62	HB8 Europe	0	15	0	4	19
	11977	H	29900	5/6	63	HB8 Europe	2	20	0	0	22
	11996	V	29900	3/4	64	HB8 Europe	0	10	0	4	14
	12015	H	27500	3/4	65	HB8 Europe	0	23	0	0	23
	12034	V	29900	5/6	66	HB8 Europe	3	14	0	0	17
	12054	H	29900	5/6	67	HB8 Europe	0	18	0	4	22
	12073	V	29900	5/6	68	HB8 Europe	0	16	0	4	20
	12092	H	29900	3/4	69	HB8 Europe	0	5	0	0	5
	12111	V	27500	3/4	70	HB9 Europe	14	13	0	0	27
	12130	H	27500	3/4	71	HB8 Europe	1	11	0	2	14
	12149	V	27500	3/4	72	HB8 Europe	18	6	0	0	24
	12169	H	27500	3/4	73	HB8 Europe	9	24	0	8	41
	12188	V	27500	3/4	74	HB8 Europe	14	23	0	20	57
	12207	H	29900	3/4	75	HB8 Europe	0	3	0	2	5
	12225	V	27500	3/4	76	HB8 Europe	32	9	0	0	41
	12264	V	27500	3/4	78	HB8 Europe	0	22	0	1	23
	12284	H	27500	3/4	79	HB8 Europe	0	17	0	0	17
	12303	V	27500	3/4	80	HB8 Europe	6	12	0	0	18
	12322	H	27500	3/4	81	HB8 Europe	0	6	0	0	6
	12341	V	29900	3/4	82	HB8 Europe	0	8	0	3	11
	12360	H	29900	3/4	83	HB8 Europe	0	12	0	2	14
	12380	V	27500	3/4	84	HB8 Europe	17	5	0	0	22
	12399	H	29700	2/3	85	HB8 Europe	11	8	0	0	19
	12418	V	29900	3/4	86	HB8 Europe	0	13	0	2	15
	12437	H	29900	3/5	87	HB8 Europe	0	16	0	0	16
	12466	V	29900	3/4	88	HB8 Europe	0	8	0	2	10
	12475	H	29900	3/4	89	HB8 Europe	2	13	1	0	16
	12520	V	27500	5/6	90	Europe	2	11	0	0	13
	12539	H	30000	5/6	91	Europe	0	4	0	0	4
	12576	H	27500	3/4	93	Europe	0	15	0	1	16
	12596	V	27500	3/4	94	Europe	5	8	0	0	13
	12616	H	29900	5/6	95	HB9 Europe	0	14	18	6	38
	12635	V	29900	5/6	96	HB9 Europe	0	13	1	3	17
	12654	H	27500	5/6	97	HB9 Europe	12	11	0	0	23
	12673	V	29900	5/6	98	HB8 Europe	4	12	0	0	16
	12692	H	27500	3/4	99	HB9 Europe	0	21	0	0	21
	12713	V	29900	5/6	100	HB9 Europe	0	13	0	0	13
	12731	H	29900	5/6	101	HB9 Europe	0	17	0	0	17
