Freq	Pol	SR	Beam	Type	Name	Country	Category	Packages	Encryption	SID	VPID	Audio	PMT	PCR	TXT	Last updated	FTA	Row
10714.25	H	22000 2/3	Astra 1M	TV	Mainfranken HD	Niemcy	Regionalne	BMT	FTA	5900	2010	2012[ger]	201	2010		2019-07-02	Yes	35001001
10714.25	H	22000 2/3	Astra 1M	TV	Franken Fernsehen	Niemcy	Ogólne	BMT	FTA	5901	2020	2022[ger]	202	2020		2018-08-12	Yes	35001003
10714.25	H	22000 2/3	Astra 1M	TV	TVA-OTV	Niemcy	Regionalne	BMT	FTA	5902	2030	2032[ger]	203	2030		2018-08-12	Yes	35001005
10714.25	H	22000 2/3	Astra 1M	TV	TV Oberfranken	Niemcy	Regionalne	BMT	FTA	5903	2040	2041[ger]	204	2040		2018-08-12	Yes	35001007
10714.25	H	22000 2/3	Astra 1M	TV	Niederbayern TV	Niemcy	Regionalne	BMT	FTA	5904	2050	2052[ger]	205	2050		2019-07-02	Yes	35001009
10714.25	H	22000 2/3	Astra 1M	TV	Oberpfalz TV HD	Niemcy	Regionalne	BMT	FTA	5905	2060	2062[ger]	206	2060		2018-08-12	Yes	35001011
10729.00	V	22000 2/3	Astra 1KR	TV	Alquiler HD	Hiszpania	Pay per View	Movistar+	Nagravision 3	30804	164	104[esp]|105[qaa]	1028	164		2017-04-22	No	39001001
10729.00	V	22000 2/3	Astra 1KR	TV	Movistar LaLiga 2 HD	Hiszpania	Sport	Movistar+	Nagravision 3	30805	165	110[esp]|111[vo]	1029	165		2019-09-01	No	39001003
10729.00	V	22000 2/3	Astra 1KR	TV	AXN Spain HD	Hiszpania	Seriale	Movistar+	Nagravision 3	30806	160	80[esp]|81[vo]	1030	160		2017-04-22	No	39001005
10729.00	V	22000 2/3	Astra 1KR	TV	Movistar Comedia HD	Hiszpania	Filmy	Movistar+	Nagravision 3	30807	161	86[esp]|87[qaa]	1031	161		2017-04-22	No	39001007
10729.00	V	22000 2/3	Astra 1KR	TV	LaLiga TV Bar	Hiszpania	Sport	Movistar+	Nagravision 3	30809	162	92[esp]|93[qaa]|94|95	1033	162		2018-08-12	No	39001009
10729.00	V	22000 2/3	Astra 1KR	TV	Alquiler 2 HD	Hiszpania	Pay per View	Movistar+	Nagravision 3	30814	167	122[esp]|123[qaa]	1038	167		2017-04-22	No	39001011
10729.00	V	22000 2/3	Astra 1KR	TV	Movistar LaLiga 3 HD	Hiszpania	Sport	Movistar+	Nagravision 3	30815	168	128[esp]|129[vo]|130|131|148|149	1039	168		2019-09-01	No	39001013
10729.00	V	22000 2/3	Astra 1KR	TV	Movistar Liga Campeones 1	Hiszpania	Sport	Movistar+	Nagravision 3	30817	170	140[esp]|141[vo]	1041	170		2018-08-12	No	39001015
10729.00	V	22000 2/3	Astra 1KR	TV	La 1 HD	Hiszpania	Ogólne	Movistar+	Nagravision 3	30819	171	146[esp]|147[qaa]	1043	171		2017-04-22	No	39001017
10729.00	V	22000 2/3	Astra 1KR	TV	Movistar Liga Campeones 2	Hiszpania	Sport	Movistar+	Nagravision 3	30820	172	150[esp]|151[vo]	1044	172		2018-08-12	No	39001019
10743.75	H	22000 5/6	Astra 1M	TV	Tagesschau 24	Niemcy	Informacje	ARD Digital	FTA	28721	101	102[ger]	100	101	104	2016-01-17	Yes	43001001
10743.75	H	22000 5/6	Astra 1M	TV	One	Niemcy	Ogólne	ARD Digital	FTA	28722	201	202[ger]|203[mis]|206[ger]	200	201	204	2016-09-03	Yes	43001003
10743.75	H	22000 5/6	Astra 1M	TV	Arte (Germany)	Niemcy	Kultura	ARD Digital	FTA	28724	401	402[ger]|403[mis]|407[mul]|408[fra]	400	401	404	2016-01-17	Yes	43001005
10743.75	H	22000 5/6	Astra 1M	TV	Phoenix	Niemcy	Informacje	ARD Digital	FTA	28725	501	502[ger]|503[mul]	500	501	504	2016-01-17	Yes	43001007
10743.75	H	22000 5/6	Astra 1M	TV	Test-R			ARD Digital	FTA	28726	501	502[ger]	600	501		2016-01-17	Yes	43001009
10758.50	V	22000 5/6	Astra 1M	TV	Divinity	Hiszpania	Lifestyle	Movistar+	Mediaguard 2|Nagravision 3	29850	160	80[esp]|81[vo]	1024	160	32	2012-05-17	No	47001001
10758.50	V	22000 5/6	Astra 1M	TV	Fox News	Stany Zjednoczone	Informacje	Movistar+	Mediaguard 2|Nagravision 3	29851	161	84[eng]	1025	161		2016-11-11	No	47001003
10758.50	V	22000 5/6	Astra 1M	TV	Baby TV	Wielka Brytania	Dzieci	Movistar+	Mediaguard 2|Nagravision 3	29852	162	88[esp]|89[vo]	1026	162		2012-05-17	No	47001005
10758.50	V	22000 5/6	Astra 1M	TV	TEST M			Movistar+	Mediaguard 2|Nagravision 3	29853	163	92[esp]|93[vo]	1027	163	41	2020-04-02	No	47001007
10758.50	V	22000 5/6	Astra 1M	TV	Boing Spain	Hiszpania	Dzieci	Movistar+	Mediaguard 2|Nagravision 3	29854	164	96[esp]|97[vo]	1028	164	44	2012-05-17	No	47001009
10758.50	V	22000 5/6	Astra 1M	TV	Energy	Hiszpania	Lifestyle	Movistar+	Mediaguard 2|Nagravision 3	29855	165	100[esp]|101[vo]	1029	165	47	2012-05-17	No	47001011
10758.50	V	22000 5/6	Astra 1M	TV	Barça TV	Hiszpania	Sport	Movistar+	Mediaguard 2|Nagravision 3	29856	167	108[cat]|109[esp]	1030	167		2012-05-17	No	47001013
10758.50	V	22000 5/6	Astra 1M	TV	Eurosport 1	Francja	Sport	Movistar+	Mediaguard 2|Nagravision 3	29857	168	112[esp]|113[eng]	1031	168		2016-01-23	No	47001015
10758.50	V	22000 5/6	Astra 1M	TV	MTV Spain	Wielka Brytania	Muzyka	Movistar+	Mediaguard 2|Nagravision 3	29858	170	120[esp]|121[eng]	1032	170	62	2015-05-27	No	47001017
10758.50	V	22000 5/6	Astra 1M	TV	Gol	Hiszpania	Sport	Movistar+	Mediaguard 2|Nagravision 3	29859	169	116[esp]|117[vo]	1033	169		2018-08-12	No	47001019
10758.50	V	22000 5/6	Astra 1M	TV	Movistar Formula1	Hiszpania	Sport	Movistar+	Mediaguard 2|Nagravision 3	29860	166	104[esp]|105[vo]	1034	166		2016-08-24	No	47001021
10773.25	H	22000 3/4	Astra 1KR	TV	Anixe HD	Niemcy	Ogólne	BetaDigital	FTA	21100	255	259[ger]	96	255		2016-01-17	Yes	51001003
10773.25	H	22000 3/4	Astra 1KR	TV	QVC HD Germany	Niemcy	Telezakupy	BetaDigital	FTA	21103	1023	1027[ger]	99	1023	35	2016-01-17	Yes	51001005
10773.25	H	22000 3/4	Astra 1KR	TV	HSE24 HD	Niemcy	Telezakupy	BetaDigital	FTA	21104	1279	1283[ger]	100	1279	36	2016-01-17	Yes	51001007
