No	Freq	Pol	Beam	SID	Name	Lang
1	10714	H	Astra 1M	5900	Mainfranken HD	[ger]
2	10714	H	Astra 1M	5901	Franken Fernsehen	[ger]
3	10714	H	Astra 1M	5902	TVA-OTV	[ger]
4	10714	H	Astra 1M	5903	TV Oberfranken	[ger]
5	10714	H	Astra 1M	5904	Niederbayern TV	[ger]
6	10714	H	Astra 1M	5905	Oberpfalz TV HD	[ger]
	10729	V	Astra 1KR	30804	Alquiler HD	[esp][qaa]
	10729	V	Astra 1KR	30805	Movistar LaLiga 2 HD	[esp][vo]
	10729	V	Astra 1KR	30806	AXN Spain HD	[esp][vo]
	10729	V	Astra 1KR	30807	Movistar Comedia HD	[esp][qaa]
	10729	V	Astra 1KR	30809	LaLiga TV Bar	[esp][qaa]
	10729	V	Astra 1KR	30814	Alquiler 2 HD	[esp][qaa]
	10729	V	Astra 1KR	30815	Movistar LaLiga 3 HD	[esp][vo]
	10729	V	Astra 1KR	30817	Movistar Liga Campeones 1	[esp][vo]
	10729	V	Astra 1KR	30819	La 1 HD	[esp][qaa]
	10729	V	Astra 1KR	30820	Movistar Liga Campeones 2	[esp][vo]
9	10744	H	Astra 1M	28721	Tagesschau 24	[ger]
10	10744	H	Astra 1M	28722	One	[ger][mis]
11	10744	H	Astra 1M	28724	Arte (Germany)	[fra][ger][mis][mul]
12	10744	H	Astra 1M	28725	Phoenix	[ger][mul]
13	10744	H	Astra 1M	28726	Test-R	[ger]
	10758	V	Astra 1M	29850	Divinity	[esp][vo]
	10758	V	Astra 1M	29851	Fox News	[eng]
	10758	V	Astra 1M	29852	Baby TV	[esp][vo]
	10758	V	Astra 1M	29853	TEST M	[esp][vo]
	10758	V	Astra 1M	29854	Boing Spain	[esp][vo]
	10758	V	Astra 1M	29855	Energy	[esp][vo]
	10758	V	Astra 1M	29856	Barça TV	[cat][esp]
	10758	V	Astra 1M	29857	Eurosport 1	[eng][esp]
	10758	V	Astra 1M	29858	MTV Spain	[eng][esp]
	10758	V	Astra 1M	29859	Gol	[esp][vo]
	10758	V	Astra 1M	29860	Movistar Formula1	[esp][vo]
17	10773	H	Astra 1KR	21100	Anixe HD	[ger]
18	10773	H	Astra 1KR	21103	QVC HD Germany	[ger]
19	10773	H	Astra 1KR	21104	HSE24 HD	[ger]
	10773	H	Astra 1KR	21107	Comedy Central HD	[ger]
	10773	H	Astra 1KR	21108	Welt HD	[ger]
20	10773	H	Astra 1KR	21112	Sophia TV	[ger]
21	10773	H	Astra 1KR	21113	Genius Plus TV	[ger]
	10773	H	Astra 1KR	21117	Comedy Central HD Austria	[ger]
	10773	H	Astra 1KR	21118	WELT HD	[ger]
	10788	V	Astra 1M	30350	Alquiler 1	[eng][esp]
	10788	V	Astra 1M	30351	Alquiler 2	[eng][esp]
	10788	V	Astra 1M	30354	Multideporte	[ch1][ch2][ch3][ch4][ch5][ch6][ch7][ch8][ch9][esp]
	10788	V	Astra 1M	30355	Multideporte	[esp][vo]
	10788	V	Astra 1M	30357	Alquiler XY	[esp][vo]
	10788	V	Astra 1M	30358	Movistar Series	[esp][vo]
	10788	V	Astra 1M	30359	Nick Junior Spain	[esp][vo]
	10788	V	Astra 1M	30361	Mezzo	[fra]
	10788	V	Astra 1M	30362	LaLiga TV Bar 2	[esp][vo]
	10788	V	Astra 1M	30363	Movistar LaLiga 4	[esp][vo]
	10788	V	Astra 1M	30364	Movistar LaLiga 3	[esp][tre][vo]
	10788	V	Astra 1M	30365	M.LCAMPEON4	[esp][vo]
	10788	V	Astra 1M	30366	M. DEPORTES6	[ch2][esp]
	10788	V	Astra 1M	30367	M.LCAMPEON2	[esp][vo]
	10788	V	Astra 1M	30371	MULTIDEPORTE	[ch1][ch2][ch3][ch4][ch5][ch6][ch7][ch8][ch9][esp]
	10788	V	Astra 1M	30372	Canal Orbe 21	[esp]
	10788	V	Astra 1M	30373	Sundance TV	[esp][qaa]
	10803	H	Astra 1KR	5500	Disney Channel HD Germany	[ger]
25	10803	H	Astra 1KR	5501	HSE24 Extra HD	[ger]
26	10803	H	Astra 1KR	5502	1-2-3.tv HD	[ger]
	10803	H	Astra 1KR	5503	Deluxe Music HD	[ger]
27	10803	H	Astra 1KR	5504	QVC 2 HD	[ger]
	10803	H	Astra 1KR	5505	Sport 1 HD (Germany)	[ger]
