Freq	Pol	SR	Beam	Type	Name	Country	Category	Packages	Encryption	SID	VPID	Audio	PMT	PCR	TXT	Last updated	FTA	Row
11727.00	V	30000 3/4	Europe	TV	Ziggo Sport Select HD	Holandia	Sport	Joyne	Conax	802	1201	1202[ned]|1203[ina]	1200	1201		2018-07-23	No	35001001
11727.00	V	30000 3/4	Europe	TV	VTM HD	Belgia	Ogólne	Joyne	Conax	804	1401	1402[ned]	1400	1401	1431	2018-07-26	No	35001003
11727.00	V	30000 3/4	Europe	TV	Vier HD	Belgia	Ogólne	Joyne	Conax	805	1501	1502[ned]	1500	1501	1531	2018-08-01	No	35001005
11727.00	V	30000 3/4	Europe	TV	VIJF HD	Belgia	Rozrywka	Joyne	Conax	806	1601	1602[ned]	1600	1601	1631	2018-08-02	No	35001007
11727.00	V	30000 3/4	Europe	TV	ZES HD	Belgia	Rozrywka	Joyne	Conax	807	1701	1702[ned]	1700	1701		2018-08-02	No	35001009
11727.00	V	30000 3/4	Europe	TV	Vitaya	Belgia	Ogólne	Joyne	Conax	808	1801	1802[ned]	1800	1801	1831	2018-07-26	No	35001011
11727.00	V	30000 3/4	Europe	TV	Caz	Belgia	Rozrywka	Joyne	Conax	809	1901	1902[ned]	1900	1901		2018-07-26	No	35001013
11727.00	V	30000 3/4	Europe	TV	Q2	Belgia	Rozrywka	Joyne	Conax	810	2001	2002[ned]	2000	2001	2031	2018-07-26	No	35001015
11727.00	V	30000 3/4	Europe	TV	Ment	Belgia	Muzyka	Joyne	Conax	811	2101	2102[ned]	2100	2101		2019-01-06	No	35001017
11727.00	V	30000 3/4	Europe	TV	VTM Kids	Belgia	Dzieci	Joyne	Conax	812	2201	2202[ned]	2200	2201		2019-01-06	No	35001019
11727.00	V	30000 3/4	Europe	TV	CAZ2	Belgia	Dzieci	Joyne	Conax	813	2301	2302[ned]	2300	2301		2020-04-01	No	35001021
11727.00	V	30000 3/4	Europe	TV	Ziggo Voetbal HD	Belgia	Sport	Joyne	Conax	814	2401	2402[eng]|2403[ina]	2400	2401		2019-01-06	No	35001023
11727.00	V	30000 3/4	Europe	TV	Ziggo Racing HD	Belgia	Wyścigi	Joyne	Conax	815	2501	2502[ned]|2503[ina]	2500	2501		2019-12-08	No	35001025
11727.00	V	30000 3/4	Europe	TV	Ziggo Golf HD	Belgia	Sport	Joyne	Conax	816	2601	2602[ned]|2603[ina]	2600	2601		2019-12-08	No	35001027
11727.00	V	30000 3/4	Europe	TV	Museum France HD	Francja	Kultura	Antik Sat	Conax	867	7701	7702[fra]|7703[eng]	7700	7701		2020-02-19	No	35001029
11727.00	V	30000 3/4	Europe	TV	TIN - The Israeli Network	Izrael	Ogólne	Antik Sat	FTA	868	7801	7802[heb]	7800	7801		2020-03-31	Yes	35001031
11727.00	V	30000 3/4	Europe	R	VRT Radio 1			Joyne	FTA	817		2702[ned]	2700	2702		2019-12-19	Yes	35001033
11727.00	V	30000 3/4	Europe	R	VRT Radio 2			Joyne	FTA	818		2802[ned]	2800	2802		2019-12-19	Yes	35001035
11727.00	V	30000 3/4	Europe	R	VRT NMS			Joyne	FTA	819		2902[ned]	2900	2902		2019-12-19	Yes	35001037
11727.00	V	30000 3/4	Europe	R	MNM			Joyne	FTA	820		3002[ned]	3000	3002		2019-12-19	Yes	35001039
11727.00	V	30000 3/4	Europe	R	MNM Hits			Joyne	FTA	821		3102[ned]	3100	3102		2019-12-19	Yes	35001041
11727.00	V	30000 3/4	Europe	R	Studio Brussel			Joyne	FTA	822		3202[ned]	3200	3202		2019-12-19	Yes	35001043
11727.00	V	30000 3/4	Europe	R	Klara			Joyne	FTA	823		3302[ned]	3300	3302		2019-12-19	Yes	35001045
11727.00	V	30000 3/4	Europe	R	Klara Continuo			Joyne	FTA	824		3402[ned]	3400	3402		2019-12-19	Yes	35001047
11727.00	V	30000 3/4	Europe	R	Sporza			Joyne	FTA	825		3502[ned]	3500	3502		2019-12-19	Yes	35001049
11727.00	V	30000 3/4	Europe	R	Q Music			Joyne	FTA	826		3602[ned]	3600	3602		2019-12-19	Yes	35001051
11727.00	V	30000 3/4	Europe	R	Joe			Joyne	FTA	827		3702[ned]	3700	3702		2019-12-19	Yes	35001053
11727.00	V	30000 3/4	Europe	R	Nostalgie			Joyne	FTA	828		3802[ned]	3800	3802		2019-12-19	Yes	35001055
11727.00	V	30000 3/4	Europe	R	Radio Continu			Joyne	FTA	829		3902[ned]	3900	3902		2018-09-05	Yes	35001057
11727.00	V	30000 3/4	Europe	R	Groot nieuws Radio			Joyne	FTA	830		4002[ned]	4000	4002		2018-09-17	Yes	35001059
11727.00	V	30000 3/4	Europe	R	TRT tamil			Antik Sat	FTA	866		7602[tam]	7600	7602		2019-11-13	Yes	35001061
11747.00	H	30000 3/4	Europe	TV	NPO 1 HD	Holandia	Ogólne	Joyne	Conax	501	1101	1102[ned]	1100	1101	1131	2017-08-11	No	39001001
11747.00	H	30000 3/4	Europe	TV	NPO 2 HD	Holandia	Ogólne	Joyne	Conax	502	1201	1202[ned]	1200	1201	1231	2017-08-11	No	39001003
11747.00	H	30000 3/4	Europe	TV	NPO 3 HD	Holandia	Ogólne	Joyne	Conax	503	1301	1302[ned]	1300	1301	1331	2017-08-11	No	39001005
11747.00	H	30000 3/4	Europe	TV	RTL 4 HD	Holandia	Ogólne	Joyne	Conax	504	1401	1402[ned]	1400	1401	1431	2017-08-11	No	39001007
11747.00	H	30000 3/4	Europe	TV	RTL 5 HD	Holandia	Ogólne	Joyne	Conax	505	1501	1502[ned]	1500	1501	1531	2017-08-11	No	39001009
