No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	10971	V	29950	3/4	KC1	Super	0	10	0	0	10
	11012	V	30000	3/5	KC2|B4	Transalpine	9	5	0	0	14
	11014	H	2044	5/6		Super	0	0	0	2	2
	11017	H	2048	5/6	KC8	Super	0	0	0	2	2
	11054	V	29950	3/4	KC3	Super	0	11	0	0	11
	11096	V	29950	3/4	B8	Transalpine	0	14	0	0	14
	11115	H	2725	5/6		Super	0	0	0	2	2
	11138	V	29950	2/3	KC5	Super	0	11	0	1	12
	11157	H	2720	5/6	KC12	Super	0	0	0	2	2
	11177	H	2043	5/6	KC12	Super	0	0	0	2	2
	11179	V	30000	3/5	B12	Transalpine	1	10	0	0	11
	11456	H	2400	3/4	D1	Transalpine	5	0	0	0	5
	11458	H	542	1/2	D1	Transalpine	2	0	0	0	2
	11465	H	667	3/5	KB7	Transalpine	4	0	0	0	4
	11468	H	3100	7/8	D1	Transalpine	0	0	0	1	1
	11471	V	29950	3/4	D2	Transalpine	61	12	1	0	74
	11472	H	9900	4/5	D1	Transalpine	78	1	0	2	81
	11480	H	3215	3/4	D1	Transalpine	20	0	0	4	24
	11509	H	29500	8/9	KB8	Transalpine	0	15	0	0	15
	11512	V	29950	3/4	KB2	Super	0	19	0	1	20
	11554	V	29950	3/4	D6	Transalpine	0	12	0	13	25
	11595	V	29950	2/3	KB4	Super	0	3	1	0	4
	11637	V	30000	3/5	KB5	Transalpine	3	9	1	0	13
	11676	H	30000	2/3	D11	Transalpine	0	10	0	60	70
	11679	V	29950	3/4	KB6	Super	0	8	3	0	11
	12522	V	35500	2/3	F2	Transalpine	1	22	0	0	23
	12543	H	34200	8/9	F1	Transalpine	10	42	0	5	57
	12564	V	29950	2/3	KA2	Super	61	7	3	0	71
	12585	H	35000	2/3	F3	Transalpine	0	15	3	18	36
	12606	V	35500	2/3	F6	Transalpine	4	16	0	18	38
	12648	V	29500	8/9	F8	Transalpine	0	17	0	1	18
	12669	H	35000	2/3	F7	Transalpine	0	25	1	13	39
	12690	V	29950	3/4	KA5	Super	78	2	0	2	82
	12699	H	11175	3/4	F9	Transalpine	0	24	0	0	24
	12732	V	30000	2/3	KA6	Super	0	12	1	0	13
