No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	11265	H	30000	3/4	3	Nordic	0	16	0	0	16
	11265	V	30000	3/4	4	Nordic	0	23	0	0	23
	11305	H	30000	3/4	5	Nordic	0	11	0	0	11
	11305	V	30000	3/4	6	Nordic	0	8	0	0	8
	11345	H	30000	3/4	7	Nordic	0	13	0	0	13
	11345	V	30000	3/4	8	Nordic	13	14	0	0	27
	11385	H	30000	3/4	9	Nordic	0	3	0	0	3
	11385	V	30000	3/4	10	Nordic	0	8	0	0	8
	11747	V	30000	3/4	B2	BSS Nordic	0	16	0	0	16
	11766	H	27500	2/3	B3	Europe	0	25	0	2	27
	11785	V	27500	5/6	B4	BSS Nordic	0	24	0	0	24
	11823	V	27500	3/4	B6	BSS Nordic	0	11	0	0	11
	11881	H	28000	3/4	B9	BSS Nordic	0	18	0	0	18
	11919	H	28000	3/4	B11	BSS Nordic	0	30	0	0	30
	11938	V	27500	5/6	B12	BSS Nordic	0	20	0	0	20
	11958	H	27500	5/6	B13	BSS Nordic	0	23	0	0	23
	11996	H	27500	3/4	B15	BSS Nordic	0	7	0	12	19
	12015	V	27500	3/4	B16	BSS Nordic	28	19	0	0	47
	12054	V	27500	3/4	B18	BSS Nordic	0	0	0	1	1
	12073	H	27500	3/4	B19	Europe	3	11	0	0	14
	12092	V	30000	2/3	B20	BSS Nordic	0	19	0	0	19
	12130	V	27500	3/4	B22	Europe	0	6	0	0	6
	12149	H	27500	3/4	B23	Europe	2	9	0	0	11
	12188	H	30000	3/4	B25	BSS Nordic	0	16	0	0	16
	12207	V	30000	2/3	B26	BSS Nordic	0	20	0	0	20
	12245	V	30000	2/3	B28	Europe	0	12	0	5	17
	12265	H	30000	3/4	B29	Europe	0	5	4	0	9
	12284	V	27500	3/4	B30	Europe	1	10	0	0	11
	12303	H	25547	7/8	B31	Europe	8	7	2	4	21
	12322	V	27500	5/6	B32	BSS Nordic	0	23	0	0	23
	12341	H	30000	3/4	B33	BSS Nordic	0	15	0	1	16
	12360	V	27500	5/6	B34	Europe	0	15	0	0	15
	12380	H	27500	3/4	B35	Europe	3	7	0	1	11
	12399	V	27500	3/4	B36	BSS Nordic	0	1	0	0	1
	12418	H	27500	3/4	B37	Europe	2	9	1	0	12
	12437	V	30000	2/3	B38	BSS Nordic	0	10	0	0	10
	12578	H	1333	3/4	EG1	Europe	5	0	0	0	5
	12608	H	27500	3/4	EG3	BSS Nordic	0	7	0	0	7
	12637	H	14465	3/4	EG3	Europe	0	4	0	0	4
	12645	V	256	1/2	EG4	Europe	1	0	0	0	1
	12734	H	3600	2/3	EG5	Europe	2	2	0	0	4
