No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	10721	H	22000	3/4	A1	Europe B	1	4	0	0	5
	10721	V	27500	3/4	A2	Western	11	0	0	0	11
	10804	H	30000	5/6	A5	Western	0	10	0	2	12
	10804	V	30000	5/6	A6	Western	0	12	0	0	12
	10845	H	30000	5/6	A7	Western	2	9	0	3	14
	10845	V	30000	5/6	A8	Western	0	10	0	0	10
	10887	H	30000	5/6	A9	Western	0	8	0	0	8
	10887	V	30000	5/6	A10	Western	0	11	0	0	11
	10928	H	30000	5/6	A11	Western	0	8	0	0	8
	10928	V	30000	5/6	A12	Western	0	10	0	0	10
	11046	H	8333	5/6	B3	Eastern	0	1	0	0	1
	11221	H	27500	3/4	C1	Western	4	7	0	1	12
	11262	H	27500	5/6	C3	Europe B	0	7	1	0	8
	11304	H	29700	2/3	C5	Europe B	0	4	1	0	5
	11345	H	27500	5/6	C7	Europe B	0	10	0	0	10
	11386	H	27500	5/6	C9	Europe B	0	4	0	0	4
	11471	H	30000	5/6	D1	Western	0	9	0	0	9
	11471	V	30000	5/6	D2	Western	2	7	1	0	10
	11513	H	29900	5/6	D3	Western	0	60	0	0	60
	11554	H	30000	3/4	D5	Western	0	1	9	11	21
	11596	H	30000	5/6	D7	Western	0	13	0	2	15
	11637	H	30000	5/6	D9	Western	0	11	0	0	11
	11679	H	30000	5/6	D11	Western	0	8	0	0	8
	12549	V	2222	5/6	F2	Europe	0	1	0	0	1
	12744	H	2222	3/4	F5	Europe	0	1	0	0	1
