No	Freq	Pol	Beam	SID	Name	Lang
	10762	H	Europe B	613	KSF-S270HDCO	
	10762	H	Europe B	614	KSF-S660HDCO	
	10762	H	Europe B	617	ODS-2+3000H	
	10762	H	Europe B	620	DGA-OTT200S	
1	10762	H	Europe B	1000	RTK 1 Sat (Kosovo)	[alb]
2	10762	H	Europe B	1020	Top News	[alb]
	10762	H	Europe B	1040	Bang Bang	[alb][eng]
	10762	H	Europe B	1060	Explorer shkence	[alb][eng]
	10762	H	Europe B	1100	Film Komedi	[eng]
	10762	H	Europe B	1160	T	[alb]
	10762	H	Europe B	1180	Ora News	[alb]
	10762	H	Europe B	1240	News 24 Albania	[alb]
	10762	H	Europe B	1260	X1	[eng]
3	10762	H	Europe B	1300	BCTV Europe	[alb]
	10762	H	Europe B	1400	T HD	[alb]
	10762	H	Europe B	1420	Supersport 7 HD	[alb][eng]
	10762	H	Europe B	1440	RTV Ora	[alb]
	10762	H	Europe B	1460	MTV Live HD	[eng]
	10762	H	Europe B	1480	Film Hits HD	[alb]
	10762	H	Europe B	1500	Film Aksion HD	[alb]
	10762	H	Europe B	1520	Seriale Turke	[tur]
	10762	H	Europe B	1540	Top Channel HD	[alb]
	10762	H	Europe B	1800	Top Albania Radio	[aac]
	10762	H	Europe B	1820	Top Gold Radio	[aac]
	10762	H	Europe B	5300	V-Data	
	10804	H	Europe B	612	DGA-Z100S	
	10804	H	Europe B	617	ODS-2+3000H	
	10804	H	Europe B	618	ODS-4000H	
	10804	H	Europe B	619	DGA-i100S	
	10804	H	Europe B	921	My Music Radio	[alb]
4	10804	H	Europe B	2000	Euronews Albania	[alb]
	10804	H	Europe B	2020	Supersport 5 HD (Albania)	[alb]
	10804	H	Europe B	2030	Supersport 6 HD Albania	[alb]
	10804	H	Europe B	2100	Junior TV Albania	[alb][eng]
	10804	H	Europe B	2110	Cufo TV	[alb][eng]
	10804	H	Europe B	2120	My Music	[alb]
	10804	H	Europe B	2130	Explorer natyra	[alb][eng]
	10804	H	Europe B	2140	Explorer histori	[alb][eng]
	10804	H	Europe B	2150	Fax News	[alb]
	10804	H	Europe B	2160	EuroFilm	
	10804	H	Europe B	2160	EuroFilm	
	10804	H	Europe B	2170	Film Autor	[eng][ita]
	10804	H	Europe B	2180	SS_Service1	
	10804	H	Europe B	2190	Film Thriller	[eng][ita]
	10804	H	Europe B	2200	Film Drame	[eng][ita]
	10804	H	Europe B	2210	SS_Service2	
	10804	H	Europe B	2220	ABC News (Albania)	[alb]
	10804	H	Europe B	2240	Melody.TV	[alb]
	10804	H	Europe B	2411	NRG Radio	[alb]
	10804	H	Europe B	3300	A2 CNN	[alb]
	10845	H	Europe B	1001	Film Nje HD	[eng]
	10845	H	Europe B	1002	Film Dy HD	[eng]
	10845	H	Europe B	1003	Family HD	[alb][eng]
	10845	H	Europe B	1004	SuperSport HD-1	[alb][eng]
	10845	H	Europe B	1005	SuperSport HD-2	[alb][eng]
	10845	H	Europe B	1006	SuperSport HD-3	[alb][eng]
	10845	H	Europe B	1007	SuperSport HD-4	[alb][eng]
	10845	H	Europe B	1009	Travel Channel HD	[eng]
	10845	H	Europe B	1021	RRokum	[alb]
	10845	H	Europe B	1023	Scan TV	[alb]
5	10845	H	Europe B	1028	Ndihma e Klientit	[alb]
	10845	H	Europe B	1034	IN TV (Albania)	[alb]
	10845	H	Europe B	1035	UTV News	[alb]
	10845	H	Europe B	3660	Travel Channel HD	[eng]
	10845	H	Europe B	3700	Travel Channel HD	[bul][eng]
	10845	H	Europe B	4160	Star Plus TV	[alb]
	10845	H	Europe B	4460	Fox Movies Eastern Europe	[eng]
	10887	H	Europe B	1001	National Geographic HD UK	[eng]
	10887	H	Europe B	1002	Discovery HD Showcase	[cze][eng]
	10887	H	Europe B	1003	STV Folk	[eng]
	10887	H	Europe B	1004	Animal Planet HD	[eng]
	10887	H	Europe B	1005	Discovery Science Europe HD	[eng]
	10887	H	Europe B	1007	Dorcel HD	[eng][fra]
	10887	H	Europe B	1021	24 Kitchen	[eng]
	10887	H	Europe B	1022	Fox Channel Albania	[eng]
	10887	H	Europe B	1023	Discovery Turbo Xtra	[alb]
	10887	H	Europe B	1025	Comedy Central Extra	[eng]
	10887	H	Europe B	1026	Fox Life Albania	[eng]
	10887	H	Europe B	1027	Nickelodeon Europe	[eng]
	10887	H	Europe B	1030	Supersonic TV	[eng]
	10887	H	Europe B	1031	A1 Report	[alb]
	10887	H	Europe B	1042	Discovery Channel	[eng]
	10887	H	Europe B	3240	Playboy HD	[eng][fra]
	10887	H	Europe B	3600	Animal Planet HD	[eng]
	10887	H	Europe B	3620	Discovery Science HD	[eng]
	10887	H	Europe B	3640	Discovery Showcase HD	[eng]
	10887	H	Europe B	4700	Animal Planet HD	[cze][eng]
	10887	H	Europe B	4720	Discovery Science HD	[cze][eng]
	10887	H	Europe B	4740	Discovery HD Showcase	[bul][eng]
	10887	H	Europe B	4760	DTX	[cze][eng]
	10928	H	Europe B	1112	Epic Drama	[bul][cze][hun][lit][rus][tur][vo]
	10928	H	Europe B	1113	Evil Angels	[eng]
	10928	H	Europe B	1114	Viasat Nature HD	[cze][hun][rus][vo]
	10928	H	Europe B	1115	Viasat Explore HD	[bul][cze][hun][rus][tur][vo]
	10928	H	Europe B	1116	Viasat History HD	[cze][den][hun][nor][rus][swe][tur][vo]
	10972	V	Europe B	1351	BK TV	[ser]
	10972	V	Europe B	1352	TV Palma Plus	[ser]
	10972	V	Europe B	1353	Arena Sport 1 Croatia	[cro]
	10972	V	Europe B	1354	TV Alfa Sarajevo	[ser]
	10972	V	Europe B	1355	ArenaSport 4	[ser]
	10972	V	Europe B	1356	24 Vesti	[mac]
	10972	V	Europe B	1357	Telma	[mac]
	10972	V	Europe B	1358	MRT Sobraniski	[alb][mac]
	10972	V	Europe B	1359	Alfa TV Macedonia	[mac]
	10972	V	Europe B	1360	Comedy Central Croatia	[eng]
	10972	V	Europe B	1361	Cinestar TV	[cro]
	10972	V	Europe B	1362	Travel Channel	[eng]
	10972	V	Europe B	1364	CineStar Premiere HD	[cro][ser]
	10972	V	Europe B	1365	SK Esports	[ser]
	10972	V	Europe B	1366	Cinestar Premiere 2 HD	[cro][ser]
	10972	V	Europe B	1367	Crime & Investigation Network	[eng]
	10972	V	Europe B	1368	Dusk International	[eng]
	10972	V	Europe B	1369	Uci Doma 1	[ser]
	10972	V	Europe B	1370	Uci Doma 2	[ser]
	10972	V	Europe B	1371	Radio Studio B	[ser]
	10972	V	Europe B	1372	Test 1	[aac][ser]
	10993	H	Europe A	1	EUTELSAT 16A S3-01	[ita]
	11011	V	Europe B	1451	SK 1 HD	[ser]
	11011	V	Europe B	1452	SK 2 HD	[cro][ser][slo]
	11011	V	Europe B	1453	SK 1 CG HD	[ser]
	11011	V	Europe B	1454	HBO Adria HD	[eng][mac][ser][slo]
	11011	V	Europe B	1455	HBO 2 HD Adria	[eng][mac][ser][slo]
	11011	V	Europe B	1456	Discovery HD Showcase	[eng]
	11011	V	Europe B	1457	FOX Movies Adria HD	[eng]
	11011	V	Europe B	1458	Animal Planet HD	[eng]
	11011	V	Europe B	1459	TV Vijesti	[eng]
	11055	V	Europe B	617	ODS-2+3000H	
	11055	V	Europe B	1152	TV Barrandov	[aac][cze]
	11055	V	Europe B	1153	CT 1 HD	[cze]
	11055	V	Europe B	1154	CT 24 HD	[cze]
	11055	V	Europe B	1155	Prima Krimi	[cze]
	11055	V	Europe B	1156	CT 2 HD	[cze]
	11055	V	Europe B	1159	ČT Art	[aac][slk]
	11055	V	Europe B	1159	ČT D	[aac][slk]
	11055	V	Europe B	1160	CT Sport HD	[cze]
	11055	V	Europe B	1161	Prima COOL HD	[cze]
	11055	V	Europe B	1162	Prima Love	[cze]
	11055	V	Europe B	1164	Prima Max HD	[cze]
	11055	V	Europe B	1171	Prima Zoom HD	[cze]
	11055	V	Europe B	1199	Antik OTA Upgrade	
	11069	H	Europe A	21418	Radio 538 TNZ	[ned]
	11070	H	Europe A	170	Slam!    Main	[ned]
	11071	H	Europe A	170	100%NL  !	[ned]
	11071	H	Europe A	17629	BNR_AMS	[ned]
	11093	V	Europe B	1201	Eurosport 2 HD	[aac][cze][eng]
	11093	V	Europe B	1203	Nova HD	[aac][cze]
	11093	V	Europe B	1204	CS Film	[cze]
	11093	V	Europe B	1204	Horor Film	[aac][cze]
	11093	V	Europe B	1205	Fishing & Hunting	[aac][bul][cze][hun][rom]
	11093	V	Europe B	1206	Mnam TV HD	[cze]
	11093	V	Europe B	1207	Film Europe	[aac][mul]
	11093	V	Europe B	1208	KinoSvet	[aac][cze]
	11093	V	Europe B	1210	Arena Sport 2 HD Slovakia	[slk]
	11093	V	Europe B	1211	Leo TV	[aac][eng]
	11093	V	Europe B	1211	Extasi TV	[aac][eng]
	11093	V	Europe B	1216	Disney Channel Hungary & Czechia	[aac][cze][eng][hun]
	11093	V	Europe B	1217	Film +	[aac][cze]
	11093	V	Europe B	1221	JOJ Cinema HD	[aac][cze][mul]
	11093	V	Europe B	1222	National Geographic Hungary & Czechia	[aac][cze][eng][hun]
	11093	V	Europe B	1223	Nickelodeon Czech	[aac][cze][eng][hun]
	11093	V	Europe B	1224	Noe TV	[aac][cze]
	11093	V	Europe B	1225	Jojko	[aac][mul][slk]
	11093	V	Europe B	1226	Spektrum TV Czechia	[aac][cze][hun]
	11093	V	Europe B	1227	Spektrum Home	[aac][cze][hun]
	11093	V	Europe B	1228	Sport 2 HD Czechia	[aac][cze][slk]
	11093	V	Europe B	1229	TV Paprika	[aac][cze][hun]
	11093	V	Europe B	1231	Jim Jam	[cze][eng][hun]
	11093	V	Europe B	1255	Nova Sport HD	[aac][ces][eng]
	11093	V	Europe B	1256	Nova Sport 2 HD	[aac][cze][eng]
	11093	V	Europe B	1258	AXN Czech	[cze][eng]
	11131	V	Europe B	1	Antena 1	[rom]
	11131	V	Europe B	2	Antena Stars	[rom]
	11131	V	Europe B	3	Antena 3 Romania	[rom]
	11131	V	Europe B	4	Happy Channel Romania	[rom]
	11131	V	Europe B	5	Zu TV	[rom]
	11131	V	Europe B	6	Antena International	[rom]
	11131	V	Europe B	7	Antena HD	[rom]
	11131	V	Europe B	55	Radio Zu	[rom]
	11131	V	Europe B	56	Radio Romantic	[rom]
	11139	H	Europe B	14	Klan Kosova HD	[aac]
	11139	H	Europe B	15	ABC News (Albania)	[aac][alb]
	11139	H	Europe B	70	Tring History	[aac][eng]
	11139	H	Europe B	135	RTK 1 Sat (Kosovo)	[aac][alb]
	11139	H	Europe B	801	Kids	[aac][eng]
