No	Freq	Pol	Beam	SID	Name	Lang
	11265	H	Nordic	2600	Viasat History HD	[den][eng][nor][rus][swe][tur]
	11265	H	Nordic	2605	Paramount Network Sweden	[swe]
	11265	H	Nordic	2610	TV6 HD Sweden	[swe][syn]
	11265	H	Nordic	2620	Viasat Explore HD	[den][eng][nor][rus][swe]
	11265	H	Nordic	2625	MTV Nordic	[eng]
	11265	H	Nordic	2630	Viasat 4 Norge HD	[nor]
	11265	H	Nordic	2640	Viasat Nature HD	[den][nor][swe]
	11265	H	Nordic	2645	Xee	[den]
	11265	H	Nordic	2650	TV 3 HD Denmark	[den][syn]
	11265	H	Nordic	2660	MTV Hits	
	11265	H	Nordic	2665	Nickelodeon Denmark	[den]
	11265	H	Nordic	2670	Nickelodeon Norway	[nor]
	11265	H	Nordic	2675	VH-1 Classic	[eng]
	11265	H	Nordic	2685	VH-1 (Video Hits One)	[den][eng][fin][nor][rus][swe]
	11265	H	Nordic	2690	Nick Jr Nordic	[den][eng][fin][nor][rus][swe]
	11265	H	Nordic	2695	Nick Toons	[den][eng][nor][rus][swe]
	11265	V	Nordic	2200	Disney Channel Norway	[nor]
	11265	V	Nordic	2205	TV 2 Fri	[den]
	11265	V	Nordic	2210	Disney Channel Nordic	[eng][fin][rus][swe]
	11265	V	Nordic	2215	TV2 Charlie	[den]
	11265	V	Nordic	2220	Disney XD Nordic	[den][eng][fin][nor][rus][swe]
	11265	V	Nordic	2225	TV 2 News	[den]
	11265	V	Nordic	2230	Nickelodeon Sweden	[swe]
	11265	V	Nordic	2233	National Geographic Denmark	[den]
	11265	V	Nordic	2235	Eurosport Danmark	[den]
	11265	V	Nordic	2240	Canal 9 Denmark	[den]
	11265	V	Nordic	2245	Disney Junior Nordic	[den][eng][fin][nor][rus][swe]
	11265	V	Nordic	2250	TV6 Norge	[nor]
	11265	V	Nordic	2255	TV 2 Zulu	[den]
	11265	V	Nordic	2260	National Geographic Sweden & Finland	[fin][swe]
	11265	V	Nordic	2265	DK 4	[den]
	11265	V	Nordic	2270	National Geographic Norway	[nor]
	11265	V	Nordic	2275	Disney Channel Denmark	[den]
	11265	V	Nordic	2280	TV 2 Livsstil	[nor]
	11265	V	Nordic	2285	Kanal 4	[den]
	11265	V	Nordic	2290	Fox Sweden	[swe]
	11265	V	Nordic	2293	BBC World News	[eng]
	11265	V	Nordic	2295	Kanal 5 Denmark	[den]
	11265	V	Nordic	2298	Viasat Film Family	[den][fin][nor][swe]
	11305	H	Nordic	2700	Viasat Sport HD	[fin][swe]
	11305	H	Nordic	2705	History Sweden	[swe]
	11305	H	Nordic	2710	Viasat Hockey HD	[fin][nor][swe]
	11305	H	Nordic	2720	Viasport 1	[nor]
	11305	H	Nordic	2730	TV2 Sport HD Denmark	[den]
	11305	H	Nordic	2740	DR 1 HD	[den][syn]
	11305	H	Nordic	2750	Esports TV	[eng]
	11305	H	Nordic	2760	Viasat Sport Premium HD	[fin][swe]
	11305	H	Nordic	2770	TV 3 Sport 1 HD	[den]
	11305	H	Nordic	2780	Eurosport 1	
	11305	H	Nordic	2790	Discovery Norway HD	[nor]
	11305	V	Nordic	1400	Viasat Film Action HD	[den][fin][nor][swe]
	11305	V	Nordic	1410	Viasat Film Hits HD	[den][fin][nor][swe]
	11305	V	Nordic	1420	Viasat Series HD	[den][fin][nor][swe]
	11305	V	Nordic	1430	TV 3 HD Sverige	[swe]
	11305	V	Nordic	1440	Viasat Motor HD	[nor][swe]
	11305	V	Nordic	1450	Kanal 5 HD Sweden	[swe]
	11305	V	Nordic	1470	TV 3 HD Norge	[nor]
	11305	V	Nordic	1480	Eurosport Norway HD	[nor]
	11345	H	Nordic	2800	Sportkanalen HD	[swe]
	11345	H	Nordic	2805	Nat Geo Wild Russia	[eng][rus]
	11345	H	Nordic	2810	Viasport 2	[nor][vo]
	11345	H	Nordic	2815	CNN International Europe	[eng]
	11345	H	Nordic	2820	TV Norge HD	[nor]
	11345	H	Nordic	2830	Viasport+	[nor]
	11345	H	Nordic	2835	TV 12 HD	[swe]
	11345	H	Nordic	2840	Viasat Fotboll HD Sweden	[swe]
	11345	H	Nordic	2850	Viasport 3	[nor][vo]
1	11345	H	Nordic	2875	SonLife Broadcasting Network	[eng][esp]
	11345	H	Nordic	2880	Cartoon Network	[den][eng][nor][swe]
	11345	H	Nordic	2885	Boomerang	[den][fin][nor][swe]
	11345	H	Nordic	2895	NHK World	[eng]
	11345	V	Nordic	1700	Viasat Golf HD	[den][eng][nor][swe][vo]
	11345	V	Nordic	1710	Discovery Channel Sweden	[swe]
	11345	V	Nordic	1720	TV 3 Sport 1 HD	[den]
	11345	V	Nordic	1730	TV2 HD Lorry	[den]
	11345	V	Nordic	1737	TV2 Sport X HD	[den]
	11345	V	Nordic	1750	TV3 Max	[den]
	11345	V	Nordic	1760	FEM	
	11345	V	Nordic	1770	C More Hockey HD	[swe]
	11345	V	Nordic	1774	P4 Lyden av Norge	[nor]
	11345	V	Nordic	1776	DR P2 Klassisk	[den]
	11345	V	Nordic	1778	DR P3	[den]
	11345	V	Nordic	1780	Bandit Classic 2	
	11345	V	Nordic	1782	Svenska favoriter 2	
	11345	V	Nordic	1784	Classic 2	
	11345	V	Nordic	1786	Power Hit Radio	
