No	Freq	Pol	Beam	SID	Name	Lang
	10716	H	K1 Nordic	1511	Rikstoto Direkte HD	[nor]
	10716	H	K1 Nordic	6403	Sagem HD106S	
	10716	H	K1 Nordic	6409	Handan CDC9000 loader	
	10716	H	K1 Nordic	7101	BBC Brit HD (Norway)	[eng]
	10747	H	K1 Nordic	1034	TV 2 Sport Premium HD	[nor]
	10747	H	K1 Nordic	1035	TV 2 Sport Premium 2 HD	[nor]
	10747	H	K1 Nordic	6404	TV 2 Sport HD 1	[nor]
	10747	H	K1 Nordic	7065	TV 2 Zebra HD	[nor]
	10747	H	K1 Nordic	7073	TV 2 HD	[nor]
	10747	H	K1 Nordic	7078	TV 2 Sport 2 HD	[nor]
	10747	H	K1 Nordic	7148	TV 2 Nyhetskanalen HD	[nor]
	10747	H	K1 Nordic	17073	TV 2 HD (N) - Tekst	[nor]
	10747	V	K1 Nordic	1039	NRK 1 HD	[nor]
	10747	V	K1 Nordic	1040	NRK 2 HD	[nor]
	10747	V	K1 Nordic	1041	NRK Super HD	[nor]
	10747	V	K1 Nordic	1041	NRK 3 HD	[nor]
	10747	V	K1 Nordic	7856	NRK1 Nordnytt	[nor]
	10747	V	K1 Nordic	7857	NRK1 Nordland	[nor]
	10747	V	K1 Nordic	7858	NRK1 Midtnytt	[nor]
	10747	V	K1 Nordic	7859	NRK1 Møre og Romsdal	[nor]
	10747	V	K1 Nordic	7860	NRK1 Vestlandsrevyen	[nor]
	10747	V	K1 Nordic	7861	NRK1 Rogaland	[nor]
	10747	V	K1 Nordic	7862	NRK1 Sørlandet	[nor]
	10747	V	K1 Nordic	7863	NRK1 Vestfold og Telemark	[nor]
	10747	V	K1 Nordic	7864	NRK1 Innlandet	[nor]
	10747	V	K1 Nordic	7866	NRK Tegnspråk	[nor]
	10747	V	K1 Nordic	7867	NRK P1 Østlandssendingen	[nor]
	10747	V	K1 Nordic	7868	NRK P1 Troms	[nor]
	10747	V	K1 Nordic	7869	NRK P1 Finnmark	[nor]
