Freq	Pol	SR	Beam	Type	Name	Country	Category	Packages	Encryption	SID	VPID	Audio	PMT	PCR	TXT	Last updated	FTA	Row
11643.00	H	5500 3/4	Europe	R	1050 - WAWA Kielce				FTA	1050		1052[aac][pol]	1050	1052		2019-09-11	Yes	51001003
11643.00	H	5500 3/4	Europe	R	1070 - WAWA Krakow				FTA	1070		1072[aac]	1070	1072		2019-09-11	Yes	51001005
11643.00	H	5500 3/4	Europe	R	1100 - WAWA Lodz				FTA	1100		1102[aac]	1100	1102		2019-09-11	Yes	51001007
11643.00	H	5500 3/4	Europe	R	1120 - WAWA Opole				FTA	1120		1122[aac]	1120	1122		2019-09-11	Yes	51001009
11643.00	H	5500 3/4	Europe	R	1150 - WAWA Torun				FTA	1150		1152[aac]	1150	1152		2019-09-11	Yes	51001011
11643.00	H	5500 3/4	Europe	R	1170 - WAWA Gdansk				FTA	1170		1172[aac]	1170	1172		2019-09-11	Yes	51001013
11643.00	H	5500 3/4	Europe	R	1180 - WAWA Wroclaw				FTA	1180		1182[aac]	1180	1182		2019-09-11	Yes	51001015
11643.00	H	5500 3/4	Europe	R	1240 - WAWA Rzeszow				FTA	1240		1242[aac]	1240	1242		2019-09-11	Yes	51001017
11643.00	H	5500 3/4	Europe	R	1260 - WAWA Szczecin				FTA	1260		1262[aac]	1260	1262		2019-09-11	Yes	51001019
11643.00	H	5500 3/4	Europe	R	1290 - WAWA Nowy Sacz				FTA	1290		1292[aac]	1290	1292		2019-09-11	Yes	51001021
11643.00	H	5500 3/4	Europe	R	1380 - WAWA Warszawa				FTA	1380		1382[aac]	1380	1382		2019-09-11	Yes	51001023
11643.00	H	5500 3/4	Europe	R	1480 - WAWA Jelenia Gora				FTA	1480		1482[aac]	1480	1482		2019-09-11	Yes	51001025
11643.00	H	5500 3/4	Europe	R	1510 - WAWA Trzebnica				FTA	1510		1512[aac]	1510	1512		2019-09-11	Yes	51001027
11643.00	H	5500 3/4	Europe	R	2000 - ESKA SES				FTA	2000		2002[pol]	2000	2002		2019-09-11	Yes	51001029
11643.00	H	5500 3/4	Europe	R	2010 - ESKA Belchatow				FTA	2010		2012[aac]	2010	2012		2019-09-11	Yes	51001031
11643.00	H	5500 3/4	Europe	R	2020 - ESKA Bialystok				FTA	2020		2022[aac]	2020	2022		2019-09-11	Yes	51001033
11643.00	H	5500 3/4	Europe	R	2030 - ESKA Bydgoszcz				FTA	2030		2032[aac]	2030	2032		2019-09-11	Yes	51001035
11643.00	H	5500 3/4	Europe	R	2040 - ESKA Gorzow				FTA	2040		2042[aac]	2040	2042		2019-09-11	Yes	51001037
11643.00	H	5500 3/4	Europe	R	2050 - ESKA Kielce				FTA	2050		2052[aac]	2050	2052		2019-09-11	Yes	51001039
11643.00	H	5500 3/4	Europe	R	2060 - ESKA Siedlce				FTA	2060		2062[aac]	2060	2062		2019-09-11	Yes	51001041
11643.00	H	5500 3/4	Europe	R	2070 - ESKA Krakow				FTA	2070		2072[aac]	2070	2072		2019-09-11	Yes	51001043
11643.00	H	5500 3/4	Europe	R	2080 - ESKA Leszno				FTA	2080		2082[aac]	2080	2082		2019-09-11	Yes	51001045
11643.00	H	5500 3/4	Europe	R	2090 - ESKA Pila				FTA	2090		2092[aac]	2090	2092		2019-09-11	Yes	51001047
11643.00	H	5500 3/4	Europe	R	2100 - ESKA Lodz				FTA	2100		2102[aac][pol]	2100	2102		2019-11-20	Yes	51001049
11643.00	H	5500 3/4	Europe	R	2110 - ESKA Olsztyn				FTA	2110		2112[aac]	2110	2112		2019-09-11	Yes	51001051
11643.00	H	5500 3/4	Europe	R	2120 - ESKA Opole				FTA	2120		2122[aac]	2120	2122		2019-09-11	Yes	51001053
11643.00	H	5500 3/4	Europe	R	2130 - ESKA Lublin				FTA	2130		2132[aac]	2130	2132		2019-09-11	Yes	51001055
11643.00	H	5500 3/4	Europe	R	2140 - ESKA Poznan				FTA	2140		2142[aac]	2140	2142		2019-09-11	Yes	51001057
11643.00	H	5500 3/4	Europe	R	2150 - ESKA Torun				FTA	2150		2152[aac]	2150	2152		2019-09-11	Yes	51001059
11643.00	H	5500 3/4	Europe	R	2160 - ESKA Tarnow				FTA	2160		2162[aac]	2160	2162		2019-09-11	Yes	51001061
11643.00	H	5500 3/4	Europe	R	2170 - ESKA Trojmiasto				FTA	2170		2172[aac]	2170	2172		2019-09-11	Yes	51001063
11643.00	H	5500 3/4	Europe	R	2180 - ESKA Wroclaw				FTA	2180		2182[aac]	2180	2182		2019-09-11	Yes	51001065
11643.00	H	5500 3/4	Europe	R	2190 - ESKA Zielona Gora				FTA	2190		2192[aac]	2190	2192		2019-09-11	Yes	51001067
11643.00	H	5500 3/4	Europe	R	2200 - ESKA Ostrow				FTA	2200		2202[aac]	2200	2202		2019-09-11	Yes	51001069
11643.00	H	5500 3/4	Europe	R	2210 - ESKA Radom				FTA	2210		2212[aac]	2210	2212		2019-09-11	Yes	51001071
11643.00	H	5500 3/4	Europe	R	2220 - ESKA Slask				FTA	2220		2222[aac]	2220	2222		2019-09-11	Yes	51001073
11643.00	H	5500 3/4	Europe	R	2230 - ESKA Zamosc				FTA	2230		2232[aac]	2230	2232		2019-09-11	Yes	51001075
11643.00	H	5500 3/4	Europe	R	2240 - ESKA Rzeszow				FTA	2240		2242[aac]	2240	2242		2019-09-11	Yes	51001077
11643.00	H	5500 3/4	Europe	R	2250 - ESKA Plock				FTA	2250		2252[aac]	2250	2252		2019-09-11	Yes	51001079
11643.00	H	5500 3/4	Europe	R	2260 - ESKA Szczecin				FTA	2260		2262[aac]	2260	2262		2019-09-11	Yes	51001081
11643.00	H	5500 3/4	Europe	R	2270 - ESKA Koszalin				FTA	2270		2272[aac]	2270	2272		2019-09-11	Yes	51001083
11643.00	H	5500 3/4	Europe	R	2300 - ESKA Beskidy/Zywiec				FTA	2300		2302[aac]	2300	2302		2019-09-11	Yes	51001085
11643.00	H	5500 3/4	Europe	R	2310 - ESKA Szczecinek				FTA	2310		2312[aac]	2310	2312		2019-09-11	Yes	51001087
11643.00	H	5500 3/4	Europe	R	2320 - ESKA Przemysl				FTA	2320		2322[aac]	2320	2322		2019-09-11	Yes	51001089
11643.00	H	5500 3/4	Europe	R	2330 - ESKA Malopolska				FTA	2330		2332[aac]	2330	2332		2019-09-11	Yes	51001091
11643.00	H	5500 3/4	Europe	R	2360 - ESKA Krasnik				FTA	2360		2362[aac][pol]	2360	2362		2019-09-11	Yes	51001093
11643.00	H	5500 3/4	Europe	R	2400 - ESKA Starachowice				FTA	2400		2402[aac]	2400	2402		2019-09-11	Yes	51001095
11643.00	H	5500 3/4	Europe	R	2420 - ESKA Zary				FTA	2420		2422[aac]	2420	2422		2019-09-11	Yes	51001097
11643.00	H	5500 3/4	Europe	R	2430 - ESKA Elblag				FTA	2430		2432[aac]	2430	2432		2019-09-11	Yes	51001099
11643.00	H	5500 3/4	Europe	R	2440 - ESKA Ilawa				FTA	2440		2442[aac]	2440	2442		2019-09-11	Yes	51001101
11643.00	H	5500 3/4	Europe	R	2450 - ESKA Grudziadz				FTA	2450		2452[aac]	2450	2452		2019-09-11	Yes	51001103
11643.00	H	5500 3/4	Europe	R	2460 - ESKA Lomza				FTA	2460		2462[aac]	2460	2462		2019-09-11	Yes	51001105
11643.00	H	5500 3/4	Europe	R	2480 - ESKA Wroclaw JG				FTA	2480		2482[aac]	2480	2482		2019-09-11	Yes	51001107
11643.00	H	5500 3/4	Europe	R	2500 - ESKA Ostrzeszow				FTA	2500		2502[aac]	2500	2502		2019-09-11	Yes	51001109
11643.00	H	5500 3/4	Europe	R	2520 - ESKA Braniewo				FTA	2520		2522[aac][pol]	2520	2522		2020-02-04	Yes	51001111
11643.00	H	5500 3/4	Europe	R	3040 - VOX Gorzow				FTA	3040		3042[aac][pol]	3040	3042		2019-09-11	Yes	51001113
11643.00	H	5500 3/4	Europe	R	3140 - VOX Poznan				FTA	3140		3142[aac][pol]	3140	3142		2019-09-14	Yes	51001115
11643.00	H	5500 3/4	Europe	R	3210 - VOX Radom				FTA	3210		3212[aac]	3210	3212		2019-09-11	Yes	51001117
11643.00	H	5500 3/4	Europe	R	3990 - VOX				FTA	3990		3992[aac]	3990	3992		2019-09-11	Yes	51001119
11643.00	H	5500 3/4	Europe	R	4000 - PLUS SES				FTA	4000		4002[pol]	4000	4002		2019-09-11	Yes	51001121
11643.00	H	5500 3/4	Europe	R	4110 - PLUS Olsztyn				FTA	4110		4112[aac][pol]	4110	4112		2019-09-11	Yes	51001123
11643.00	H	5500 3/4	Europe	R	4130 - PLUS Lublin				FTA	4130		4132[aac]	4130	4132		2019-09-11	Yes	51001125
11643.00	H	5500 3/4	Europe	R	4270 - PLUS Koszalin				FTA	4270		4272[aac]	4270	4272		2019-09-11	Yes	51001127
11643.00	H	5500 3/4	Europe	R	4340 - PLUS Podhale				FTA	4340		4342[aac]	4340	4342		2019-09-11	Yes	51001129
11643.00	H	5500 3/4	Europe	R	5000 - Testowy 1				FTA	5000		5002[aac]	5000	5002		2019-09-11	Yes	51001131
11643.00	H	5500 3/4	Europe	R	5010 - Testowy 2				FTA	5010		5012[aac]	5010	5012		2019-09-11	Yes	51001133
11643.00	H	5500 3/4	Europe	R	8010 - Radio Rodzina				FTA	8010		8012[aac]	8010	8012		2019-09-11	Yes	51001135
11643.00	H	5500 3/4	Europe	R	8020 - Radio Wielkopolska				FTA	8020		8022[aac][pol]	8020	8022		2019-09-11	Yes	51001137
11679.00	V	1024 3/4	Europe	R					FTA	21000		2101[aac][pol]	2100	2101		2019-12-29	Yes	63001001
11679.00	V	1024 3/4	Europe	R					FTA	22000		2201[aac][pol]	2200	2201		2019-12-29	Yes	63001003
11679.00	V	1024 3/4	Europe	R					FTA	23000		2301[aac][pol]	2300	2301		2019-12-29	Yes	63001005
11679.00	V	1024 3/4	Europe	R					FTA	24000		2401[aac][pol]	2400	2401		2019-12-29	Yes	63001007
11679.00	V	1024 3/4	Europe	R					FTA	25000		2501[aac][pol]	2500	2501		2019-12-29	Yes	63001009
11679.00	V	1024 3/4	Europe	R					FTA	26000		2601[aac][pol]	2600	2601		2019-12-29	Yes	63001011
11679.00	V	1024 3/4	Europe	R					FTA	27000		2701[aac][pol]	2700	2701		2019-12-29	Yes	63001013
11679.00	V	1024 3/4	Europe	R					FTA	28000		2801[pol]	2800	2801		2019-12-29	Yes	63001015
11679.00	V	1024 3/4	Europe	R					FTA	31000		3101[aac][pol]	3100	3101		2019-12-29	Yes	63001017
11679.00	V	1024 3/4	Europe	R					FTA	32000		3201[aac][pol]	3200	3201		2019-12-29	Yes	63001019
11679.00	V	1024 3/4	Europe	R					FTA	33000		3301[pol]	3300	3301		2019-12-29	Yes	63001021
11679.00	V	1024 3/4	Europe	R					FTA	34000		3401[aac][pol]	3400	3401		2019-12-29	Yes	63001023
11679.00	V	1024 3/4	Europe	R					FTA	35000		3501[aac][pol]	3500	3501		2019-12-29	Yes	63001025
11679.00	V	1024 3/4	Europe	R					FTA	36000		3601[aac][pol]	3600	3601		2019-12-29	Yes	63001027
11679.00	V	1024 3/4	Europe	R					FTA	37000		3701[aac][pol]	3700	3701		2019-12-29	Yes	63001029
11679.00	V	1024 3/4	Europe	R					FTA	38000		3801[pol]	3800	3801		2019-12-29	Yes	63001031
11679.00	V	1024 3/4	Europe	R					FTA	51000		5101[aac][pol]	5100	5101		2019-12-29	Yes	63001033
11679.00	V	1024 3/4	Europe	R					FTA	52000		5201[aac][pol]	5200	5201		2019-12-29	Yes	63001035
11679.00	V	1024 3/4	Europe	R					FTA	53000		5301[aac][pol]	5300	5301		2019-12-29	Yes	63001037
11679.00	V	1024 3/4	Europe	R					FTA	54000		5401[aac][pol]	5400	5401		2019-12-29	Yes	63001039
11679.00	V	1024 3/4	Europe	R					FTA	55000		5501[aac][pol]	5500	5501		2019-12-29	Yes	63001041
11679.00	V	1024 3/4	Europe	R					FTA	56000		5601[aac][pol]	5600	5601		2019-12-29	Yes	63001043
11679.00	V	1024 3/4	Europe	R					FTA	57000		5701[aac][pol]	5700	5701		2019-12-29	Yes	63001045
11679.00	V	1024 3/4	Europe	R					FTA	58000		5801[aac][pol]	5800	5801		2019-12-29	Yes	63001047
11719.50	H	30000 3/4	Europe	TV	The Fight Network	Wielka Brytania	Sport	Telekom Srbija	Conax	20170	1701	1702[eng]	1700	1701		2019-08-08	No	75001001
11719.50	H	30000 3/4	Europe	TV	Trace Sports Stars HD	Francja	Sport	Telekom Srbija	Conax	20171	1711	1712[eng]	1710	1711		2019-08-08	No	75001003
11719.50	H	30000 3/4	Europe	TV	Extreme Sports	Holandia	Sport	Telekom Srbija	Conax	20172	1721	1722[eng]	1720	1721		2019-08-08	No	75001005
11719.50	H	30000 3/4	Europe	TV	Motorvision	Niemcy	Sport	Telekom Srbija	Conax	20173	1731	1732[eng]	1730	1731		2019-08-08	No	75001007
11719.50	H	30000 3/4	Europe	TV	Telebet	Serbia	Gry	Telekom Srbija	Conax	20174	1741	1742	1740	1741		2019-08-08	No	75001009
11719.50	H	30000 3/4	Europe	TV	Zadruga Live 1	Serbia	Różne	Telekom Srbija	Conax	20175	1751	34[ser]	1750	1751		2019-11-01	No	75001011
11719.50	H	30000 3/4	Europe	TV	Zadruga Live 2	Serbia	Różne	Telekom Srbija	Conax	20176	1761	1762[ser]	1760	1761		2019-11-01	No	75001013
11719.50	H	30000 3/4	Europe	TV	Zadruga Live 3	Serbia	Różne	Telekom Srbija	Conax	20177	1771	1772[ser]	1770	1771		2019-11-01	No	75001015
11719.50	H	30000 3/4	Europe	TV	Zadruga Live 4	Serbia	Różne	Telekom Srbija	Conax	20178	1781	1782[ser]	1780	1781		2019-11-01	No	75001017
11719.50	H	30000 3/4	Europe	TV	Dorcel TV	Holandia	Porno	Telekom Srbija	Conax	20180	1801	1802	1800	1801		2019-08-08	No	75001019
11719.50	H	30000 3/4	Europe	TV	Brazzers TV	nieokreślony	Porno	Telekom Srbija	Conax	20181	1811	1812[eng]	1810	1811		2019-08-08	No	75001021
11719.50	H	30000 3/4	Europe	TV	Balkan Hot 1	Serbia	Porno	Telekom Srbija	Conax	20182	1821	1822[ser]	1820	1821		2019-08-08	No	75001023
11719.50	H	30000 3/4	Europe	TV	Erotic	Serbia	Erotyka	Telekom Srbija	Conax	20184	1841	1842	1840	1841		2019-08-08	No	75001025
11719.50	H	30000 3/4	Europe	TV	Hustler TV	Stany Zjednoczone	Porno	Telekom Srbija	Conax	20186	1861	1862[eng]	1860	1861		2019-08-08	No	75001027
11719.50	H	30000 3/4	Europe	TV	Belle Amie	Serbia	Regionalne	Telekom Srbija	Conax	20190	1901	1902[ser]	1900	1901		2019-05-21	No	75001029
11719.50	H	30000 3/4	Europe	TV	Palma TV	Serbia	Regionalne	Telekom Srbija	Conax	20191	1911	1912[ser]	1910	1911		2019-05-21	No	75001031
11719.50	H	30000 3/4	Europe	TV	Panonija	Serbia	Regionalne	Telekom Srbija	Conax	20192	1921	1922[ser]	1920	1921		2019-05-21	No	75001033
11719.50	H	30000 3/4	Europe	TV	Novosadska TV	Serbia	Różne	Telekom Srbija	Conax	20193	1931	1932[ser]	1930	1931		2019-05-21	No	75001035
11719.50	H	30000 3/4	Europe	TV	TV Vujic	Serbia	Różne	Telekom Srbija	Conax	20194	1941	1942[ser]	1940	1941		2019-05-21	No	75001037
11719.50	H	30000 3/4	Europe	TV	TV Galaksija 32	Serbia	Ogólne	Telekom Srbija	Conax	20195	1951	1952	1950	1951		2019-05-21	No	75001039
11719.50	H	30000 3/4	Europe	TV	TV 5 Serbia	Serbia	Regionalne	Telekom Srbija	Conax	20196	1961	1962[ser]	1960	1961		2019-05-21	No	75001041
11719.50	H	30000 3/4	Europe	TV	Arena Sport 1 HD BIH	Bośnia i Hercegowina	Sport	Telekom Srbija	Conax	20200	201	202	200	201		2019-08-08	No	75001043
11719.50	H	30000 3/4	Europe	TV	Arena Sport 1 HD Crna Gora	Serbia	Sport	Telekom Srbija	Conax	20201	211	212[ser]	210	211		2019-08-10	No	75001045
11719.50	H	30000 3/4	Europe	TV	Arena Sport 5 HD Crna Gora	Serbia	Sport	Telekom Srbija	Conax	20202	2021	2022[ser]	2020	2021		2019-08-08	No	75001047
11719.50	H	30000 3/4	Europe	TV	MiniMax Romania	Rumunia	Dzieci	Telekom Srbija	Conax	20219	2191	2192[rom]	2190	2191		2019-08-07	No	75001049
11719.50	H	30000 3/4	Europe	TV	Magyar Slager TV	Węgry	Różne	Telekom Srbija	Conax	20220	2201	2202[hun]	2200	2201		2019-08-07	No	75001051
11719.50	H	30000 3/4	Europe	TV	Mozi+	Węgry	Ogólne	Telekom Srbija	Conax	20221	2211	2212[hun]	2210	2211		2019-08-07	No	75001053
11719.50	H	30000 3/4	Europe	TV	Prime	Węgry	Różne	Telekom Srbija	Conax	20222	2221	2222[hun]	2220	2221		2019-08-07	No	75001055
11719.50	H	30000 3/4	Europe	TV	RTL+	Węgry	Ogólne	Telekom Srbija	Conax	20223	2231	2232[hun]	2230	2231		2019-08-07	No	75001057
11719.50	H	30000 3/4	Europe	TV	Film +	Węgry	Filmy	Telekom Srbija	Conax	20224	2241	2242[hun]	2240	2241		2019-08-07	No	75001059
11719.50	H	30000 3/4	Europe	TV	Cool TV	Węgry	Komedia	Telekom Srbija	Conax	20225	2251	2252[hun]	2250	2251		2019-08-07	No	75001061
11719.50	H	30000 3/4	Europe	TV	Digi 24	Rumunia	Informacje	Telekom Srbija	Conax	20226	2261	2262[rom]	2260	2261		2019-08-07	No	75001063
11719.50	H	30000 3/4	Europe	TV	Pro TV International	Rumunia	Ogólne	Telekom Srbija	Conax	20227	2271	2272[rom]	2270	2271		2019-08-07	No	75001065
11719.50	H	30000 3/4	Europe	TV	Realitatea			Telekom Srbija	Conax	20228	2281	2282[rom]	2280	2281		2019-11-04	No	75001067
11719.50	H	30000 3/4	Europe	TV	Trinitas TV	Rumunia	Religia	Telekom Srbija	Conax	20229	2291	2292[rom]	2290	2291		2019-08-07	No	75001069
11719.50	H	30000 3/4	Europe	TV	Etno TV	Rumunia	Muzyka	Telekom Srbija	Conax	20230	2301	2302[rom]	2300	2301		2019-08-07	No	75001071
11719.50	H	30000 3/4	Europe	TV	Favorit TV	Rumunia	Ogólne	Telekom Srbija	Conax	20231	2311	2312[rom]	2310	2311		2019-08-07	No	75001073
11719.50	H	30000 3/4	Europe	TV	Taraf TV	Rumunia	Muzyka	Telekom Srbija	Conax	20232	2321	2322[rom]	2320	2321		2019-08-07	No	75001075
11719.50	H	30000 3/4	Europe	TV	Muszicka TV	Węgry	Muzyka	Telekom Srbija	Conax	20233	2331	2332[hun]	2330	2331		2019-08-07	No	75001077
11719.50	H	30000 3/4	Europe	TV	RTL Gold	Węgry	Seriale	Telekom Srbija	Conax	20234	2341	2342[hun]	2340	2341		2019-07-03	No	75001079
11719.50	H	30000 3/4	Europe	TV	Sorozat +	Węgry	Różne	Telekom Srbija	Conax	20235	2351	2352[hun]	2350	2351		2019-07-03	No	75001081
11719.50	H	30000 3/4	Europe	TV	TV 2 (Hungary)	Węgry	Ogólne	Telekom Srbija	Conax	20236	2361	565[eng]|2362[hun]	2360	2361		2020-03-01	No	75001083
11719.50	H	30000 3/4	Europe	TV	Super TV 2	Węgry	Rozrywka	Telekom Srbija	Conax	20237	2371	2372[hun]	2370	2371		2020-03-07	No	75001085
11719.50	H	30000 3/4	Europe	TV	TV Mreza Most	Serbia	Różne	Telekom Srbija	Conax	20240	2401	2402[ser]	2400	2401		2019-05-22	No	75001087
