No	Freq	Pol	Beam	SID	Name	Lang
	10971	V	Super	601	TV 5 Monde (France Belgique Suisse)	[fra]
	10971	V	Super	4099	France 3 Bordeaux	[fra][qaa][qad]
	10971	V	Super	4101	France 3 Clermont Ferrand	[fra][qaa][qad]
	10971	V	Super	4103	France 3 Grenoble	[fra][qaa][qad]
	10971	V	Super	4105	France 3 Limoges	[fra][qaa][qad]
	10971	V	Super	4112	France 3 Lyon	[fra][qaa][qad]
	10971	V	Super	4113	France 3 Marseille	[fra][qaa][qad]
	10971	V	Super	4114	France 3 Montpellier	[fra][qaa][qad]
	10971	V	Super	4116	France 3 Nantes	[fra][qaa][qad]
	10971	V	Super	4128	France 3 Rennes	[fra][qaa][qad]
	11012	V	Transalpine	3203	Rai 3 TGR Piemonte	[ita]
	11012	V	Transalpine	8562	Rai Sport	[eng][ita]
	11012	V	Transalpine	8565	Rai Scuola	[ita]
	11012	V	Transalpine	8570	Rai Radio3 Classica	[ita]
	11012	V	Transalpine	8572	Rai GrParlamento	[ita]
	11012	V	Transalpine	8573	Rai Isoradio	[ita]
	11012	V	Transalpine	8576	Rai 5	[eng][ita]
	11012	V	Transalpine	8577	Rai Storia	[ita]
	11012	V	Transalpine	8578	Rai Radio Tutta Italiana	[ita]
	11012	V	Transalpine	8579	Rai Radio Techetè	[ita]
	11012	V	Transalpine	8580	Rai Radio Live	[ita]
	11012	V	Transalpine	8589	Rai Radio Kids	[ita]
	11012	V	Transalpine	8590	Rai Radio1 Sport	[ita]
	11012	V	Transalpine	8591	Rai Radio2 Indie	[ita]
	11014	H	Super	60	RCS Map Table (0x3C)	
	11014	H	Super	900	IP/DVB Service (0x384)	
	11017	H	Super	60	RCS Map Table (0x3C)	
	11017	H	Super	900	IP/DVB Service (0x384)	
	11054	V	Super	502	ETB 1	[bas]
	11054	V	Super	503	ETB 3	[bas]
	11054	V	Super	4097	France 3 Amiens	[fra][qaa][qad]
	11054	V	Super	4104	France 3 Lille	[fra][qaa][qad]
	11054	V	Super	4115	France 3 Nancy	[fra][qaa][qad]
	11054	V	Super	4117	France 3 Nice	[fra][qaa][qad]
	11054	V	Super	4120	France 3 Poitiers	[fra][qaa][qad]
	11054	V	Super	4121	France 3 Reims	[fra][qaa][qad]
	11054	V	Super	4130	France 3 Strasbourg	[fra][qaa][qad]
	11054	V	Super	4131	France 3 Toulouse	[fra][qaa][qad]
	11054	V	Super	4132	Via Stella	[fra][qad]
	11096	V	Transalpine	401	TF 1	[fra][qaa][qad]
	11096	V	Transalpine	403	M6 HD	[fra][qaa][qad]
	11096	V	Transalpine	404	Arte HD	[fra][ger][qaa][qad]
	11096	V	Transalpine	417	NRJ 12 HD	[fra][qaa][qad]
	11096	V	Transalpine	419	France 5 HD	[fra][qaa][qad]
	11096	V	Transalpine	421	W9 HD	[fra][qaa][qad]
	11096	V	Transalpine	422	6ter	[fra][qaa][qad]
	11096	V	Transalpine	423	TMC HD	[fra][qaa][qad]
	11096	V	Transalpine	424	TFX	[fra][qaa]
	11096	V	Transalpine	425	LCP HD	[fra]
1	11096	V	Transalpine	426	Via Vosges	[fra]
2	11096	V	Transalpine	427	KTO	[fra]
3	11096	V	Transalpine	428	RT France	[fra]
	11096	V	Transalpine	4133	Nouvelle Aquitaine	[fra]
	11115	H	Super	60	Service	
	11115	H	Super	900	Service 384	
	11138	V	Super	1820	RMC Sport 1 HD	[fra]
	11138	V	Super	1821	RMC Sport 4 HD	[fra]
	11138	V	Super	1822	BFM Business HD	[fra]
	11138	V	Super	1823	BFM Paris HD	[fra]
	11138	V	Super	1825	RMC Sport 2 HD	[fra]
	11138	V	Super	1826	RMC Sport 3 HD	[fra]
	11138	V	Super	1827	RMC Sport News	[fra]
	11138	V	Super	1828	I24 News Français	[fra]
	11138	V	Super	1829	My Cuisine	[fra]
	11138	V	Super	1830	Télé Mélody	[fra]
4	11138	V	Super	1831	Label TV	[fra]
	11138	V	Super	1880	SSU NeoPro	
	11157	H	Super	60		
	11157	H	Super	900		
	11177	H	Super	60	RCS MAP TABLE:60	
	11177	H	Super	900	IPDVB SERVICE	
	11179	V	Transalpine	3403	Rai 3 TGR Sardegna	[ita][vo]
	11179	V	Transalpine	3404	Rai Radio1	[ita]
	11179	V	Transalpine	8581	Rai Premium	[ita][vo]
	11179	V	Transalpine	8582	Rai Yoyo	[ita]
	11179	V	Transalpine	8583	Rai 4	[ita][vo]
	11179	V	Transalpine	8584	Rai Gulp	[ita]
	11179	V	Transalpine	8585	Rai Movie	[ita][vo]
	11179	V	Transalpine	8588	Rai 1 HD	[ita]
	11179	V	Transalpine	8592	Rai 2 HD	[ita]
	11179	V	Transalpine	8593	Rai 3 HD	[ita]
	11179	V	Transalpine	8599	Rai Sport + HD	[ita]
	11456	H	Transalpine	1001	SKYROCK-SAT	[fra]
	11456	H	Transalpine	2001	NRJ IDF	[fra]
	11456	H	Transalpine	2002	NOST IDF	[fra]
	11456	H	Transalpine	2003	CHERIE IDF	[fra]
	11456	H	Transalpine	2004	RIRE IDF	[fra]
	11458	H	Transalpine	1001	NOSTALGIE	[fra]
	11458	H	Transalpine	1002	NRJ	[fra]
	11465	H	Transalpine	1000	ALOUETTE	[aac]
	11465	H	Transalpine	2000	MAGIC LIMOGES	[aac]
	11465	H	Transalpine	3000	TEMPO	[aac]
	11465	H	Transalpine	4000	MAGIC CREUSE	[aac]
	11468	H	Transalpine	2	Service 2	
