Freq	Pol	SR	Beam	Type	Name	FTA	Encryption	SID	VPID	APID Lang	Row
 3977	L	17777-3/4	SE zone	TV	NBC 1	Yes		1	32	33[Eng]	8002
 3977	L	17777-3/4	SE zone	TV	(feeds)	No		2	34	35	8002
 3977	L	17777-3/4	SE zone	TV	(feeds)	No		26	59	57	8002
 3977	L	17777-3/4	SE zone	TV	NBC 1	No	Tongfang	64	81	82[Eng]	8002
 3977	L	17777-3/4	SE zone	TV	NBC 2	No	Tongfang	65	83	84[Eng]	8002
 3977	L	17777-3/4	SE zone	TV	NBC 3	No	Tongfang	66	85	86[Eng]	8002
 3977	L	17777-3/4	SE zone	R	National FM	Yes				36[Eng]	8002
 3977	L	17777-3/4	SE zone	R	Funkhaus FM	Yes				37[Ger]	8002
 3977	L	17777-3/4	SE zone	R	Kati FM	Yes				37	8002
 3977	L	17777-3/4	SE zone	R	Omurari FM	Yes				38	8002
 3977	L	17777-3/4	SE zone	R	Kaisames FM	Yes				38	8002
 3977	L	17777-3/4	SE zone	R	TYS FM	Yes				39	8002
 3977	L	17777-3/4	SE zone	R	99 FM (Namibia)	Yes				40[Eng]	8002
 3977	L	17777-3/4	SE zone	R	Kudu FM	Yes				40[Eng]	8002
 3977	L	17777-3/4	SE zone	R	Kanaal 7	Yes				41[Afr]	8002
 3977	L	17777-3/4	SE zone	R	Omulunga Radio	Yes				4.	8002
 3977	L	17777-3/4	SE zone	R	Energy 100 FM	Yes				43[Eng]	8002
 3977	L	17777-3/4	SE zone	R	Wato FM	Yes				44	8002
 3977	L	17777-3/4	SE zone	R	Nwanyi FM	Yes				44	8002
 3977	L	17777-3/4	SE zone	R	Kosmos 94.1	Yes				45[Afr]	8002
 3977	L	17777-3/4	SE zone	R	Fresh FM (Namibia)	Yes				55[Eng]	8002
 3977	L	17777-3/4	SE zone	R	Hartklop FM	Yes				58[Afr]	8002
 3977	L	17777-3/4	SE zone	R	Wato FM	Yes				67	8002
 3977	L	17777-3/4	SE zone	R	Hitradio Namibia	Yes				85[Ger]	8002
 3984	R	11341-4/5	East hemi	TV	(BBC feeds)	No		13911	6701	6702	8027
 3984	R	11341-4/5	East hemi	TV	(BBC feeds)	No		13912	6711	6712	8027
 3984	R	11341-4/5	East hemi	TV	(BBC feeds)	No		13914	6731	6732	8027
 3984	R	11341-4/5	East hemi	TV	(BBC feeds)	No		13917	6761	6762	8027
 3984	R	11341-4/5	East hemi	R	BBC World Service English East Africa	Yes		13901		6602[Eng]	8027
 3984	R	11341-4/5	East hemi	R	BBC World Service English West Africa	Yes		13902		6612[Eng]	8027
 3984	R	11341-4/5	East hemi	R	BBC World Service English Europe	Yes		13907		6662[Eng]	8027
 3984	R	11341-4/5	East hemi	R	BBC World Service English Middle East	Yes		13908		6662[Eng]	8027
 3984	R	11341-4/5	East hemi	R	BBC World Service English News	Yes		13910		6692[Eng]	8027
 3984	R	11341-4/5	East hemi	R	BBC World Service Arabic	Yes		13916		6752[Ara]	8027
 3984	R	11341-4/5	East hemi	R	BBC World Service Dari	Yes		13928		6872[Prs]	8027
 3984	R	11341-4/5	East hemi	R	BBC World Service Persian	Yes		13929		6.82[Per]	8027
 3984	R	11341-4/5	East hemi	R	BBC World Service Afrique	Yes		13930		6892[Fre]	8027
 3984	R	11341-4/5	East hemi	R	BBC Gahuza	Yes		13931		6902	8027
 3984	R	11341-4/5	East hemi	R	BBC World Service Hausa	Yes		13932		6912[Hau]	8027
 3984	R	11341-4/5	East hemi	R	BBC World Service Pashto	Yes		13942		7012[Pus]	8027
 3984	R	11341-4/5	East hemi	R	BBC World Service Somali	Yes		13955		7142[Som]	8027
 3984	R	11341-4/5	East hemi	R	BBC World Service Swahili	Yes		13960		7192[Swa]	8027
 4032	L	1000-5/6	NE zone	R	BBC World Service English East Africa	Yes		13901		6602[Eng]	8046
 4032	L	1000-5/6	NE zone	R	BBC World Service English West Africa	Yes		13902		6612[Eng]	8046
 4032	L	1000-5/6	NE zone	R	BBC World Service English News	Yes		13910		6692[Eng]	8046
 4032	L	1000-5/6	NE zone	R	BBC World Service Arabic	Yes		13916		6752[Ara]	8046
 4032	L	1000-5/6	NE zone	R	BBC World Service Afrique	Yes		13930		6892[Fre]	8046
 4032	L	1000-5/6	NE zone	R	BBC Gahuza	Yes		13931		6902	8046
 4032	L	1000-5/6	NE zone	R	BBC World Service Hausa	Yes		13932		6912[Hau]	8046
 4032	L	1000-5/6	NE zone	R	BBC World Service Somali	Yes		13955		7142[Som]	8046
10747	V	25000-3/4	K1	R	NRK P1 Oslo og Akershus	Yes		7867		3867[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P1 Troms	Yes		7868		3868[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P1 Finnmark	Yes		7869		3869[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P1 Nordland	Yes		7870		3870[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P1 Trøndelag	Yes		7871		3871[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P1 Møre og Romsdal	Yes		7872		3872[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P1 Sogn og Fjordane	Yes		7873		3873[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P1 Hordaland	Yes		7874		3874[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P1 Rogaland	Yes		7875		3875[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P1 Sørlandet	Yes		7876		3876[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P1 Telemark	Yes		7877		3877[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P1 Vestfold	Yes		7878		3878[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P1 Buskerud	Yes		7879		3879[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P1 Hedmark og Oppland	Yes		7880		3880[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P1 Østfold	Yes		7881		3881[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P2	Yes		7882		3882[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P3	Yes		7883		3883[Nor]	9001
10747	V	25000-3/4	K1	R	NRK Klassisk	Yes		7884		3884[Nor]	9001
10747	V	25000-3/4	K1	R	NRK Sápmi	Yes		7885		3885[Nor]	9001
10747	V	25000-3/4	K1	R	NRK mP3	Yes		7886		3886[Nor]	9001
10747	V	25000-3/4	K1	R	NRK Alltid Nyheter	Yes		7887		3887[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P13	Yes		7888		3888[Nor]	9001
10747	V	25000-3/4	K1	R	NRK Været til sjøs	Yes		7889		3889[Nor]	9001
10747	V	25000-3/4	K1	R	NRK Radio Super	Yes		7890		3890[Nor]	9001
10747	V	25000-3/4	K1	R	NRK P1+	Yes		7891		38.1[Nor]	9001
10747	V	25000-3/4	K1	R	NRK Jazz	Yes		7892		3892[Nor]	9001
10747	V	25000-3/4	K1	R	NRK Sport	Yes		7893		3893[Nor]	9001
10747	V	25000-3/4	K1	R	NRK Folkemusikk	Yes		7894		3894[Nor]	9001
11357	H	24500-7/8	T1	TV	Gospel Channel Scandinavia	Yes	MPEG-2/SD	129	514	648[Nor]	11009
11357	H	24500-7/8	T1	TV	TV Visjon Norge	Yes	MPEG-4/HD	1809	1153	3148[Nor]	11009
11357	H	24500-7/8	T1	TV	Kanal 10 Norge	Yes	MPEG-4/SD	6101	1411	3270[Nor]	11009
11357	H	24500-7/8	T1	TV	TV Vision Sverige	Yes	MPEG-4/SD	7280	1180	3280[Swe]	11009
11389	H	24500-7/8	T1	R	Radio Norge	Yes		1527		3475[Nor]	11015
11389	H	24500-7/8	T1	R	Rás 1	Yes		2813		644[Ice]	11015
11389	H	24500-7/8	T1	R	Rás 2	Yes		2814		645[Ice]	11015
11389	H	24500-7/8	T1	R	Radio Rock	Yes		6022		3622[Nor]	11015
