No	Freq	Pol	Beam	SID	Name	Lang
	11013	V	Transalpine	3203	Rai 3 Piemonte	[ita]
	11013	V	Transalpine	8562	Rai Sport	[ita][qaa]
	11013	V	Transalpine	8565	Rai Scuola	[ita]
	11013	V	Transalpine	8570	Rai Radio 3 Classica	[ita]
	11013	V	Transalpine	8572	Rai Gr Parlamento	[ita]
	11013	V	Transalpine	8573	Rai Isoradio	[ita]
	11013	V	Transalpine	8576	Rai 5	[ita][qaa]
	11013	V	Transalpine	8577	Rai Storia	[ita]
	11013	V	Transalpine	8578	Rai Radio Tutta Italiana	[ita]
	11013	V	Transalpine	8579	Rai Radio Techete'	[ita]
	11013	V	Transalpine	8580	Rai Radio Live	[ita]
	11013	V	Transalpine	8589	Rai Radio Kids	[ita]
	11013	V	Transalpine	8590	Rai Radio 1 Sport	[ita]
	11013	V	Transalpine	8591	Rai Radio 2 Indie	[ita]
	11054	V	Super	501	D!ci TV	[fre]
1	11096	V	Transalpine	426	ViàVosges	[fre]
2	11096	V	Transalpine	427	KTO	[fre]
3	11096	V	Transalpine	428	RT France	[fre]
4	11137	V	Super	1831	Label TV	[fre]
	11179	V	Transalpine	0	Rai Radio 1	[ita]
	11179	V	Transalpine	0	Rai Radio 1	[ita]
	11179	V	Transalpine	3303	Rai 3 Campania	[ita]
	11179	V	Transalpine	3303	Rai 3 Sardegna	[ita]
	11179	V	Transalpine	8581	Rai Premium	[ita][qaa]
	11179	V	Transalpine	8582	Rai Yoyo	[ita]
	11179	V	Transalpine	8583	Rai 4	[ita][qaa]
	11179	V	Transalpine	8584	Rai Gulp	[ita]
	11179	V	Transalpine	8585	Rai Movie	[ita][qaa]
	11179	V	Transalpine	8588	Rai 1	[ita][qaa]
	11179	V	Transalpine	8592	Rai 2	[ita]
	11179	V	Transalpine	8593	Rai 3	[ita]
	11179	V	Transalpine	8599	Rai Sport + HD	[ita][qaa]
	11456	H	Transalpine	1001	Skyrock	[fre]
	11456	H	Transalpine	2001	NRJ France	[fre]
	11456	H	Transalpine	2002	Nostalgie	[fre]
	11458	H	Transalpine	1001	Nostalgie Belgique	[fre]
	11458	H	Transalpine	1002	NRJ Belgique	[fre]
	11465	H	Transalpine	1000	Alouette	[fre]
	11465	H	Transalpine	2000	Alouette	[fre]
	11465	H	Transalpine	3000	Alouette	[fre]
	11465	H	Transalpine	4000	Alouette	[fre]
	11471	V	Transalpine	3017	MB Live TV	[fre]
6	11471	V	Transalpine	3018	D!ci TV	[fre]
	11471	V	Transalpine	3020	France Bleu 107.1	[fre]
	11471	V	Transalpine	3021	France Bleu Alsace	[fre]
	11471	V	Transalpine	3022	France Bleu Armorique	[fre]
	11471	V	Transalpine	3023	France Bleu Auxerre	[fre]
	11471	V	Transalpine	3024	France Bleu Azur	[fre]
	11471	V	Transalpine	3025	France Bleu Normandie Calvados - Orne	[fre]
	11471	V	Transalpine	3026	France Bleu Béarn	[fre]
	11471	V	Transalpine	3027	France Bleu Belfort-Montbéliard	[fre]
	11471	V	Transalpine	3028	France Bleu Berry	[fre]
	11471	V	Transalpine	3029	France Bleu Besançon	[fre]
	11471	V	Transalpine	3030	France Bleu Bourgogne	[fre]
	11471	V	Transalpine	3031	France Bleu Breizh Izel	[fre]
	11471	V	Transalpine	3032	France Bleu Champagne-Ardenne	[fre]
	11471	V	Transalpine	3033	France Bleu Cotentin	[fre]
	11471	V	Transalpine	3034	France Bleu Creuse	[fre]
	11471	V	Transalpine	3035	France Bleu Drôme-Ardèche	[fre]
	11471	V	Transalpine	3036	France Bleu RCFM	[fre]
	11471	V	Transalpine	3037	France Bleu Gard Lozère	[fre]
	11471	V	Transalpine	3038	France Bleu Gascogne	[fre]
	11471	V	Transalpine	3039	France Bleu Gironde	[fre]
	11471	V	Transalpine	3040	France Bleu Normandie Seine-Maritime - Eure	[fre]
	11471	V	Transalpine	3041	France Bleu Hérault	[fre]
	11471	V	Transalpine	3042	France Bleu Isère	[fre]
	11471	V	Transalpine	3043	France Bleu La Rochelle	[fre]
	11471	V	Transalpine	3044	France Bleu Limousin	[fre]
	11471	V	Transalpine	3045	France Bleu Loire Océan	[fre]
	11471	V	Transalpine	3046	France Bleu Lorraine Nord	[fre]
	11471	V	Transalpine	3047	France Bleu Maine	[fre]
	11471	V	Transalpine	3048	France Bleu Mayenne	[fre]
	11471	V	Transalpine	3049	France Bleu Nord	[fre]
	11471	V	Transalpine	3050	France Bleu Orléans	[fre]
	11471	V	Transalpine	3051	France Bleu Pays Basque	[fre]
	11471	V	Transalpine	3052	France Bleu Pays d'Auvergne	[fre]
	11471	V	Transalpine	3053	France Bleu Pays de Savoie	[fre]
	11471	V	Transalpine	3054	France Bleu Périgord	[fre]
	11471	V	Transalpine	3055	France Bleu Picardie	[fre]
	11471	V	Transalpine	3056	France Bleu Poitou	[fre]
	11471	V	Transalpine	3057	France Bleu Provence	[fre]
	11471	V	Transalpine	3058	France Bleu Roussillon	[fre]
	11471	V	Transalpine	3059	France Bleu Saint-Étienne Loire	[fre]
	11471	V	Transalpine	3060	France Bleu Sud Lorraine	[fre]
	11471	V	Transalpine	3061	France Bleu Occitanie	[fre]
	11471	V	Transalpine	3062	France Bleu Touraine	[fre]
	11471	V	Transalpine	3063	France Bleu Vaucluse	[fre]
	11471	V	Transalpine	3064	France Inter	[fre]
	11471	V	Transalpine	3065	France Culture	[fre]
	11471	V	Transalpine	3066	France Musique	[fre]
	11471	V	Transalpine	3067	FIP	[fre]
	11471	V	Transalpine	3068	Franceinfo: Radio	[fre]
	11471	V	Transalpine	3069	Mouv'	[fre]
	11471	V	Transalpine	3070	BFM Business Radio	[fre]
	11471	V	Transalpine	3071	RMC	[fre]
	11471	V	Transalpine	3072	Nostalgie	[fre]
	11471	V	Transalpine	3073	NRJ France	[fre]
	11471	V	Transalpine	3074	Rire & Chansons	[fre]
	11471	V	Transalpine	3075	Chérie FM	[fre]
	11471	V	Transalpine	3076	Europe 1	[fre]
	11471	V	Transalpine	3077	Virgin Radio France	[fre]
	11471	V	Transalpine	3078	RFM (France)	[fre]
	11471	V	Transalpine	3079	Africa N° 1 Libreville	[fre]
	11471	V	Transalpine	3080	Radio Nova (France)	[fre]
	11472	H	Transalpine	100	France Bleu 107.1	[fre]
	11472	H	Transalpine	101	France Bleu Alsace	[fre]
	11472	H	Transalpine	102	France Bleu Armorique	[fre]
	11472	H	Transalpine	103	France Bleu Auxerre	[fre]
	11472	H	Transalpine	104	France Bleu Azur	[fre]
	11472	H	Transalpine	105	France Bleu Normandie Calvados - Orne	[fre]
	11472	H	Transalpine	106	France Bleu Béarn	[fre]
	11472	H	Transalpine	107	France Bleu Belfort-Montbéliard	[fre]
	11472	H	Transalpine	108	France Bleu Berry	[fre]
	11472	H	Transalpine	109	France Bleu Besançon	[fre]
	11472	H	Transalpine	110	France Bleu Bourgogne	[fre]
	11472	H	Transalpine	111	France Bleu Breizh Izel	[fre]
	11472	H	Transalpine	112	France Bleu Champagne-Ardenne	[fre]
	11472	H	Transalpine	113	France Bleu Cotentin	[fre]
	11472	H	Transalpine	114	France Bleu Creuse	[fre]
	11472	H	Transalpine	115	France Bleu Drôme-Ardèche	[fre]
	11472	H	Transalpine	116	France Bleu RCFM	[fre]
