No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	10714	H	22000	5/6	41	UK	0	8	0	0	8
	10758	V	22000	5/6	44	UK	0	11	0	0	11
	10773	H	22000	5/6	45	UK	0	8	0	0	8
	10788	V	22000	5/6	46	UK	12	7	0	0	19
	10803	H	22000	5/6	47	UK	8	8	0	0	16
	10818	V	22000	5/6	48	UK	0	7	0	0	7
	10847	V	23000	3/4	50	UK	0	5	0	0	5
	10891	H	22000	5/6	53	UK	0	10	0	0	10
	10906	V	22000	5/6	54	UK	1	11	0	0	12
	10936	V	22000	5/6	56	UK	0	8	0	0	8
	10964	H	22000	5/6	57	UK	0	10	0	0	10
	10994	H	22000	5/6	59	UK	0	11	0	0	11
	11023	H	23000	3/4	61	UK	0	6	0	0	6
	11053	H	23000	3/4	63	UK	0	5	0	0	5
	11068	V	23000	3/4	64	UK	0	4	0	0	4
	11082	H	22000	5/6	65	Europe Ku	0	10	0	0	10
	11095	V	30000	5/6	708	West Africa	1	16	0	1	18
	11097	V	23000	3/4	66	UK	0	4	0	0	4
	11112	H	22000	5/6	67	Europe Ku	0	17	0	0	17
	11126	V	22000	5/6	68	UK	0	2	0	0	2
	11141	H	22000	5/6	69	Europe Ku	0	1	0	0	1
	11171	H	22000	5/6	71	Europe Ku	1	1	0	0	2
	11224	V	23000	2/3	106	Europe Ku	0	4	0	0	4
	11264	H	27500	2/3	107	Europe Ku	0	5	0	0	5
	11264	V	27500	2/3	108	Europe Ku	1	7	0	0	8
	11306	V	27500	5/6	110	UK	0	15	0	0	15
	11344	H	27500	5/6	111	UK	0	7	0	0	7
	11344	V	27500	5/6	112	UK	0	10	0	0	10
	11426	H	27500	2/3	115	UK	0	1	0	0	1
	11426	V	29500	8/9	116	UK	0	4	0	0	4
	11464	H	22000	5/6	89	Europe Ku	0	10	0	0	10
	11479	V	22000	5/6	90	Europe Ku	0	8	0	0	8
	11494	H	22000	5/6	91	Europe Ku	0	4	0	0	4
	11509	V	23000	2/3	92	Europe Ku	0	2	0	0	2
	11538	V	22000	5/6	94	Europe Ku	3	15	0	0	18
	11553	H	22000	5/6	95	Europe Ku	17	15	0	0	32
	11568	V	22000	5/6	96	Europe Ku	0	14	0	0	14
	11582	H	22000	5/6	97	Europe Ku	12	6	0	0	18
	11595	V	30000	5/6	520	West Africa	7	21	0	0	28
	11597	V	22000	5/6	98	Europe Ku	0	15	0	0	15
	11635	H	30000	5/6	521	West Africa	22	1	0	0	23
	11635	V	30000	5/6	522	West Africa	2	14	0	1	17
	11656	V	22000	5/6	102	Europe Ku	0	3	0	0	3
	11671	H	23000	2/3	103	Europe Ku	0	5	0	0	5
	11675	H	30000	5/6	523	West Africa	5	4	0	0	9
	11686	V	23000	2/3	104	Europe Ku	0	3	0	0	3
	11836	H	27500	5/6	7	Europe Ku	0	4	0	0	4
	11914	H	27500	5/6	11	Europe Ku	4	0	0	0	4
	11934	V	27500	5/6	12	Europe Ku	1	2	0	0	3
	12070	H	27500	5/6	19	Europe Ku	1	3	0	0	4
	12129	V	27500	5/6	22	UK	0	5	0	0	5
	12148	H	27500	5/6	23	Europe Ku	0	2	0	0	2
	12168	V	27500	2/3	24	UK	0	1	0	0	1
	12207	V	27500	5/6	26	Europe Ku	0	3	0	0	3
	12324	V	27500	2/3	32	Europe Ku	0	1	0	0	1
	12382	H	27500	5/6	35	UK	0	10	0	0	10
	12441	V	29500	8/9	38	Europe Ku	0	2	0	0	2
	12525	V	30000	5/6	526	West Africa	17	25	0	0	42
	12565	H	30000	2/3		West Africa	0	2	0	0	2
	12605	V	30000	?	530	West Africa	9	5	0	0	14
