No	Freq	Pol	Beam	SID	Name	Lang
1	10714	H	Europe	5900	TV Mainfranken	[ger]
2	10714	H	Europe	5901	Franken Fernsehen	[ger]
3	10714	H	Europe	5902	TVA Ostbayern	[ger]
4	10714	H	Europe	5903	TV Oberfranken	[ger]
5	10714	H	Europe	5904	Niederbayern TV Passau	[ger]
	10714	H	Europe	5904	Niederbayern TV Deggendorf	[ger]
	10714	H	Europe	5904	Niederbayern TV Landshut	[ger]
6	10714	H	Europe	5905	Oberpfalz TV	[ger]
9	10744	H	Europe	28721	Tagesschau 24	[ger]
10	10744	H	Europe	28722	One	[ger][qaa]
11	10744	H	Europe	28724	ARTE Deutsch	[fre][ger]
12	10744	H	Europe	28725	Phoenix	[ger][qaa]
17	10773	H	Europe	21100	Anixe HD Serie	[ger]
18	10773	H	Europe	21103	QVC Deutschland	[ger]
19	10773	H	Europe	21104	HSE 24	[ger]
	10773	H	Europe	21107	Comedy Central Deutschland	[ger]
	10773	H	Europe	21108	Welt	[ger]
20	10773	H	Europe	21112	Sophia TV Deutsch	[ger]
21	10773	H	Europe	21113	Genius Plus TV	[ger]
	10773	H	Europe	21117	Comedy Central Deutschland	[ger]
	10773	H	Europe	21118	Welt	[ger]
	10803	H	Europe	5500	Disney Channel Deutschland	[ger]
25	10803	H	Europe	5501	HSE 24 Extra	[ger]
	10803	H	Europe	5502	Babestation 24 (02-05)	[ger]
26	10803	H	Europe	5502	1-2-3 TV (05-02)	[ger]
	10803	H	Europe	5503	Deluxe Music	[ger]
27	10803	H	Europe	5504	QVC Zwei	[ger]
	10803	H	Europe	5505	Sport 1 (Germany)	[ger]
	10803	H	Europe	5510	Disney Channel Deutschland	[ger]
	10803	H	Europe	5513	Deluxe Music	[ger]
	10847	V	Europe	30102	[Movistar+ test card]	[spa]
	10847	V	Europe	30104	Cadena Dial	[spa]
	10847	V	Europe	30104	Los 40 Classic	[spa]
	10847	V	Europe	30104	Radiolé	[spa]
	10847	V	Europe	30104	Los 40 Dances	[spa]
	10847	V	Europe	30104	Los 40	[spa]
	10847	V	Europe	30104	Cadena SER	[spa]
40	10847	V	Europe	30150	Canal Portada	[spa]
61	10891	H	Europe	10350	RBB Brandenburg (19.30-20.00)	[ger][qaa]
62	10891	H	Europe	10351	RBB Berlin	[ger][qaa]
63	10891	H	Europe	10352	MDR Fernsehen Sachsen (19.00-19.30 & Wed 21.15-21.45)	[ger][qaa]
64	10891	H	Europe	10353	MDR Fernsehen Sachsen-Anhalt	[ger][qaa]
65	10891	H	Europe	10354	MDR Fernsehen Thüringen (19.00-19.30 & Wed 21.15-21.45)	[ger][qaa]
66	10891	H	Europe	10355	HR Fernsehen	[ger][qaa]
68	10921	H	Europe	33	Genius Family	[ger]
69	10921	H	Europe	35	Zee One	[ger]
70	10921	H	Europe	37	Sky Sport News	[ger]
71	10921	H	Europe	38	HGTV Deutschland	[ger]
72	10921	H	Europe	39	MediaShop	[ger]
	10964	H	Europe Ku	10100	TLC Germany	[ger]
74	10964	H	Europe Ku	10101	Zee One	[ger]
75	10964	H	Europe Ku	10102	Handystar	[ger]
	10964	H	Europe Ku	10103	MTV Germany	[ger]
76	10964	H	Europe Ku	10104	Channel 21 (Germany)	[ger]
77	10964	H	Europe Ku	10105	QVC Style Deutschland	[ger]
	10964	H	Europe Ku	10110	TLC Germany	[ger]
	10964	H	Europe Ku	10113	MTV Germany	[ger]
	10994	H	Europe Ku	1	SES Ultra HD Demo Channel	[eng]
	10994	H	Europe Ku	2	UHD 1 (Mon-Fri 20-08 & Sun 14-08)	[ger]
81	11053	H	Europe Ku	10375	Tagesschau 24	[ger]
82	11053	H	Europe Ku	10376	One	[ger]
83	11053	H	Europe Ku	10377	ARD Alpha	[ger]
84	11053	H	Europe Ku	10378	SR Fernsehen	[ger]
85	11053	H	Europe Ku	10379	Radio Bremen TV	[ger]
86	11068	V	Europe Ku	1150	RT Español	[spa]
87	11068	V	Europe Ku	31301	Record TV Europa	[por]
88	11068	V	Europe Ku	31304	Telesur (Venezuela)	[spa]
89	11068	V	Europe Ku	31307	I24 News Français	[fre]
	11112	H	Europe Ku	12500	Sat. 1 Gold Deutschland	[ger]
	11112	H	Europe Ku	12502	Eurosport 1 Germany	[ger]
