Freq	Pol	SR	Beam	Type	Name	FTA	Encryption	SID	VPID	APID Lang	Row
10721	H	22000-3/4	Europe B	TV	BBC Persian	Yes	MPEG-2/SD	1	101	102[Per]	8000
10721	H	22000-3/4	Europe B	TV	Simay-Azadi Iran National TV	Yes	MPEG-2/SD	2	201	202[Per]	8000
10721	H	22000-3/4	Europe B	TV	Manoto	Yes	MPEG-2/SD	7355	3555	3675[Per]	8000
10721	H	22000-3/4	Europe B	TV	Rangarang TV Network	Yes	MPEG-2/SD	8601	6011	6012[Per]	8000
10721	H	22000-3/4	Europe B	R	Mihan Radio	Yes		9003		932[Per]	8000
10721	V	27500-3/4	West	R	BBC World Service English Europe	Yes		13907		6662[Eng]	8006
10721	V	27500-3/4	West	R	BBC World Service English Australasia	Yes		13909		6682[Eng]	8006
10721	V	27500-3/4	West	R	BBC World Service English News	Yes		13910		6692[Eng]	8006
10721	V	27500-3/4	West	R	BBC World Service Arabic	Yes		13916		6752[Ara]	8006
10721	V	27500-3/4	West	R	BBC World Service Afghanistan	Yes		13943		7022	8006
10721	V	27500-3/4	West	DATA	@ OpenSky	No		13980			8006
10804	H	30000-5/6	West	TV	CGTN Documentary	Yes	MPEG-4/HD	2520	2560	3515[Eng]	8013
10804	V	30000-5/6	West	TV	TRT Avaz	Yes	MPEG-2/SD	8501	2500	3500[Tur]	8015
10804	V	30000-5/6	West	TV	TRT 2	Yes	MPEG-4/HD	8502	2501	3510[Tur]|3511[Qaa]	8015
10804	V	30000-5/6	West	TV	TRT Arabi	Yes	MPEG-2/SD	8503	2502	3520[Ara]|3521[Tur]	8015
10804	V	30000-5/6	West	TV	TRT Türk	Yes	MPEG-2/SD	8505	2504	3540[Tur]	8015
10804	V	30000-5/6	West	TV	TRT Kurdî	Yes	MPEG-2/SD	8506	2505	3550[Kur]|3553[Qaa]	8015
10804	V	30000-5/6	West	TV	TBMM TV (Mon-Wed 14-19)	Yes	MPEG-2/SD	8507	2506	3560[Tur]	8015
10804	V	30000-5/6	West	TV	TRT Spor 2	Yes	MPEG-4/HD	8509	2508	3580[Tur]	8015
10804	V	30000-5/6	West	TV	TRT Müzik	Yes	MPEG-2/SD	8510	2509	3590[Tur]	8015
10804	V	30000-5/6	West	TV	TRT Çocuk	Yes	MPEG-2/SD	8511	2510	3600[Tur]|3601[Qaa]	8015
10804	V	30000-5/6	West	TV	TRT Haber	Yes	MPEG-4/HD	8513	2512	3620[Tur]	8015
10804	V	30000-5/6	West	TV	TRT Belgesel	Yes	MPEG-4/HD	8514	2513	3630[Tur]|36.1[Qaa]	8015
10804	V	30000-5/6	West	TV	TRT Spor	Yes	MPEG-4/HD	8515	2514	3640[Tur]	8015
10845	H	30000-5/6	West	TV	TJK TV	Yes	MPEG-4/SD	8105	2432	3436[Tur]	8028
10887	H	30000-4/5	Africa	TV	France 24 English	Yes	MPEG-4/SD	2105	1051	1052[Eng]	8031
10887	H	30000-4/5	Africa	TV	DW English	Yes	MPEG-4/SD	2106	1061	1062[Eng]	8031
10887	H	30000-4/5	Africa	TV	Q TV (Zambia)	Yes	MPEG-4/SD	2107	1071	1072[Eng]	8031
10887	H	30000-4/5	Africa	TV	Prophetic TV	Yes	MPEG-4/SD	2108	1081	1082[Eng]	8031
10887	H	30000-4/5	Africa	TV	Shiloh TV	Yes	MPEG-4/SD	2109	1091	1092[Eng]	8031
10887	H	30000-4/5	Africa	TV	1 Touch TV	Yes	MPEG-4/SD	2110	1101	1102[Eng]	8031
10887	H	30000-4/5	Africa	TV	Calvary Family TV	Yes	MPEG-4/SD	2111	1111	1112[Eng]	8031
10887	H	30000-4/5	Africa	TV	Top TV (Tanzania)	Yes	MPEG-4/SD	2112	1121	1122[Eng]	8031
10887	H	30000-4/5	Africa	TV	Viewsat promo	No	MPEG-4/SD	2113	1131	1132[Eng]	8031
10887	H	30000-4/5	Africa	TV	Diamond TV (Zambia)	Yes	MPEG-4/SD	2114	1141	1142[Eng]	8031
10887	H	30000-4/5	Africa	TV	Nonkas TV	Yes	MPEG-4/SD	2115	1151	1152[Eng]	8031
10887	H	30000-4/5	Africa	TV	Revelation TV (Zambia)	Yes	MPEG-4/SD	2116	1161	1162[Eng]	8031
