Freq	Pol	SR	Beam	Type	Name	FTA	Encryption	SID	VPID	APID Lang	Row
10758	V	30000-3/4	Europe	TV	[test card]	No	MPEG-4/SD	1212	481	482	8002
10926	V	27500-5/6	Middle East	TV	The Shopping Channel (Israel)	Yes		1202	513	661[Heb]	8006
10926	V	27500-5/6	Middle East	TV	Knesset Channel	Yes		1205	516	664[Heb]	8006
10926	V	27500-5/6	Middle East	TV	Hala TV (Israel)	Yes		1215	526	674[Ara]	8006
11052	H	8518-2/3	Middle East	TV	Keshet 12	Yes		10	257	258[Heb]	9003
11052	H	8518-2/3	Middle East	TV	Reshet 13	Yes		20	513	514[Heb]	9003
11062	H	4500-1/2	Middle East	TV	Middle East TV	Yes	MPEG-4/SD	3	1160	1120[Eng]	9007
11062	H	4500-1/2	Middle East	TV	It's Supernatural! Network	Yes	MPEG-4/SD	4	69	71[Eng]	9007
11113	H	8518-3/4	Middle East	TV	KAN 11	Yes		1	1025	1040[Heb]	9013
11113	H	8518-3/4	Middle East	TV	Makan 33	Yes		2	1026	1056[Ara]	9013
11113	H	8518-3/4	Middle East	R	KAN Tarbut	Yes		3		4112[Heb]	9013
11113	H	8518-3/4	Middle East	R	KAN Bet	Yes		4		4113[Heb]	9013
11113	H	8518-3/4	Middle East	R	KAN Gimmel	Yes		5		4114[Heb]	9013
11113	H	8518-3/4	Middle East	R	KAN Makan	Yes		6		4115[Ara]	9013
11113	H	8518-3/4	Middle East	R	KAN Kol HaMusica	Yes		7		4116[Heb]	9013
11113	H	8518-3/4	Middle East	R	KAN Reka	Yes		8		4117	9013
11113	H	8518-3/4	Middle East	R	KAN 88	Yes		9		4118[Heb]	9013
11113	H	8518-3/4	Middle East	R	KAN Farsi	Yes		10		4119[Per]	9013
11113	H	8518-3/4	Middle East	R	KAN Moreshet	Yes		11		4120[Heb]	9013
11140	H	30000-3/4	Europe	TV	X Sport	No	MPEG-4/SD|BISS	1	257	258[Ukr]	9025
11140	H	30000-3/4	Europe	TV	Pershiy Diloviy	Yes		2	513	514[Ukr]	9025
11140	H	30000-3/4	Europe	TV	UA: Zakarpattya	Yes		3	769	770[Ukr]	9025
11140	H	30000-3/4	Europe	TV	112 Ukraïna	Yes		4	1025	1026[Ukr]	9025
11140	H	30000-3/4	Europe	TV	Pryamyy	Yes	MPEG-4/HD	6	1537	1538[Ukr]	9025
11140	H	30000-3/4	Europe	TV	News One (Ukraine)	Yes		7	33	34[Ukr]	9025
11140	H	30000-3/4	Europe	TV	UA: Kultura	No	BISS	9	2305	2306[Ukr]	9025
11140	H	30000-3/4	Europe	TV	UA: Donbas	Yes		10	4097	4098[Ukr]	9025
11140	H	30000-3/4	Europe	TV	Telekanal Zik	Yes		11	4353	4354[Ukr]	9025
11140	H	30000-3/4	Europe	TV	112 Ukraïna	Yes	MPEG-4/HD	12	4609	4610[Ukr]	9025
11140	H	30000-3/4	Europe	TV	Telekanal STB	No	MPEG-4/SD|Verimatrix (B)|Verimatrix	21	337	338[Ukr]	9025
