No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	10747	V	25000	3/4	A3	K1	28	0	0	0	28
	11357	H	24500	7/8	C10	T1	0	4	0	0	4
	11389	H	24500	7/8	C12	T1	8	0	0	0	8
	11688	H	1110	3/4	79	Spot 2	0	1	0	0	1
	11727	V	28000	7/8	1	K2	0	1	0	0	1
	11747	H	28000	5/6	2	K2	2	10	0	0	12
	11785	H	28000	7/8	4	T2	5	0	0	0	5
	11804	V	30000	3/4	5	K2	0	1	0	0	1
	11881	V	9030		9	K2	2	4	0	0	6
	11900	H	28000	5/6	10	K2	14	1	0	0	15
	11919	V	28000	7/8	11	K2	0	20	0	0	20
	11958	V	28000	7/8	13	K2	0	22	0	0	22
	11996	V	28000	7/8	15	K2	0	1	0	0	1
	12073	V	28000	7/8	19	K2	0	28	0	0	28
	12092	H	28000	7/8	20	K2	0	12	0	0	12
	12130	H	28000	7/8	22	T2	0	1	0	0	1
	12149	V	28000	7/8	23	Ku	13	1	0	0	14
	12188	V	28000	7/8	25	T2	2	1	0	0	3
	12207	H	30000	3/4	26	Ku	0	5	0	0	5
	12226	V	27500	5/6	27	K2	0	18	0	0	18
	12265	V	28000	7/8	29	T2	0	17	1	0	18
	12284	H	30000	3/4	30	Ku	0	5	0	0	5
	12303	V	27500	5/6	31	K2	0	32	0	0	32
	12322	H	30000	3/4	32	Ku	0	5	0	0	5
	12360	H	30000	3/4	34	Ku	0	4	0	0	4
	12380	V	30000	3/4	35	K2	0	15	0	0	15
	12399	H	30000	2/3	36	Ku	0	6	0	0	6
	12418	V	28000	7/8	37	T2	1	8	0	0	9
	12607	H	30000	3/4	311L	Spot 3	10	24	0	0	34
	12643	H	30000	7/8	311U	Spot 3	8	15	0	0	23
	12643	V	28800	3/4	311XU	Spot 3	0	9	0	0	9
	12687	H	27500	3/4	312L	Spot 3	3	1	0	0	4
	12687	V	28800	3/5	312XL	Spot 3	1	6	0	0	7
	12723	H	27500	3/4	312U	Spot 3	1	0	0	0	1
