Freq	Pol	SR	Beam	Type	Name	FTA	Encryption	SID	VPID	APID Lang	Row
10714	H	22000-5/6	UK	TV	Channel 4 London	Yes		9211	2315	2316[Eng]	8000
10714	H	22000-5/6	UK	TV	Channel 4 South & East	Yes		9212	2327	2328[Eng]	8000
10714	H	22000-5/6	UK	TV	Channel 4 Midlands	Yes		9213	2332	2333[Eng]	8000
10714	H	22000-5/6	UK	TV	Channel 4 North	Yes		9214	2337	2338[Eng]	8000
10714	H	22000-5/6	UK	TV	Channel 4 Scotland	Yes		9216	2347	2348[Eng]	8000
10714	H	22000-5/6	UK	TV	Film 4 UK	Yes		9220	2353	2354[Eng]	8000
10714	H	22000-5/6	UK	TV	More 4 UK +1	Yes		9230	2367	2368[Eng]	8000
10714	H	22000-5/6	UK	TV	E4 UK	Yes		9241	2372	2373[Eng]	8000
10758	V	22000-5/6	UK	TV	ITV London	Yes		10060	3328	3329[Eng]	8011
10758	V	22000-5/6	UK	TV	ITV 2	Yes		10070	3332	3333[Eng]	8011
10758	V	22000-5/6	UK	TV	CITV	Yes		10071	3336	3337[Eng]	8011
10758	V	22000-5/6	UK	TV	ITV 4	Yes		10072	3340	3341[Eng]	8011
10758	V	22000-5/6	UK	TV	ITV 4 +1	Yes		10073	2316	2317[Eng]	8011
10758	V	22000-5/6	UK	TV	ITV Be	Yes		10075	2305	2308[Eng]	8011
10758	V	22000-5/6	UK	TV	ITV Granada	Yes		10080	3348	3349[Eng]	8011
10758	V	22000-5/6	UK	TV	ITV Anglia East	Yes		10090	3352	3353[Eng]	8011
10758	V	22000-5/6	UK	TV	ITV Anglia East +1	Yes		10091	2312	2313[Eng]	8011
10758	V	22000-5/6	UK	TV	ITV Central West	Yes		10100	3356	3357[Eng]	8011
10758	V	22000-5/6	UK	TV	ITV Meridian East +1	Yes		10101	2351	2352[Eng]	8011
10773	H	22000-5/6	UK	TV	BBC One London	Yes		6301	5000	5001[Eng]	8023
10773	H	22000-5/6	UK	TV	BBC Two England	Yes		6302	5100	5101[Eng]	8023
10773	H	22000-5/6	UK	TV	BBC Four (19-04)	Yes		6316	5200	5201[Eng]	8023
10773	H	22000-5/6	UK	TV	CBeebies UK (06-19)	Yes		6318	5200	5201[Eng]	8023
10773	H	22000-5/6	UK	TV	BBC One West	Yes		6341	5900	5901[Eng]	8023
10773	H	22000-5/6	UK	TV	BBC One East West	Yes		6351	5700	5701[Eng]	8023
10773	H	22000-5/6	UK	TV	BBC One Channel Islands	Yes		6361	5800	5801[Eng]	8023
10773	H	22000-5/6	UK	TV	BBC Red Button 1	Yes		6390	5400	5401[Eng]	8023
10788	V	22000-5/6	UK	TV	BBC One West Midlands	Yes		10301	5000	5001[Eng]	8032
10788	V	22000-5/6	UK	TV	BBC One East Yorkshire & Lincolnshire	Yes		10303	5200	5201[Eng]	8032
10788	V	22000-5/6	UK	TV	BBC One East Midlands	Yes		10305	5401	5402[Eng]	8032
10788	V	22000-5/6	UK	TV	BBC One East East	Yes		10306	5500	5501[Eng]	8032
10788	V	22000-5/6	UK	TV	BBC Parliament	Yes		10307	5100	5101[Eng]	8032
10788	V	22000-5/6	UK	TV	BBC One Wales	Yes		10311	5600	5601[Eng]	8032
10788	V	22000-5/6	UK	TV	BBC Two Wales	Yes		10312	5700	5701[Eng]	8032
10788	V	22000-5/6	UK	R	BBC Radio 3	Yes		10380		6001[Eng]	8032
10788	V	22000-5/6	UK	R	BBC Radio 4 FM	Yes		10381		6002[Eng]	8032
10788	V	22000-5/6	UK	R	BBC Radio 4 LW	Yes		10382		6003[Eng]	8032
10788	V	22000-5/6	UK	R	BBC 6 Music	Yes		10383		6004[Eng]	8032
10788	V	22000-5/6	UK	R	BBC Radio 4 Extra	Yes		10384		6005[Eng]	8032
10788	V	22000-5/6	UK	R	BBC World Service UK	Yes		10385		6006[Eng]	8032
10788	V	22000-5/6	UK	R	BBC Radio Scotland	Yes		10386		6007[Eng]	8032
10788	V	22000-5/6	UK	R	BBC Radio Nan Gàidheal	Yes		10387		6008	8032
10788	V	22000-5/6	UK	R	BBC Radio Wales	Yes		10388		6009[Eng]	8032
10788	V	22000-5/6	UK	R	BBC Radio Cymru	Yes		10389		6010[Wel]	8032
10788	V	22000-5/6	UK	R	BBC Radio Ulster	Yes		10390		6011[Eng]	8032
10788	V	22000-5/6	UK	R	BBC Radio Foyle	Yes		10391		6012[Eng]	8032
10803	H	22000-5/6	UK	TV	BBC Scotland	Yes		6420	5100	5.01[Eng]	8052
10803	H	22000-5/6	UK	TV	BBC One Scotland	Yes		6421	5000	5001[Eng]	8052
10803	H	22000-5/6	UK	TV	BBC Alba	Yes		6423	5200	5201[Glg]	8052
10803	H	22000-5/6	UK	TV	BBC Alba	Yes		6424	5200	5206[Eng]	8052
10803	H	22000-5/6	UK	TV	BBC One North West	Yes		6441	5700	5701[Eng]	8052
10803	H	22000-5/6	UK	TV	BBC One Yorkshire & North Midlands	Yes		6451	5800	5801[Eng]	8052
10803	H	22000-5/6	UK	TV	BBC One South East	Yes		6461	5900	5901[Eng]	8052
10803	H	22000-5/6	UK	TV	BBC One North East & Cumbria	Yes		6471	5600	5601[Eng]	8052
10803	H	22000-5/6	UK	R	BBC Radio 5 Live	Yes		6401		6001[Eng]	8052
10803	H	22000-5/6	UK	R	BBC Radio 1	Yes		6450		6201[Eng]	8052
10803	H	22000-5/6	UK	R	BBC Radio 2	Yes		6452		6301[Eng]	8052
10803	H	22000-5/6	UK	R	BBC Radio Cymru 2	Yes		6454		6701[Wel]	8052
10803	H	22000-5/6	UK	R	BBC Asian Network	Yes		6460		6401	8052
10803	H	22000-5/6	UK	R	BBC Radio 5 Live Sports Extra	Yes		6464		6101[Eng]	8052
10803	H	22000-5/6	UK	R	BBC 1Xtra	Yes		6466		6501[Eng]	8052
10803	H	22000-5/6	UK	R	BBC Radio London	Yes		6470		6601[Eng]	8052
10818	V	22000-5/6	UK	TV	CBBC (07-21)	Yes		10352	5400	5401[Eng]	8069
10818	V	22000-5/6	UK	TV	BBC One South	Yes		10353	5200	5201[Eng]	8069
10818	V	22000-5/6	UK	TV	BBC One South West	Yes		10354	5300	5301[Eng]	8069
10818	V	22000-5/6	UK	TV	BBC One Oxford	Yes		10356	5500	5501[Eng]	8069
10818	V	22000-5/6	UK	TV	BBC News	Yes		10358	5100	5101[Eng]	8069
10818	V	22000-5/6	UK	TV	BBC One Northern Ireland	Yes		10361	5600	5601[Eng]	8069
10818	V	22000-5/6	UK	TV	BBC Two Northern Ireland	Yes		10362	5700	5701[Eng]	8069
10847	V	23000-3/4	UK	TV	BBC Two Wales	Yes	MPEG-4/HD	6912	5700	5701[Eng]	8078
10847	V	23000-3/4	UK	TV	BBC Two	Yes	MPEG-4/HD	6940	5500	5501[Eng]|5502[Eng]	8078
10847	V	23000-3/4	UK	TV	BBC One	Yes	MPEG-4/HD	6941	5400	5401[Eng]|5402[Eng]	8078
10847	V	23000-3/4	UK	TV	BBC One Northern Ireland	Yes	MPEG-4/HD	6943	5300	5301[Eng]	8078
10847	V	23000-3/4	UK	TV	CBBC (07-21)	Yes	MPEG-4/HD	6952	5600	5601[Eng]|5602[Eng]	8078
10891	H	22000-5/6	UK	TV	ITV Border England	Yes		10120	3368	3369[Eng]	8086
10891	H	22000-5/6	UK	TV	ITV Westcountry South West +1	Yes		10125	2342	2343[Eng]	8086
10891	H	22000-5/6	UK	TV	ITV Tyne Tees	Yes		10130	3339	3340[Eng]	8086
10891	H	22000-5/6	UK	TV	ITV Be +1	Yes		10139	2305	2308[Eng]	8086
10891	H	22000-5/6	UK	TV	ITV Meridian South Coast	Yes		10140	3336	3337[Eng]	8086
10891	H	22000-5/6	UK	TV	ITV Central West +1	Yes		10145	2358	2359[Eng]	8086
10891	H	22000-5/6	UK	TV	ITV Meridian East	Yes		10150	3344	3345[Eng]	8086
10891	H	22000-5/6	UK	TV	ITV London +1	Yes		10155	2362	2363[Eng]	8086
10891	H	22000-5/6	UK	TV	ITV Yorkshire West	Yes		10160	3348	3349[Eng]	8086
10891	H	22000-5/6	UK	TV	ITV 2 +1	Yes		10165	3352	3353[Eng]	8086
10906	V	22000-5/6	UK	TV	ITV Channel TV	Yes		10200	3328	3329[Eng]	8097
10906	V	22000-5/6	UK	TV	STV North	Yes		10210	3332	3333[Eng]	8097
10906	V	22000-5/6	UK	TV	STV West	Yes		10220	3336	3337[Eng]	8097
10906	V	22000-5/6	UK	TV	STV East	Yes		10221	3340	3341[Eng]	8097
10906	V	22000-5/6	UK	TV	STV Tayside	Yes		10225	2374	2375[Eng]	8097
10906	V	22000-5/6	UK	TV	UTV	Yes		10230	3344	3345[Eng]	8097
10906	V	22000-5/6	UK	TV	UTV +1	Yes		10231	2318	2.12[Eng]	8097
10906	V	22000-5/6	UK	TV	ITV Westcountry South West	Yes		10240	2308	2305[Eng]	8097
10906	V	22000-5/6	UK	TV	ITV Granada +1	Yes		10255	2379	2380[Eng]	8097
10906	V	22000-5/6	UK	TV	ITV 3	Yes		10260	3348	3349[Eng]	8097
10906	V	22000-5/6	UK	TV	ITV 3 +1	Yes		10261	3352	3353[Eng]	8097
10906	V	22000-5/6	UK	R	TalkSport	Yes		10238		3355[Eng]	8097
