Freq	Pol	SR	Beam	Type	Name	FTA	Encryption	SID	VPID	APID Lang	Row
11644	H	5500-3/4	Europe Ku	R	Radio WaWa Kielce	Yes		1050		1.52[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio WaWa Kraków	Yes		1070		1072[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio WaWa Lódz	Yes		1100		1102[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio WaWa Opole	Yes		1120		1122[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio WaWa Torun	Yes		1150		1152[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio WaWa Gdansk	Yes		1170		1172[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio WaWa Wroclaw	Yes		1180		1182[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio WaWa Rzeszów	Yes		1240		1242[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio WaWa Szczecin	Yes		1260		1262[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio WaWa Nowy Sacz	Yes		1290		1292[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio WaWa Warszawa	Yes		1380		1382[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio WaWa Jelenia Gora	Yes		1480		1482[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio WaWa Trzebnica	Yes		1510		1512[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska	Yes		2000		2002[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Belchatów	Yes		2010		2012[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Bialystok	Yes		2020		2022[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Bydgoszcz	Yes		2030		2032[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Gorzów	Yes		2040		2042[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Kielce	Yes		2050		2052[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Siedlce	Yes		2060		2062[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Kraków	Yes		2070		2072[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Leszno	Yes		2080		2082[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Pila	Yes		2090		2092[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Lódz	Yes		2100		2102[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Olsztyn	Yes		2110		2112[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Opole	Yes		2120		2122[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Lublin	Yes		2130		2132[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Poznan	Yes		2140		2142[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Torun	Yes		2150		2152[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Tarnów	Yes		2160		2162[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Trójmiasto	Yes		2170		2172[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Wroclaw	Yes		2180		2182[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Zielona Góra	Yes		2190		2192[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Kalisz/Ostrów	Yes		2200		2202[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Radom	Yes		2210		2212[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Slask	Yes		2220		2222[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Zamosc	Yes		2230		2232[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Rzeszów	Yes		2240		2242[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Plock	Yes		2250		2252[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Szczecin	Yes		2260		2262[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Koszalin	Yes		2270		2272[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Beskidy	Yes		2300		2302[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Szczecinek	Yes		2310		2312[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Przemysl	Yes		2320		2322[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Malopolska/Zakopane	Yes		2330		2332[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Krasnik	Yes		2360		2362[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Starachowice	Yes		2400		2402[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Zary	Yes		2420		2422[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Elblag	Yes		2430		2432[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Ilawa	Yes		2440		2442[Pol]	6031
11644	H	5500-3/4	Europe Ku	R	Radio Eska Grudziadz	Yes		2450		2452[Pol]	6031
