No	Freq	Pol	Beam	SID	Name	Lang
2	10762	H	Europe B	1020	Top News	[alb]
3	10762	H	Europe B	1300	BCTV Europe	[alb]
	10762	H	Europe B	1800	Top Albania Radio	[alb]
	10762	H	Europe B	1820	Top Gold	[alb]
	10804	H	Europe B	921	My Music Radio	[alb]
4	10804	H	Europe B	2000	EuroNews Albania	[alb]
	10804	H	Europe B	2411	NRG Radio Albania	[alb]
	10804	H	Sub-Sahara Africa	101	Vision 4	[fre]
	10804	H	Sub-Sahara Africa	102	2S TV	[fre]
	10804	H	Sub-Sahara Africa	104	CRTV	[fre]
	10804	H	Sub-Sahara Africa	104	CRTV National Radio	[fre]
	10804	H	Sub-Sahara Africa	105	Hadi TV 5	
	10804	H	Sub-Sahara Africa	106	Golfe FM	[fre]
	10804	H	Sub-Sahara Africa	107	Emirem TV	[fre]
	10804	H	Sub-Sahara Africa	108	CRTV News	[fre]
	10804	H	Sub-Sahara Africa	111	Canal 2 English	[eng]
	10804	H	Sub-Sahara Africa	113	Label TV	[fre]
	10804	H	Sub-Sahara Africa	114	Christ Live	[fre]
	10804	H	Sub-Sahara Africa	115	RTB TV (Burkina Faso)	[fre]
	10804	H	Sub-Sahara Africa	116	RTB Radio	[fre]
	10804	H	Sub-Sahara Africa	117	Vision 4 RCA	[fre]
	10804	H	Sub-Sahara Africa	118	CRTV Sports and Entertainment	[fre]
	10804	H	Sub-Sahara Africa	121	LM TV Français	[fre]
	10804	H	Sub-Sahara Africa	131	Arewa 24	[hau]
	10804	H	Sub-Sahara Africa	132	Burkina Info TV	[fre]
	10804	H	Sub-Sahara Africa	133	Alpha Blondy FM	[fre]
	10804	H	Sub-Sahara Africa	201	ORTB TV	[fre]
	10804	H	Sub-Sahara Africa	204	Golfe TV Africa	[fre]
	10804	H	Sub-Sahara Africa	205	France 24 Français	[fre]
	10804	H	Sub-Sahara Africa	206	Asonga TV	[spa]
	10804	H	Sub-Sahara Africa	343	Equinoxe TV	[fre]
	10804	H	Sub-Sahara Africa	345	Canal 2 International	[fre]
	10804	H	Sub-Sahara Africa	346	Sweet FM Vision	[fre]
	10804	H	Sub-Sahara Africa	361	ImpacTV	[fre]
	10804	H	Sub-Sahara Africa	371	Boom TV	[fre]
	10804	H	Sub-Sahara Africa	372	STV (Cameroon)	[fre]
	10804	H	Sub-Sahara Africa	373	Radio Biafra	[eng]
	10804	H	Sub-Sahara Africa	374	New Africa TV Hausa	[hau]
	10804	H	Sub-Sahara Africa	470	Amen TV Sat	[fre]
	10804	H	Sub-Sahara Africa	480	Radio Immaculée Conception	[fre]
	10804	H	Sub-Sahara Africa	482	Power TV	[fre]
	10804	H	Sub-Sahara Africa	502	Canal 2 Movies	[fre]
	10804	H	Sub-Sahara Africa	505	Ubiznews TV	[fre]
	10804	H	Sub-Sahara Africa	600	RFI Afrique	[fre]
	10804	H	Sub-Sahara Africa	601	Africa TV 3	[fre]
	10804	H	Sub-Sahara Africa	620	Africa Sports TV	[fre]
	10804	H	Sub-Sahara Africa	640	Voxafrica Afrique	
	10804	H	Sub-Sahara Africa	651	Eden TV	
	10804	H	Sub-Sahara Africa	660	Diaspora FM	
	10804	H	Sub-Sahara Africa	670	TVC Africa	[fre]
	10845	H	Europe B	1028	DigitAlb promo	[alb]
	10972	V	Europe B	1371	Radio Studio B	[srp]
	10972	V	Europe B	1372	Hit FM Radio	[srp]
	11016	H	Sub-Sahara Africa	1	E-Télé Benin	[fre]
	11016	H	Sub-Sahara Africa	37	E-Télé	[fre]
	11024	H	Sub-Sahara Africa	0	Radio Madagasikara	
	11024	H	Sub-Sahara Africa	1	TV Malagasy	
	11055	V	Europe B	1154	CT 24	[cze]
	11069	H	Europe A	1010	Radio 10	[dut]
	11069	H	Europe A	5380	Radio 538	[dut]
	11070	H	Europe A	170	Slam!	[dut]
	11070	H	Europe A	417	Sky Radio (Netherlands)	[dut]
	11070	H	Europe A	674	Radio Veronica	[dut]
	11071	H	Europe A	170	100% NL	[dut]
	11071	H	Europe A	17629	BNR Nieuwsradio	[dut]
	11131	V	Europe B	1	Antena 1 (Romania)	[rum]
	11131	V	Europe B	2	Antena Stars	[rum]
	11131	V	Europe B	3	Antena 3 (Romania)	[rum]
	11131	V	Europe B	4	Happy Channel	[rum]
	11131	V	Europe B	5	Zu TV	[rum]
	11131	V	Europe B	6	Antena International	[rum]
	11131	V	Europe B	7	Antena 1 (Romania)	[rum]
	11131	V	Europe B	55	Radio Zu	[rum]
	11131	V	Europe B	56	Romantic FM	[rum]
	11139	H	Europe A	5000	Top Channel (Albania)	[alb]
	11139	H	Europe A	5010	Top News	[alb]
	11151	V	Europe A	52	Pink Thriller	[srp]
	11151	V	Europe A	53	Pink Crime & Mystery	[srp]
	11151	V	Europe A	54	Pink Romance	[srp]
	11151	V	Europe A	55	Pink Sci-Fi & Fantasy	[srp]
	11151	V	Europe A	56	Pink Reality	[srp]
	11151	V	Europe A	57	Pink Premium	[srp]
	11151	V	Europe A	58	Pink Soap	[srp]
	11151	V	Europe A	59	Pink World	[srp]
