Freq	Pol	SR	Beam	Type	Name	FTA	Encryption	SID	VPID	APID Lang	Row
11727	V	30000-3/4	Wide	TV	Ziggo Sport Select	No	MPEG-4/HD|Conax	802	1201	1202[Dut]	8000
11727	V	30000-3/4	Wide	TV	VTM	No	MPEG-4/HD|Conax	804	1401	1402[Dut]	8000
11727	V	30000-3/4	Wide	TV	Vier	No	MPEG-4/HD|Conax	805	1501	1502[Dut]	8000
11727	V	30000-3/4	Wide	TV	Vijf	No	MPEG-4/HD|Conax	806	1601	1602[Dut]	8000
11727	V	30000-3/4	Wide	TV	Zes	No	MPEG-4/HD|Conax	807	1701	1702[Dut]	8000
11727	V	30000-3/4	Wide	TV	Vitaya	No	MPEG-4/SD|Conax	808	1801	1802[Dut]	8000
11727	V	30000-3/4	Wide	TV	Caz	No	MPEG-4/SD|Conax	809	1901	1.02[Dut]	8000
11727	V	30000-3/4	Wide	TV	Q2	No	MPEG-4/SD|Conax	810	2001	2002[Dut]	8000
11727	V	30000-3/4	Wide	TV	Ment	No	MPEG-4/HD|Conax	811	2101	2102[Dut]	8000
11727	V	30000-3/4	Wide	TV	VTM Kids	No	MPEG-4/SD|Conax	812	2201	2202[Dut]	8000
11727	V	30000-3/4	Wide	TV	Caz 2	No	MPEG-4/SD|Conax	813	2301	2302[Dut]	8000
11727	V	30000-3/4	Wide	TV	Ziggo Sport Voetbal	No	MPEG-4/HD|Conax	814	2401	2402[Dut]|2403[Qaa]	8000
11727	V	30000-3/4	Wide	TV	Ziggo Sport Racing	No	MPEG-4/HD|Conax	815	2501	2502[Dut]|2503[Qaa]	8000
11727	V	30000-3/4	Wide	TV	Ziggo Sport Golf	No	MPEG-4/HD|Conax	816	2601	2602[Dut]|2603[Qaa]	8000
11727	V	30000-3/4	Wide	TV	Museum International	No	MPEG-4/HD|Conax	867	7701	7702[Eng]|7703[Fre]|7704[Rus]	8000
11727	V	30000-3/4	Wide	TV	The Israeli Network	Yes	MPEG-2/SD	868	7801	7802[Heb]	8000
11727	V	30000-3/4	Wide	R	VRT Radio 1	Yes		817		2702[Dut]	8000
11727	V	30000-3/4	Wide	R	VRT Radio 2 Vlaams-Brabant	Yes		818		2802[Dut]	8000
11727	V	30000-3/4	Wide	R	VRT NWS	Yes		819		2902[Dut]	8000
11727	V	30000-3/4	Wide	R	MNM	Yes		820		3002[Dut]	8000
11727	V	30000-3/4	Wide	R	MNM Hits	Yes		821		3102[Dut]	8000
11727	V	30000-3/4	Wide	R	StuBru	Yes		822		3202[Dut]	8000
11727	V	30000-3/4	Wide	R	Klara	Yes		823		3302[Dut]	8000
11727	V	30000-3/4	Wide	R	Klara Continuo	Yes		824		3402[Dut]	8000
11727	V	30000-3/4	Wide	R	De Tijdloze	Yes		825		3502[Dut]	8000
11727	V	30000-3/4	Wide	R	Q-music Vlaanderen	Yes		826		3602[Dut]	8000
11727	V	30000-3/4	Wide	R	Joe	Yes		827		3702[Dut]	8000
11727	V	30000-3/4	Wide	R	Nostalgie Vlaanderen	Yes		828		3802[Dut]	8000
11727	V	30000-3/4	Wide	R	Radio Continu	Yes		829		3902[Dut]	8000
11727	V	30000-3/4	Wide	R	Groot Nieuws Radio	Yes		830		4002[Dut]	8000
11727	V	30000-3/4	Wide	R	TRT Tamil Olli	Yes		866		7602[Tam]	8000
11785	H	27500-2/3	Wide	TV	Channel 21	Yes	MPEG-2/SD	204	2081	2082[Ger]	8033
11785	H	27500-2/3	Wide	TV	MTV Germany +1 (20.15-05.00)	Yes	MPEG-2/SD	213	2145	2146[Ger]	8033
11785	H	27500-2/3	Wide	TV	Nickelodeon Deutschland (05.00-20.15)	Yes	MPEG-2/SD	213	2145	2146[Ger]|2148[Qaa]	8033
11785	H	27500-2/3	Wide	TV	Comedy Central Deutschland	Yes	MPEG-2/SD	216	2209	2210[Ger]	8033
11785	H	27500-2/3	Wide	TV	HSE 24 Extra	Yes	MPEG-2/SD	228	2593	2594[Ger]	8033
11785	H	27500-2/3	Wide	TV	BBC World News Europe	Yes	MPEG-2/SD	240	2071	2072[Eng]	8033
11785	H	27500-2/3	Wide	TV	Bloomberg TV Europe	Yes	MPEG-2/SD	241	2091	2092[Eng]	8033
11785	H	27500-2/3	Wide	TV	Deutsches Musik Fernsehen	Yes	MPEG-2/SD	243	2131	2132[Ger]	8033
11785	H	27500-2/3	Wide	TV	Servus TV Deutschland	Yes	MPEG-2/SD	245	2171	2172[Ger]|2173[Qaa]	8033
11785	H	27500-2/3	Wide	TV	Deluxe Music	Yes	MPEG-2/SD	246	2181	2182[Ger]	8033
11804	V	27500-2/3	Wide	TV	[test card]	No	MPEG-2/SD	401	1760	1720	8044
11804	V	27500-2/3	Wide	TV	[AFN test card]	No	MPEG-4/HD	402	1860	1820	8044
11823	H	27500-3/4	Wide	TV	Sisal TV 1	No	MPEG-4/SD|Xcrypt	1810	1811	1812[Ita]	8047
11823	H	27500-3/4	Wide	TV	Sisal TV 2	No	Xcrypt	1820	1821	1822[Ita]	8047
11823	H	27500-3/4	Wide	TV	Sisal TV 3	No	MPEG-4/SD|Xcrypt	1830	1831	1832[Ita]	8047
11823	H	27500-3/4	Wide	TV	Sisal TV 4	No	MPEG-4/SD|Xcrypt	1840	1841	1842[Ita]	8047
11823	H	27500-3/4	Wide	TV	Sisal TV 5	No	MPEG-4/SD|Xcrypt	1850	1851	1852[Ita]	8047
11823	H	27500-3/4	Wide	TV	NLM TV	Yes	MPEG-4/SD	1860	1861	1862[Tam]	8047
11823	H	27500-3/4	Wide	TV	GoldBet League	Yes	MPEG-4/SD	1870	1871	1872[Ita]	8047
