No	Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
	11013	V	30000	3/5	B4	Transalpine	9	5	0	0	14
	11054	V	29950	3/4	KC3	Super	0	1	0	0	1
	11096	V	29950	3/4	B8	Transalpine	0	3	0	0	3
	11137	V	29950	2/3	KC5	Super	0	1	0	0	1
	11179	V	30000	3/5	B12	Transalpine	2	11	0	0	13
	11456	H	2400	3/4	D1	Transalpine	3	0	0	0	3
	11458	H	543	1/2	D1	Transalpine	2	0	0	0	2
	11465	H	667	3/5	D1	Transalpine	4	0	0	0	4
	11471	V	29950	3/4	D2	Transalpine	61	2	0	0	63
	11472	H	9900	4/5	D1	Transalpine	75	1	0	0	76
	11480	H	3215	3/4	D1	Transalpine	17	0	0	0	17
	11509	H	29500	8/9	D3	Transalpine	0	16	0	0	16
	11512	V	29950	3/4	KB2	Super	0	1	0	0	1
	11554	V	29950	3/4	D6	Transalpine	0	1	0	0	1
	11596	V	29950	2/3	KB4	Super	0	1	0	0	1
	11637	V	30000	3/5	D10	Transalpine	8	9	1	0	18
	11675	H	30000	2/3	D11	Transalpine	10	10	0	0	20
	11679	V	29950	3/4	KB6	Super	0	1	2	0	3
	12522	V	35500	3/4	F2	Transalpine	0	14	0	0	14
	12543	H	34200	8/9	F1	Transalpine	10	31	0	0	41
	12564	V	29950	2/3	KA2	Super	61	3	3	0	67
	12585	H	35000	2/3	F3	Transalpine	0	14	0	0	14
	12606	V	35500	2/3	F6	Transalpine	4	13	0	0	17
	12648	V	29500	8/9	F8	Transalpine	0	17	0	0	17
	12669	H	35000	2/3	F7	Transalpine	0	14	1	0	15
	12700	H	11167	3/4	F9	Transalpine	0	21	0	0	21
